paper_id,source_table_id,status,reason,rows_total,suspect_table,low_info_source_rows,top_reasons,queued_at
doi:10.1002/joc.2120,TBL-20260216225753-001,queued_table_remake,high_low_info_or_table_suspect_rate,2,1,1,"source_row_low_information:1,low_statement_source_overlap:1,outcome_unresolved:1,effect_unknown:1,translation_status:untranslatable_noise:1,translation_status:inferred:1",2026-02-16T23:35:35.983009+00:00
doi:10.1002/joc.2120,TBL-20260216225753-004,queued_table_remake,high_low_info_or_table_suspect_rate,1,1,1,"source_row_low_information:1,low_statement_source_overlap:1,outcome_unresolved:1,effect_unknown:1,translation_status:untranslatable_noise:1",2026-02-16T23:35:35.983015+00:00
doi:10.1006/jevp.1996.0015,TBL-20260216225840-002,queued_table_remake,high_low_info_or_table_suspect_rate,1,1,1,"source_row_low_information:1,low_statement_source_overlap:1,effect_unknown:1,translation_status:untranslatable_noise:1",2026-02-16T23:35:35.983072+00:00
doi:10.1006/jevp.1996.0015,TBL-20260216225840-003,queued_table_remake,high_low_info_or_table_suspect_rate,1,1,1,"source_row_low_information:1,low_statement_source_overlap:1,outcome_unresolved:1,effect_unknown:1,translation_status:untranslatable_noise:1",2026-02-16T23:35:35.983076+00:00
doi:10.1006/jevp.1996.0015,TBL-20260216225840-004,queued_table_remake,high_low_info_or_table_suspect_rate,1,1,1,"source_row_low_information:1,low_statement_source_overlap:1,outcome_unresolved:1,effect_unknown:1,translation_status:untranslatable_noise:1",2026-02-16T23:35:35.983083+00:00
doi:10.1006/jevp.1996.0015,TBL-20260216225840-006,queued_table_remake,high_low_info_or_table_suspect_rate,1,1,1,"source_row_low_information:1,low_statement_source_overlap:1,outcome_unresolved:1,effect_unknown:1,translation_status:untranslatable_noise:1",2026-02-16T23:35:35.983087+00:00
doi:10.1006/jevp.1996.0015,TBL-20260216225840-007,queued_table_remake,high_low_info_or_table_suspect_rate,1,1,1,"source_row_low_information:1,low_statement_source_overlap:1,outcome_unresolved:1,effect_unknown:1,translation_status:untranslatable_noise:1",2026-02-16T23:35:35.983090+00:00
doi:10.1006/jevp.1996.0032,TBL-20260216225846-004,queued_table_remake,high_low_info_or_table_suspect_rate,1,1,1,"source_row_low_information:1,low_statement_source_overlap:1,effect_unknown:1,translation_status:untranslatable_noise:1",2026-02-16T23:35:35.983097+00:00
doi:10.1006/jevp.1999.0169,TBL-20260216225851-003,queued_table_remake,high_low_info_or_table_suspect_rate,1,1,1,"source_row_low_information:1,low_statement_source_overlap:1,outcome_unresolved:1,effect_unknown:1,translation_status:untranslatable_noise:1",2026-02-16T23:35:35.983107+00:00
doi:10.1006/jevp.1999.0169,TBL-20260216225851-004,queued_table_remake,high_low_info_or_table_suspect_rate,1,1,1,"source_row_low_information:1,low_statement_source_overlap:1,outcome_unresolved:1,effect_unknown:1,translation_status:untranslatable_noise:1",2026-02-16T23:35:35.983111+00:00
doi:10.1006/jevp.1999.0169,TBL-20260216225851-007,queued_table_remake,high_low_info_or_table_suspect_rate,1,1,1,"source_row_low_information:1,low_statement_source_overlap:1,outcome_unresolved:1,effect_unknown:1,translation_status:untranslatable_noise:1",2026-02-16T23:35:35.983115+00:00
doi:10.1007/11853565_19,TBL-20260216225911-002,queued_table_remake,high_low_info_or_table_suspect_rate,1,1,1,"source_row_low_information:1,low_statement_source_overlap:1,effect_unknown:1,translation_status:untranslatable_noise:1",2026-02-16T23:35:35.983137+00:00
doi:10.1007/3-540-48384-5_25,TBL-20260216225938-002,queued_table_remake,high_low_info_or_table_suspect_rate,14,13,13,"low_statement_source_overlap:14,effect_unknown:14,translation_status:untranslatable_noise:14,source_row_low_information:13",2026-02-16T23:35:35.983149+00:00
doi:10.1007/3-540-48384-5_25,TBL-20260216225938-003,queued_table_remake,high_low_info_or_table_suspect_rate,22,21,21,"low_statement_source_overlap:22,effect_unknown:22,translation_status:untranslatable_noise:22,source_row_low_information:21",2026-02-16T23:35:35.983153+00:00
doi:10.1007/978-3-031-41148-9_12,TBL-20260216195251-001,queued_table_remake,high_low_info_or_table_suspect_rate,4,0,4,"source_row_low_information:4,low_statement_source_overlap:4,translation_status:noncausal:4",2026-02-16T23:35:35.982683+00:00
doi:10.1007/978-3-031-64699-7_9,TBL-20260216230012-001,queued_table_remake,high_low_info_or_table_suspect_rate,5,5,5,"source_row_low_information:5,low_statement_source_overlap:5,effect_unknown:5,translation_status:untranslatable_noise:5",2026-02-16T23:35:35.983189+00:00
doi:10.1007/978-3-319-45430-6,TBL-20260216230021-001,queued_table_remake,high_low_info_or_table_suspect_rate,17,0,16,"translation_status:inferred:17,source_row_low_information:16,statement_low_information:16",2026-02-16T23:35:35.983196+00:00
doi:10.1007/978-3-319-45430-6,TBL-20260216230024-006,queued_table_remake,high_low_info_or_table_suspect_rate,9,0,9,"source_row_low_information:9,statement_low_information:9,translation_status:inferred:8,translation_status:fuzzy:1",2026-02-16T23:35:35.983207+00:00
doi:10.1007/978-3-319-45430-6,TBL-20260216230029-012,queued_table_remake,high_low_info_or_table_suspect_rate,2,1,1,"translation_status:inferred:1,source_row_low_information:1,low_statement_source_overlap:1,effect_unknown:1,translation_status:untranslatable_noise:1",2026-02-16T23:35:35.983221+00:00
doi:10.1007/978-981-99-4638-9_27-1,TBL-20260216195654-001,queued_table_remake,high_low_info_or_table_suspect_rate,10,0,6,"translation_status:inferred:10,source_row_low_information:6,statement_low_information:6",2026-02-16T23:35:35.982782+00:00
doi:10.1007/s00226-021-01320-7,TBL-20260216230153-003,queued_table_remake,high_low_info_or_table_suspect_rate,5,3,3,"low_statement_source_overlap:5,effect_unknown:5,translation_status:untranslatable_noise:5,source_row_low_information:3",2026-02-16T23:35:35.983311+00:00
doi:10.1007/s00226-021-01320-7,TBL-20260216230153-008,queued_table_remake,high_low_info_or_table_suspect_rate,9,9,9,"source_row_low_information:9,low_statement_source_overlap:9,effect_unknown:9,translation_status:untranslatable_noise:9,outcome_unresolved:3",2026-02-16T23:35:35.983325+00:00
doi:10.1007/s00226-021-01320-7,TBL-20260216230153-016,queued_table_remake,high_low_info_or_table_suspect_rate,10,3,3,"low_statement_source_overlap:10,effect_unknown:10,translation_status:untranslatable_noise:10,source_row_low_information:3,outcome_unresolved:1",2026-02-16T23:35:35.983338+00:00
doi:10.1007/s00226-021-01320-7,TBL-20260216230153-023,queued_table_remake,high_low_info_or_table_suspect_rate,14,5,5,"low_statement_source_overlap:14,effect_unknown:14,translation_status:untranslatable_noise:14,source_row_low_information:5",2026-02-16T23:35:35.983350+00:00
doi:10.1007/s00265-018-2602-7,TBL-20260216230205-006,queued_table_remake,high_low_info_or_table_suspect_rate,5,0,4,"source_row_low_information:4,statement_low_information:4,translation_status:inferred:4,translation_status:fuzzy:1",2026-02-16T23:35:35.983374+00:00
doi:10.1007/s00426-018-1015-6,TBL-20260216195715-003,queued_table_remake,high_low_info_or_table_suspect_rate,4,0,3,"translation_status:inferred:4,source_row_low_information:3,statement_low_information:3",2026-02-16T23:35:35.982802+00:00
doi:10.1007/s10936-023-09967-y,TBL-20260216230229-001,queued_table_remake,high_low_info_or_table_suspect_rate,2,2,2,"source_row_low_information:2,low_statement_source_overlap:2,outcome_unresolved:2,effect_unknown:2,translation_status:untranslatable_noise:2",2026-02-16T23:35:35.983389+00:00
doi:10.1007/s11406-017-9841-0,TBL-20260216230318-015,queued_table_remake,high_low_info_or_table_suspect_rate,2,1,1,"translation_status:fuzzy:1,source_row_low_information:1,low_statement_source_overlap:1,effect_unknown:1,translation_status:untranslatable_noise:1",2026-02-16T23:35:35.983432+00:00
doi:10.1007/s11676-023-01683-6,TBL-20260216230315-006,queued_table_remake,high_low_info_or_table_suspect_rate,24,7,7,"low_statement_source_overlap:24,effect_unknown:24,translation_status:untranslatable_noise:24,source_row_low_information:7",2026-02-16T23:35:35.983603+00:00
doi:10.1007/s11676-023-01683-6,TBL-20260216230315-007,queued_table_remake,high_low_info_or_table_suspect_rate,5,3,3,"low_statement_source_overlap:5,effect_unknown:5,translation_status:untranslatable_noise:5,source_row_low_information:3",2026-02-16T23:35:35.983607+00:00
doi:10.1007/s11676-023-01683-6,TBL-20260216230315-009,queued_table_remake,high_low_info_or_table_suspect_rate,25,13,13,"low_statement_source_overlap:25,effect_unknown:25,translation_status:untranslatable_noise:25,source_row_low_information:13",2026-02-16T23:35:35.983613+00:00
doi:10.1007/s13762-023-04869-x,TBL-20260216230346-001,queued_table_remake,high_low_info_or_table_suspect_rate,2,1,1,"low_statement_source_overlap:2,effect_unknown:2,translation_status:untranslatable_noise:2,source_row_low_information:1,outcome_unresolved:1",2026-02-16T23:35:35.983625+00:00
doi:10.1016/0010-0285(87)90008-9,TBL-20260216230455-004,queued_table_remake,high_low_info_or_table_suspect_rate,25,18,18,"low_statement_source_overlap:25,effect_unknown:25,translation_status:untranslatable_noise:25,source_row_low_information:18",2026-02-16T23:35:35.983692+00:00
doi:10.1016/0272-4944(95)90013-6,TBL-20260216230458-001,queued_table_remake,high_low_info_or_table_suspect_rate,2,1,1,"low_statement_source_overlap:2,effect_unknown:2,translation_status:untranslatable_noise:2,source_row_low_information:1",2026-02-16T23:35:35.983707+00:00
doi:10.1016/b978-0-444-53817-8.00007-4,TBL-20260216230511-001,queued_table_remake,high_low_info_or_table_suspect_rate,1,1,1,"source_row_low_information:1,low_statement_source_overlap:1,outcome_unresolved:1,effect_unknown:1,translation_status:untranslatable_noise:1",2026-02-16T23:35:35.983740+00:00
doi:10.1016/j.actpsy.2021.103285,TBL-20260216230531-005,queued_table_remake,high_low_info_or_table_suspect_rate,2,2,2,"source_row_low_information:2,low_statement_source_overlap:2,effect_unknown:2,translation_status:untranslatable_noise:2,outcome_unresolved:1",2026-02-16T23:35:35.983764+00:00
doi:10.1016/j.actpsy.2021.103285,TBL-20260216230531-006,queued_table_remake,high_low_info_or_table_suspect_rate,1,1,1,"source_row_low_information:1,low_statement_source_overlap:1,outcome_unresolved:1,effect_unknown:1,translation_status:untranslatable_noise:1",2026-02-16T23:35:35.983768+00:00
doi:10.1016/j.actpsy.2021.103285,TBL-20260216230531-007,queued_table_remake,high_low_info_or_table_suspect_rate,1,1,1,"source_row_low_information:1,low_statement_source_overlap:1,outcome_unresolved:1,effect_unknown:1,translation_status:untranslatable_noise:1",2026-02-16T23:35:35.983774+00:00
doi:10.1016/j.actpsy.2021.103285,TBL-20260216230531-008,queued_table_remake,high_low_info_or_table_suspect_rate,1,1,1,"source_row_low_information:1,low_statement_source_overlap:1,outcome_unresolved:1,effect_unknown:1,translation_status:untranslatable_noise:1",2026-02-16T23:35:35.983778+00:00
doi:10.1016/j.actpsy.2021.103285,TBL-20260216230531-009,queued_table_remake,high_low_info_or_table_suspect_rate,1,1,1,"source_row_low_information:1,low_statement_source_overlap:1,outcome_unresolved:1,effect_unknown:1,translation_status:untranslatable_noise:1",2026-02-16T23:35:35.983783+00:00
doi:10.1016/j.actpsy.2021.103285,TBL-20260216230531-010,queued_table_remake,high_low_info_or_table_suspect_rate,1,1,1,"source_row_low_information:1,low_statement_source_overlap:1,outcome_unresolved:1,effect_unknown:1,translation_status:untranslatable_noise:1",2026-02-16T23:35:35.983786+00:00
doi:10.1016/j.buildenv.2018.04.029,TBL-20260216230608-001,queued_table_remake,high_low_info_or_table_suspect_rate,4,4,4,"source_row_low_information:4,low_statement_source_overlap:4,effect_unknown:4,translation_status:untranslatable_noise:4",2026-02-16T23:35:35.983819+00:00
doi:10.1016/j.buildenv.2018.04.029,TBL-20260216230608-002,queued_table_remake,high_low_info_or_table_suspect_rate,1,1,1,"source_row_low_information:1,low_statement_source_overlap:1,effect_unknown:1,translation_status:untranslatable_noise:1",2026-02-16T23:35:35.983826+00:00
doi:10.1016/j.buildenv.2018.04.029,TBL-20260216230610-003,queued_table_remake,high_low_info_or_table_suspect_rate,2,1,1,"translation_status:inferred:1,source_row_low_information:1,low_statement_source_overlap:1,effect_unknown:1,translation_status:untranslatable_noise:1",2026-02-16T23:35:35.983829+00:00
doi:10.1016/j.buildenv.2018.04.029,TBL-20260216230611-004,queued_table_remake,high_low_info_or_table_suspect_rate,36,0,33,"translation_status:inferred:36,source_row_low_information:33,statement_low_information:33",2026-02-16T23:35:35.983833+00:00
doi:10.1016/j.buildenv.2018.04.029,TBL-20260216230611-005,queued_table_remake,high_low_info_or_table_suspect_rate,2,2,2,"source_row_low_information:2,low_statement_source_overlap:2,outcome_unresolved:2,effect_unknown:2,translation_status:untranslatable_noise:2",2026-02-16T23:35:35.983837+00:00
doi:10.1016/j.buildenv.2018.04.029,TBL-20260216230613-006,queued_table_remake,high_low_info_or_table_suspect_rate,13,11,11,"outcome_unresolved:12,source_row_low_information:11,low_statement_source_overlap:11,effect_unknown:11,translation_status:untranslatable_noise:11,translation_status:inferred:2",2026-02-16T23:35:35.983842+00:00
doi:10.1016/j.buildenv.2018.04.029,TBL-20260216230614-007,queued_table_remake,high_low_info_or_table_suspect_rate,1,1,1,"source_row_low_information:1,low_statement_source_overlap:1,effect_unknown:1,translation_status:untranslatable_noise:1",2026-02-16T23:35:35.983845+00:00
doi:10.1016/j.buildenv.2018.04.029,TBL-20260216230614-008,queued_table_remake,high_low_info_or_table_suspect_rate,18,18,18,"source_row_low_information:18,low_statement_source_overlap:18,effect_unknown:18,translation_status:untranslatable_noise:18",2026-02-16T23:35:35.983849+00:00
doi:10.1016/j.buildenv.2018.04.029,TBL-20260216230615-009,queued_table_remake,high_low_info_or_table_suspect_rate,28,1,23,"translation_status:inferred:26,source_row_low_information:23,statement_low_information:22,low_statement_source_overlap:1,effect_unknown:1,translation_status:untranslatable_noise:1",2026-02-16T23:35:35.983860+00:00
doi:10.1016/j.buildenv.2018.04.029,TBL-20260216230617-011,queued_table_remake,high_low_info_or_table_suspect_rate,13,4,11,"source_row_low_information:11,translation_status:inferred:9,statement_low_information:7,low_statement_source_overlap:4,effect_unknown:4,translation_status:untranslatable_noise:4",2026-02-16T23:35:35.983869+00:00
doi:10.1016/j.buildenv.2018.04.029,TBL-20260216230618-013,queued_table_remake,high_low_info_or_table_suspect_rate,5,0,5,"source_row_low_information:5,statement_low_information:5,translation_status:inferred:5",2026-02-16T23:35:35.983873+00:00
doi:10.1016/j.compfluid.2019.06.031,TBL-20260216230624-001,queued_table_remake,high_low_info_or_table_suspect_rate,6,0,3,"translation_status:inferred:6,source_row_low_information:3,statement_low_information:3",2026-02-16T23:35:35.983890+00:00
doi:10.1016/j.compfluid.2019.06.031,TBL-20260216230627-011,queued_table_remake,high_low_info_or_table_suspect_rate,1,1,1,"source_row_low_information:1,low_statement_source_overlap:1,effect_unknown:1,translation_status:untranslatable_noise:1",2026-02-16T23:35:35.983909+00:00
doi:10.1016/j.compfluid.2019.06.031,TBL-20260216230632-016,queued_table_remake,high_low_info_or_table_suspect_rate,1,1,1,"source_row_low_information:1,low_statement_source_overlap:1,outcome_unresolved:1,effect_unknown:1,translation_status:untranslatable_noise:1",2026-02-16T23:35:35.983921+00:00
doi:10.1016/j.envres.2020.110169,TBL-20260216230711-001,queued_table_remake,high_low_info_or_table_suspect_rate,3,3,3,"source_row_low_information:3,low_statement_source_overlap:3,outcome_unresolved:3,effect_unknown:3,translation_status:untranslatable_noise:3",2026-02-16T23:35:35.983927+00:00
doi:10.1016/j.erss.2016.02.008,TBL-20260216230728-007,queued_table_remake,high_low_info_or_table_suspect_rate,9,6,6,"low_statement_source_overlap:9,effect_unknown:9,translation_status:untranslatable_noise:9,source_row_low_information:6",2026-02-16T23:35:35.983949+00:00
doi:10.1016/j.erss.2016.02.008,TBL-20260216230728-009,queued_table_remake,high_low_info_or_table_suspect_rate,25,5,5,"low_statement_source_overlap:25,effect_unknown:25,translation_status:untranslatable_noise:25,source_row_low_information:5",2026-02-16T23:35:35.983953+00:00
doi:10.1016/j.landurbplan.2012.12.013,TBL-20260216230729-004,queued_table_remake,high_low_info_or_table_suspect_rate,4,4,4,"source_row_low_information:4,low_statement_source_overlap:4,effect_unknown:4,translation_status:untranslatable_noise:4",2026-02-16T23:35:35.983969+00:00
doi:10.1016/j.neuropsychologia.2014.08.030,TBL-20260216230757-007,queued_table_remake,high_low_info_or_table_suspect_rate,2,2,2,"source_row_low_information:2,low_statement_source_overlap:2,outcome_unresolved:2,effect_unknown:2,translation_status:untranslatable_noise:2",2026-02-16T23:35:35.983989+00:00
doi:10.1016/j.neuropsychologia.2014.08.030,TBL-20260216230757-008,queued_table_remake,high_low_info_or_table_suspect_rate,2,1,1,"low_statement_source_overlap:2,effect_unknown:2,translation_status:untranslatable_noise:2,source_row_low_information:1,outcome_unresolved:1",2026-02-16T23:35:35.983993+00:00
doi:10.1016/j.neuropsychologia.2014.08.030,TBL-20260216230802-016,queued_table_remake,high_low_info_or_table_suspect_rate,7,4,4,"translation_status:inferred:4,source_row_low_information:4,outcome_unresolved:4,low_statement_source_overlap:3,effect_unknown:3,translation_status:untranslatable_noise:3",2026-02-16T23:35:35.984019+00:00
doi:10.1016/j.neuropsychologia.2014.08.030,TBL-20260216230807-020,queued_table_remake,high_low_info_or_table_suspect_rate,25,13,13,"source_row_low_information:13,low_statement_source_overlap:13,effect_unknown:13,translation_status:untranslatable_noise:13,translation_status:inferred:12,outcome_unresolved:2",2026-02-16T23:35:35.984030+00:00
doi:10.1016/j.neuropsychologia.2014.08.030,TBL-20260216230807-021,queued_table_remake,high_low_info_or_table_suspect_rate,5,3,3,"source_row_low_information:3,low_statement_source_overlap:3,outcome_unresolved:3,effect_unknown:3,translation_status:untranslatable_noise:3,translation_status:inferred:2",2026-02-16T23:35:35.984035+00:00
doi:10.1016/j.neuropsychologia.2014.08.030,TBL-20260216230807-022,queued_table_remake,high_low_info_or_table_suspect_rate,17,17,17,"source_row_low_information:17,low_statement_source_overlap:17,outcome_unresolved:17,effect_unknown:17,translation_status:untranslatable_noise:17",2026-02-16T23:35:35.984039+00:00
doi:10.1016/j.neuropsychologia.2014.08.030,TBL-20260216230807-023,queued_table_remake,high_low_info_or_table_suspect_rate,4,2,2,"source_row_low_information:2,low_statement_source_overlap:2,outcome_unresolved:2,effect_unknown:2,translation_status:untranslatable_noise:2,translation_status:inferred:2",2026-02-16T23:35:35.984043+00:00
doi:10.1016/j.neuropsychologia.2014.08.030,TBL-20260216230807-024,queued_table_remake,high_low_info_or_table_suspect_rate,11,11,11,"source_row_low_information:11,low_statement_source_overlap:11,outcome_unresolved:11,effect_unknown:11,translation_status:untranslatable_noise:11",2026-02-16T23:35:35.984052+00:00
doi:10.1016/j.neuropsychologia.2014.08.030,TBL-20260216230807-025,queued_table_remake,high_low_info_or_table_suspect_rate,14,14,14,"source_row_low_information:14,low_statement_source_overlap:14,outcome_unresolved:14,effect_unknown:14,translation_status:untranslatable_noise:14",2026-02-16T23:35:35.984056+00:00
doi:10.1016/j.neuropsychologia.2014.08.030,TBL-20260216230811-029,queued_table_remake,high_low_info_or_table_suspect_rate,3,1,3,"source_row_low_information:3,statement_low_information:2,translation_status:inferred:2,low_statement_source_overlap:1,effect_unknown:1,translation_status:untranslatable_noise:1",2026-02-16T23:35:35.984070+00:00
doi:10.1016/j.neuropsychologia.2014.08.030,TBL-20260216230811-030,queued_table_remake,high_low_info_or_table_suspect_rate,2,2,2,"source_row_low_information:2,low_statement_source_overlap:2,effect_unknown:2,translation_status:untranslatable_noise:2",2026-02-16T23:35:35.984074+00:00
doi:10.1016/j.neuropsychologia.2014.08.030,TBL-20260216230811-033,queued_table_remake,high_low_info_or_table_suspect_rate,3,3,3,"source_row_low_information:3,low_statement_source_overlap:3,outcome_unresolved:3,effect_unknown:3,translation_status:untranslatable_noise:3",2026-02-16T23:35:35.984089+00:00
doi:10.1016/j.neuropsychologia.2014.08.030,TBL-20260216230811-052,queued_table_remake,high_low_info_or_table_suspect_rate,5,1,5,"source_row_low_information:5,statement_low_information:4,translation_status:inferred:4,low_statement_source_overlap:1,effect_unknown:1,translation_status:untranslatable_noise:1",2026-02-16T23:35:35.984102+00:00
doi:10.1016/j.neuropsychologia.2014.08.030,TBL-20260216230812-053,queued_table_remake,high_low_info_or_table_suspect_rate,11,3,3,"translation_status:inferred:8,source_row_low_information:3,low_statement_source_overlap:3,effect_unknown:3,translation_status:untranslatable_noise:3",2026-02-16T23:35:35.984111+00:00
doi:10.1016/j.neuropsychologia.2014.08.030,TBL-20260216230812-065,queued_table_remake,high_low_info_or_table_suspect_rate,2,1,1,"translation_status:inferred:1,source_row_low_information:1,low_statement_source_overlap:1,effect_unknown:1,translation_status:untranslatable_noise:1",2026-02-16T23:35:35.984118+00:00
doi:10.1016/j.neuropsychologia.2014.08.030,TBL-20260216230813-078,queued_table_remake,high_low_info_or_table_suspect_rate,43,8,8,"translation_status:inferred:35,source_row_low_information:8,low_statement_source_overlap:8,outcome_unresolved:8,effect_unknown:8,translation_status:untranslatable_noise:8",2026-02-16T23:35:35.984127+00:00
doi:10.1016/j.neuropsychologia.2014.08.030,TBL-20260216230813-079,queued_table_remake,high_low_info_or_table_suspect_rate,13,2,4,"translation_status:inferred:11,source_row_low_information:4,statement_low_information:2,low_statement_source_overlap:2,outcome_unresolved:2,effect_unknown:2",2026-02-16T23:35:35.984133+00:00
doi:10.1016/j.neuropsychologia.2014.08.030,TBL-20260216230813-080,queued_table_remake,high_low_info_or_table_suspect_rate,16,8,8,"translation_status:inferred:8,source_row_low_information:8,low_statement_source_overlap:8,outcome_unresolved:8,effect_unknown:8,translation_status:untranslatable_noise:8",2026-02-16T23:35:35.984141+00:00
doi:10.1016/j.neuropsychologia.2014.08.030,TBL-20260216230814-082,queued_table_remake,high_low_info_or_table_suspect_rate,12,0,7,"translation_status:inferred:12,source_row_low_information:7,statement_low_information:7",2026-02-16T23:35:35.984148+00:00
doi:10.1016/j.neuropsychologia.2014.08.030,TBL-20260216230814-083,queued_table_remake,high_low_info_or_table_suspect_rate,3,3,3,"source_row_low_information:3,low_statement_source_overlap:3,outcome_unresolved:3,effect_unknown:3,translation_status:untranslatable_noise:3",2026-02-16T23:35:35.984152+00:00
doi:10.1016/j.neuropsychologia.2014.08.030,TBL-20260216230814-084,queued_table_remake,high_low_info_or_table_suspect_rate,7,3,4,"source_row_low_information:4,translation_status:inferred:4,low_statement_source_overlap:3,effect_unknown:3,translation_status:untranslatable_noise:3,statement_low_information:1",2026-02-16T23:35:35.984157+00:00
doi:10.1016/j.neuropsychologia.2014.08.030,TBL-20260216230814-086,queued_table_remake,high_low_info_or_table_suspect_rate,7,7,7,"source_row_low_information:7,low_statement_source_overlap:7,outcome_unresolved:7,effect_unknown:7,translation_status:untranslatable_noise:7",2026-02-16T23:35:35.984164+00:00
doi:10.1016/j.neuropsychologia.2014.08.030,TBL-20260216230814-087,queued_table_remake,high_low_info_or_table_suspect_rate,6,6,6,"source_row_low_information:6,low_statement_source_overlap:6,outcome_unresolved:6,effect_unknown:6,translation_status:untranslatable_noise:6",2026-02-16T23:35:35.984170+00:00
doi:10.1016/j.neuropsychologia.2014.08.030,TBL-20260216230814-088,queued_table_remake,high_low_info_or_table_suspect_rate,8,2,3,"translation_status:inferred:6,source_row_low_information:3,low_statement_source_overlap:2,effect_unknown:2,translation_status:untranslatable_noise:2,statement_low_information:1",2026-02-16T23:35:35.984175+00:00
doi:10.1016/j.smrv.2007.07.009,TBL-20260216230746-002,queued_table_remake,high_low_info_or_table_suspect_rate,1,1,1,"source_row_low_information:1,low_statement_source_overlap:1,effect_unknown:1,translation_status:untranslatable_noise:1",2026-02-16T23:35:35.984184+00:00
doi:10.1016/j.tics.2010.06.008,TBL-20260216230758-002,queued_table_remake,high_low_info_or_table_suspect_rate,9,8,8,"low_statement_source_overlap:9,effect_unknown:9,translation_status:untranslatable_noise:9,source_row_low_information:8",2026-02-16T23:35:35.984192+00:00
