paper_id,source_table_id,status,reason,rows_total,noise_rows,noise_ratio,top_reasons,queued_at
doi:10.1002/cne.920180503,TBL-20260216195147-018,queued_table_remake,translation_status_untranslatable_noise,2,2,1.0000,"effect_unknown:2,environment_unresolved:2,legacy_manual_cleanup_flag:2,low_statement_source_overlap:2,outcome_unresolved:2",2026-02-16T21:56:48.904558+00:00
doi:10.1002/cne.920180503,TBL-20260216195147-020,queued_table_remake,translation_status_untranslatable_noise,24,24,1.0000,"effect_unknown:24,legacy_manual_cleanup_flag:24,low_statement_source_overlap:24,outcome_unresolved:24,translation_status:untranslatable_noise:24",2026-02-16T21:56:48.904558+00:00
doi:10.1002/cne.920180503,TBL-20260216195147-021,queued_table_remake,translation_status_untranslatable_noise,4,4,1.0000,"effect_unknown:4,environment_unresolved:4,legacy_manual_cleanup_flag:4,outcome_unresolved:4,translation_status:untranslatable_noise:4",2026-02-16T21:56:48.904558+00:00
doi:10.1002/cne.920180503,TBL-20260216195147-022,queued_table_remake,translation_status_untranslatable_noise,2,2,1.0000,"effect_unknown:2,legacy_manual_cleanup_flag:2,low_statement_source_overlap:2,outcome_unresolved:2,translation_status:untranslatable_noise:2",2026-02-16T21:56:48.904558+00:00
doi:10.1002/cne.920180503,TBL-20260216195147-023,queued_table_remake,translation_status_untranslatable_noise,1,1,1.0000,"effect_unknown:1,environment_unresolved:1,legacy_manual_cleanup_flag:1,outcome_unresolved:1,translation_status:untranslatable_noise:1",2026-02-16T21:56:48.904558+00:00
doi:10.1002/cne.920180503,TBL-20260216195147-025,queued_table_remake,translation_status_untranslatable_noise,1,1,1.0000,"effect_unknown:1,environment_unresolved:1,legacy_manual_cleanup_flag:1,low_statement_source_overlap:1,outcome_unresolved:1",2026-02-16T21:56:48.904558+00:00
doi:10.1002/cne.920180503,TBL-20260216195147-028,queued_table_remake,translation_status_untranslatable_noise,14,14,1.0000,"effect_unknown:14,legacy_manual_cleanup_flag:14,low_statement_source_overlap:14,outcome_unresolved:14,translation_status:untranslatable_noise:14",2026-02-16T21:56:48.904558+00:00
doi:10.1002/cne.920180503,TBL-20260216195147-029,queued_table_remake,translation_status_untranslatable_noise,1,1,1.0000,"effect_unknown:1,legacy_manual_cleanup_flag:1,low_statement_source_overlap:1,outcome_unresolved:1,source_row_low_information:1",2026-02-16T21:56:48.904558+00:00
doi:10.1002/hbm.24616,TBL-20260216195145-002,queued_table_remake,translation_status_untranslatable_noise,1,1,1.0000,"effect_unknown:1,legacy_manual_cleanup_flag:1,low_statement_source_overlap:1,outcome_unresolved:1,source_row_low_information:1",2026-02-16T21:56:48.904558+00:00
doi:10.1002/hbm.24616,TBL-20260216195145-003,queued_table_remake,translation_status_untranslatable_noise,2,2,1.0000,"effect_unknown:2,legacy_manual_cleanup_flag:2,low_statement_source_overlap:2,outcome_unresolved:2,source_row_low_information:2",2026-02-16T21:56:48.904558+00:00
doi:10.1002/joc.2120,TBL-20260216195153-001,queued_table_remake,translation_status_untranslatable_noise,2,1,0.5000,"effect_unknown:1,legacy_manual_cleanup_flag:1,low_statement_source_overlap:1,outcome_unresolved:1,source_row_low_information:1",2026-02-16T21:56:48.904558+00:00
doi:10.1002/joc.2120,TBL-20260216195154-004,queued_table_remake,translation_status_untranslatable_noise,1,1,1.0000,"effect_unknown:1,legacy_manual_cleanup_flag:1,low_statement_source_overlap:1,outcome_unresolved:1,source_row_low_information:1",2026-02-16T21:56:48.904558+00:00
doi:10.1002/wcs.147,TBL-20260214095241-003,queued_table_remake,translation_status_untranslatable_noise,20,20,1.0000,"auto_denoised:20,auto_reconstructed:20,effect_unknown:20,environment_unresolved:20,legacy_manual_cleanup_flag:20",2026-02-16T21:56:48.904558+00:00
doi:10.1002/wcs.147,TBL-20260214112721-003,queued_table_remake,translation_status_untranslatable_noise,20,20,1.0000,"auto_denoised:20,auto_reconstructed:20,effect_unknown:20,environment_unresolved:20,legacy_manual_cleanup_flag:20",2026-02-16T21:56:48.904558+00:00
doi:10.1002/wcs.147,TBL-20260214112744-003,queued_table_remake,translation_status_untranslatable_noise,20,20,1.0000,"auto_denoised:20,auto_reconstructed:20,effect_unknown:20,environment_unresolved:20,legacy_manual_cleanup_flag:20",2026-02-16T21:56:48.904558+00:00
doi:10.1002/wcs.147,TBL-20260214131924-003,queued_table_remake,translation_status_untranslatable_noise,20,20,1.0000,"auto_denoised:20,auto_reconstructed:20,effect_unknown:20,environment_unresolved:20,legacy_manual_cleanup_flag:20",2026-02-16T21:56:48.904558+00:00
doi:10.1006/jevp.1996.0015,TBL-20260216195159-002,queued_table_remake,translation_status_untranslatable_noise,1,1,1.0000,"effect_unknown:1,environment_unresolved:1,legacy_manual_cleanup_flag:1,low_statement_source_overlap:1,source_row_low_information:1",2026-02-16T21:56:48.904558+00:00
doi:10.1006/jevp.1996.0015,TBL-20260216195200-003,queued_table_remake,translation_status_untranslatable_noise,1,1,1.0000,"effect_unknown:1,legacy_manual_cleanup_flag:1,low_statement_source_overlap:1,outcome_unresolved:1,source_row_low_information:1",2026-02-16T21:56:48.904558+00:00
doi:10.1006/jevp.1996.0015,TBL-20260216195200-004,queued_table_remake,translation_status_untranslatable_noise,1,1,1.0000,"effect_unknown:1,legacy_manual_cleanup_flag:1,low_statement_source_overlap:1,outcome_unresolved:1,source_row_low_information:1",2026-02-16T21:56:48.904558+00:00
doi:10.1006/jevp.1996.0015,TBL-20260216195200-006,queued_table_remake,translation_status_untranslatable_noise,1,1,1.0000,"effect_unknown:1,legacy_manual_cleanup_flag:1,low_statement_source_overlap:1,outcome_unresolved:1,source_row_low_information:1",2026-02-16T21:56:48.904558+00:00
doi:10.1006/jevp.1996.0015,TBL-20260216195200-007,queued_table_remake,translation_status_untranslatable_noise,1,1,1.0000,"effect_unknown:1,legacy_manual_cleanup_flag:1,low_statement_source_overlap:1,outcome_unresolved:1,source_row_low_information:1",2026-02-16T21:56:48.904558+00:00
doi:10.1006/jevp.1996.0032,TBL-20260216195209-004,queued_table_remake,translation_status_untranslatable_noise,1,1,1.0000,"effect_unknown:1,environment_unresolved:1,legacy_manual_cleanup_flag:1,low_statement_source_overlap:1,outcome_unresolved:1",2026-02-16T21:56:48.904558+00:00
doi:10.1006/jevp.1999.0169,TBL-20260216195208-003,queued_table_remake,translation_status_untranslatable_noise,1,1,1.0000,"effect_unknown:1,legacy_manual_cleanup_flag:1,low_statement_source_overlap:1,outcome_unresolved:1,source_row_low_information:1",2026-02-16T21:56:48.904558+00:00
doi:10.1006/jevp.1999.0169,TBL-20260216195208-004,queued_table_remake,translation_status_untranslatable_noise,1,1,1.0000,"effect_unknown:1,legacy_manual_cleanup_flag:1,low_statement_source_overlap:1,outcome_unresolved:1,source_row_low_information:1",2026-02-16T21:56:48.904558+00:00
doi:10.1006/jevp.1999.0169,TBL-20260216195208-007,queued_table_remake,translation_status_untranslatable_noise,1,1,1.0000,"effect_unknown:1,legacy_manual_cleanup_flag:1,low_statement_source_overlap:1,outcome_unresolved:1,source_row_low_information:1",2026-02-16T21:56:48.904558+00:00
doi:10.1006/jevp.2000.0186,TBL-20260216151252-001,queued_table_remake,translation_status_untranslatable_noise,21,21,1.0000,"auto_denoised:21,auto_reconstructed:21,effect_unknown:21,environment_unresolved:21,legacy_manual_cleanup_flag:21",2026-02-16T21:56:48.904558+00:00
doi:10.1006/jevp.2000.0186,TBL-20260216151252-002,queued_table_remake,translation_status_untranslatable_noise,1,1,1.0000,"auto_denoised:1,auto_reconstructed:1,effect_unknown:1,environment_unresolved:1,legacy_manual_cleanup_flag:1",2026-02-16T21:56:48.904558+00:00
doi:10.1006/jevp.2000.0186,TBL-20260216151252-003,queued_table_remake,translation_status_untranslatable_noise,2,2,1.0000,"auto_denoised:2,auto_reconstructed:2,effect_unknown:2,legacy_manual_cleanup_flag:2,low_statement_source_overlap:2",2026-02-16T21:56:48.904558+00:00
doi:10.1006/jevp.2001.0221,TBL-20260216151308-001,queued_table_remake,translation_status_untranslatable_noise,6,6,1.0000,"auto_denoised:6,auto_reconstructed:6,effect_unknown:6,legacy_manual_cleanup_flag:6,low_statement_source_overlap:6",2026-02-16T21:56:48.904558+00:00
doi:10.1006/jevp.2001.0221,TBL-20260216151308-003,queued_table_remake,translation_status_untranslatable_noise,1,1,1.0000,"auto_denoised:1,auto_reconstructed:1,effect_unknown:1,environment_unresolved:1,legacy_manual_cleanup_flag:1",2026-02-16T21:56:48.904558+00:00
doi:10.1006/jevp.2001.0221,TBL-20260216151308-004,queued_table_remake,translation_status_untranslatable_noise,7,7,1.0000,"auto_denoised:7,auto_reconstructed:7,effect_unknown:7,legacy_manual_cleanup_flag:7,low_statement_source_overlap:7",2026-02-16T21:56:48.904558+00:00
doi:10.1006/jevp.2001.0221,TBL-20260216151308-005,queued_table_remake,translation_status_untranslatable_noise,2,2,1.0000,"auto_denoised:2,auto_reconstructed:2,effect_unknown:2,environment_unresolved:2,legacy_manual_cleanup_flag:2",2026-02-16T21:56:48.904558+00:00
doi:10.1006/jevp.2001.0221,TBL-20260216151308-006,queued_table_remake,translation_status_untranslatable_noise,4,4,1.0000,"auto_denoised:4,auto_reconstructed:4,effect_unknown:4,legacy_manual_cleanup_flag:4,low_statement_source_overlap:4",2026-02-16T21:56:48.904558+00:00
doi:10.1007/11853565_19,TBL-20260216195224-002,queued_table_remake,translation_status_untranslatable_noise,1,1,1.0000,"effect_unknown:1,environment_unresolved:1,legacy_manual_cleanup_flag:1,low_statement_source_overlap:1,outcome_unresolved:1",2026-02-16T21:56:48.904558+00:00
doi:10.1007/3-540-48384-5_25,TBL-20260216195255-001,queued_table_remake,translation_status_untranslatable_noise,2,2,1.0000,"effect_unknown:2,legacy_manual_cleanup_flag:2,low_statement_source_overlap:2,outcome_unresolved:2,translation_status:untranslatable_noise:2",2026-02-16T21:56:48.904558+00:00
doi:10.1007/3-540-48384-5_25,TBL-20260216195255-002,queued_table_remake,translation_status_untranslatable_noise,14,14,1.0000,"effect_unknown:14,legacy_manual_cleanup_flag:14,low_statement_source_overlap:14,outcome_unresolved:14,translation_status:untranslatable_noise:14",2026-02-16T21:56:48.904558+00:00
doi:10.1007/3-540-48384-5_25,TBL-20260216195255-003,queued_table_remake,translation_status_untranslatable_noise,22,22,1.0000,"effect_unknown:22,legacy_manual_cleanup_flag:22,low_statement_source_overlap:22,outcome_unresolved:22,translation_status:untranslatable_noise:22",2026-02-16T21:56:48.904558+00:00
doi:10.1007/3-540-48384-5_25,TBL-20260216195255-004,queued_table_remake,translation_status_untranslatable_noise,1,1,1.0000,"effect_unknown:1,environment_unresolved:1,legacy_manual_cleanup_flag:1,low_statement_source_overlap:1,outcome_unresolved:1",2026-02-16T21:56:48.904558+00:00
doi:10.1007/978-1-4613-3539-9_4,TBL-20260216151329-001,queued_table_remake,translation_status_untranslatable_noise,4,4,1.0000,"auto_denoised:4,auto_reconstructed:4,effect_unknown:4,environment_unresolved:4,legacy_manual_cleanup_flag:4",2026-02-16T21:56:48.904558+00:00
doi:10.1007/978-1-4613-3539-9_4,TBL-20260216151329-002,queued_table_remake,translation_status_untranslatable_noise,9,9,1.0000,"auto_denoised:9,auto_reconstructed:9,effect_unknown:9,legacy_manual_cleanup_flag:9,low_statement_source_overlap:9",2026-02-16T21:56:48.904558+00:00
doi:10.1007/978-1-4613-3539-9_4,TBL-20260216151329-003,queued_table_remake,translation_status_untranslatable_noise,5,5,1.0000,"auto_denoised:5,auto_reconstructed:5,effect_unknown:5,environment_unresolved:5,legacy_manual_cleanup_flag:5",2026-02-16T21:56:48.904558+00:00
doi:10.1007/978-1-4757-4425-5_4,TBL-20260216151341-001,queued_table_remake,translation_status_untranslatable_noise,8,8,1.0000,"auto_denoised:8,auto_reconstructed:8,effect_unknown:8,legacy_manual_cleanup_flag:8,low_statement_source_overlap:8",2026-02-16T21:56:48.904558+00:00
doi:10.1007/978-1-4757-4425-5_4,TBL-20260216151341-003,queued_table_remake,translation_status_untranslatable_noise,2,2,1.0000,"auto_denoised:2,auto_reconstructed:2,effect_unknown:2,environment_unresolved:2,legacy_manual_cleanup_flag:2",2026-02-16T21:56:48.904558+00:00
doi:10.1007/978-1-4757-4425-5_4,TBL-20260216151341-004,queued_table_remake,translation_status_untranslatable_noise,1,1,1.0000,"auto_denoised:1,auto_reconstructed:1,effect_unknown:1,environment_unresolved:1,legacy_manual_cleanup_flag:1",2026-02-16T21:56:48.904558+00:00
doi:10.1007/978-1-4757-4425-5_4,TBL-20260216151341-005,queued_table_remake,translation_status_untranslatable_noise,1,1,1.0000,"auto_denoised:1,auto_reconstructed:1,effect_unknown:1,environment_unresolved:1,legacy_manual_cleanup_flag:1",2026-02-16T21:56:48.904558+00:00
doi:10.1007/978-3-031-04714-5_6,TBL-20260215004041-001,queued_table_remake,translation_status_untranslatable_noise,1,1,1.0000,"auto_denoised:1,auto_reconstructed:1,effect_unknown:1,legacy_manual_cleanup_flag:1,low_statement_source_overlap:1",2026-02-16T21:56:48.904558+00:00
doi:10.1007/978-3-031-04714-5_6,TBL-20260215004041-002,queued_table_remake,translation_status_untranslatable_noise,9,9,1.0000,"auto_denoised:9,auto_reconstructed:9,effect_unknown:9,legacy_manual_cleanup_flag:9,low_statement_source_overlap:9",2026-02-16T21:56:48.904558+00:00
doi:10.1007/978-3-031-04714-5_6,TBL-20260215004041-004,queued_table_remake,translation_status_untranslatable_noise,21,21,1.0000,"auto_denoised:21,auto_reconstructed:21,effect_unknown:21,legacy_manual_cleanup_flag:21,low_statement_source_overlap:21",2026-02-16T21:56:48.904558+00:00
doi:10.1007/978-3-031-04714-5_6,TBL-20260215004041-006,queued_table_remake,translation_status_untranslatable_noise,6,6,1.0000,"auto_denoised:6,auto_reconstructed:6,effect_unknown:6,legacy_manual_cleanup_flag:6,low_statement_source_overlap:6",2026-02-16T21:56:48.904558+00:00
doi:10.1007/978-3-031-04714-5_6,TBL-20260215004041-008,queued_table_remake,translation_status_untranslatable_noise,15,15,1.0000,"auto_denoised:15,auto_reconstructed:15,effect_unknown:15,legacy_manual_cleanup_flag:15,low_statement_source_overlap:15",2026-02-16T21:56:48.904558+00:00
doi:10.1007/978-3-031-04714-5_6,TBL-20260215004041-009,queued_table_remake,translation_status_untranslatable_noise,8,8,1.0000,"auto_denoised:8,auto_reconstructed:8,effect_unknown:8,legacy_manual_cleanup_flag:8,low_statement_source_overlap:8",2026-02-16T21:56:48.904558+00:00
doi:10.1007/978-3-031-04714-5_6,TBL-20260215004041-012,queued_table_remake,translation_status_untranslatable_noise,9,9,1.0000,"auto_denoised:9,auto_reconstructed:9,effect_unknown:9,legacy_manual_cleanup_flag:9,low_statement_source_overlap:9",2026-02-16T21:56:48.904558+00:00
doi:10.1007/978-3-031-64699-7_9,TBL-20260216195256-001,queued_table_remake,translation_status_untranslatable_noise,5,5,1.0000,"effect_unknown:5,environment_unresolved:5,legacy_manual_cleanup_flag:5,low_statement_source_overlap:5,outcome_unresolved:5",2026-02-16T21:56:48.904558+00:00
doi:10.1007/978-3-319-45430-6,TBL-20260216195312-011,queued_table_remake,translation_status_untranslatable_noise,11,2,0.1818,"translation_status:inferred:9,effect_unknown:2,environment_unresolved:2,legacy_manual_cleanup_flag:2,low_statement_source_overlap:2",2026-02-16T21:56:48.904558+00:00
doi:10.1007/978-3-319-45430-6,TBL-20260216195313-012,queued_table_remake,translation_status_untranslatable_noise,2,1,0.5000,"translation_status:inferred:1,effect_unknown:1,legacy_manual_cleanup_flag:1,low_statement_source_overlap:1,outcome_unresolved:1",2026-02-16T21:56:48.904558+00:00
doi:10.1007/978-3-319-45430-6,TBL-20260216195313-013,queued_table_remake,translation_status_untranslatable_noise,40,4,0.1000,"translation_status:inferred:36,effect_unknown:4,legacy_manual_cleanup_flag:4,low_statement_source_overlap:4,outcome_unresolved:4",2026-02-16T21:56:48.904558+00:00
doi:10.1007/978-3-319-45430-6,TBL-20260216195314-015,queued_table_remake,translation_status_untranslatable_noise,34,3,0.0882,"translation_status:inferred:31,effect_unknown:3,environment_unresolved:3,legacy_manual_cleanup_flag:3,low_statement_source_overlap:3",2026-02-16T21:56:48.904558+00:00
doi:10.1007/978-94-017-9297-4_1,TBL-20260214100013-001,queued_table_remake,translation_status_untranslatable_noise,5,5,1.0000,"auto_denoised:5,auto_reconstructed:5,effect_unknown:5,environment_unresolved:5,legacy_manual_cleanup_flag:5",2026-02-16T21:56:48.904558+00:00
doi:10.1007/978-94-017-9297-4_1,TBL-20260214102933-001,queued_table_remake,translation_status_untranslatable_noise,5,5,1.0000,"auto_denoised:5,auto_reconstructed:5,effect_unknown:5,environment_unresolved:5,legacy_manual_cleanup_flag:5",2026-02-16T21:56:48.904558+00:00
doi:10.1007/978-94-017-9297-4_1,TBL-20260214103518-001,queued_table_remake,translation_status_untranslatable_noise,5,5,1.0000,"auto_denoised:5,auto_reconstructed:5,effect_unknown:5,environment_unresolved:5,legacy_manual_cleanup_flag:5",2026-02-16T21:56:48.904558+00:00
doi:10.1007/978-94-017-9297-4_1,TBL-20260214124308-001,queued_table_remake,translation_status_untranslatable_noise,5,5,1.0000,"auto_denoised:5,auto_reconstructed:5,effect_unknown:5,environment_unresolved:5,legacy_manual_cleanup_flag:5",2026-02-16T21:56:48.904558+00:00
doi:10.1007/978-981-99-8405-3_13,TBL-20260214160033-001,queued_table_remake,translation_status_untranslatable_noise,1,1,1.0000,"auto_denoised:1,auto_reconstructed:1,effect_unknown:1,legacy_manual_cleanup_flag:1,low_statement_source_overlap:1",2026-02-16T21:56:48.904558+00:00
doi:10.1007/978-981-99-8405-3_13,TBL-20260214160033-002,queued_table_remake,translation_status_untranslatable_noise,4,4,1.0000,"auto_denoised:4,auto_reconstructed:4,effect_unknown:4,legacy_manual_cleanup_flag:4,low_statement_source_overlap:4",2026-02-16T21:56:48.904558+00:00
doi:10.1007/978-981-99-8405-3_13,TBL-20260214160033-003,queued_table_remake,translation_status_untranslatable_noise,2,2,1.0000,"auto_denoised:2,auto_reconstructed:2,effect_unknown:2,environment_unresolved:2,legacy_manual_cleanup_flag:2",2026-02-16T21:56:48.904558+00:00
doi:10.1007/978-981-99-8405-3_13,TBL-20260214160033-004,queued_table_remake,translation_status_untranslatable_noise,1,1,1.0000,"auto_denoised:1,auto_reconstructed:1,effect_unknown:1,legacy_manual_cleanup_flag:1,low_statement_source_overlap:1",2026-02-16T21:56:48.904558+00:00
doi:10.1007/978-981-99-8405-3_13,TBL-20260214160033-005,queued_table_remake,translation_status_untranslatable_noise,1,1,1.0000,"auto_denoised:1,auto_reconstructed:1,effect_unknown:1,legacy_manual_cleanup_flag:1,low_statement_source_overlap:1",2026-02-16T21:56:48.904558+00:00
doi:10.1007/978-981-99-8405-3_13,TBL-20260214160033-006,queued_table_remake,translation_status_untranslatable_noise,2,2,1.0000,"auto_denoised:2,auto_reconstructed:2,effect_unknown:2,legacy_manual_cleanup_flag:2,low_statement_source_overlap:2",2026-02-16T21:56:48.904558+00:00
doi:10.1007/978-981-99-8405-3_13,TBL-20260214160033-007,queued_table_remake,translation_status_untranslatable_noise,1,1,1.0000,"auto_denoised:1,auto_reconstructed:1,effect_unknown:1,environment_unresolved:1,legacy_manual_cleanup_flag:1",2026-02-16T21:56:48.904558+00:00
doi:10.1007/978-981-99-8405-3_13,TBL-20260214160033-008,queued_table_remake,translation_status_untranslatable_noise,2,2,1.0000,"auto_denoised:2,auto_reconstructed:2,effect_unknown:2,legacy_manual_cleanup_flag:2,low_statement_source_overlap:2",2026-02-16T21:56:48.904558+00:00
doi:10.1007/978-981-99-8405-3_13,TBL-20260214160033-009,queued_table_remake,translation_status_untranslatable_noise,1,1,1.0000,"auto_denoised:1,auto_reconstructed:1,effect_unknown:1,legacy_manual_cleanup_flag:1,low_statement_source_overlap:1",2026-02-16T21:56:48.904558+00:00
doi:10.1007/978-981-99-8405-3_13,TBL-20260214160033-010,queued_table_remake,translation_status_untranslatable_noise,1,1,1.0000,"auto_denoised:1,auto_reconstructed:1,effect_unknown:1,environment_unresolved:1,legacy_manual_cleanup_flag:1",2026-02-16T21:56:48.904558+00:00
doi:10.1007/978-981-99-8405-3_13,TBL-20260214160033-011,queued_table_remake,translation_status_untranslatable_noise,1,1,1.0000,"auto_denoised:1,auto_reconstructed:1,effect_unknown:1,legacy_manual_cleanup_flag:1,low_statement_source_overlap:1",2026-02-16T21:56:48.904558+00:00
doi:10.1007/978-981-99-8405-3_13,TBL-20260214160033-012,queued_table_remake,translation_status_untranslatable_noise,1,1,1.0000,"auto_denoised:1,auto_reconstructed:1,effect_unknown:1,legacy_manual_cleanup_flag:1,low_statement_source_overlap:1",2026-02-16T21:56:48.904558+00:00
doi:10.1007/978-981-99-8405-3_13,TBL-20260214160033-013,queued_table_remake,translation_status_untranslatable_noise,2,2,1.0000,"auto_denoised:2,auto_reconstructed:2,effect_unknown:2,legacy_manual_cleanup_flag:2,low_statement_source_overlap:2",2026-02-16T21:56:48.904558+00:00
doi:10.1007/978-981-99-8405-3_13,TBL-20260214160033-014,queued_table_remake,translation_status_untranslatable_noise,1,1,1.0000,"auto_denoised:1,auto_reconstructed:1,effect_unknown:1,environment_unresolved:1,legacy_manual_cleanup_flag:1",2026-02-16T21:56:48.904558+00:00
doi:10.1007/978-981-99-8405-3_13,TBL-20260214192909-001,queued_table_remake,translation_status_untranslatable_noise,1,1,1.0000,"auto_denoised:1,auto_reconstructed:1,effect_unknown:1,legacy_manual_cleanup_flag:1,low_statement_source_overlap:1",2026-02-16T21:56:48.904558+00:00
doi:10.1007/978-981-99-8405-3_13,TBL-20260214192909-002,queued_table_remake,translation_status_untranslatable_noise,4,4,1.0000,"auto_denoised:4,auto_reconstructed:4,effect_unknown:4,legacy_manual_cleanup_flag:4,low_statement_source_overlap:4",2026-02-16T21:56:48.904558+00:00
doi:10.1007/978-981-99-8405-3_13,TBL-20260214192909-003,queued_table_remake,translation_status_untranslatable_noise,2,2,1.0000,"auto_denoised:2,auto_reconstructed:2,effect_unknown:2,environment_unresolved:2,legacy_manual_cleanup_flag:2",2026-02-16T21:56:48.904558+00:00
doi:10.1007/978-981-99-8405-3_13,TBL-20260214192909-004,queued_table_remake,translation_status_untranslatable_noise,1,1,1.0000,"auto_denoised:1,auto_reconstructed:1,effect_unknown:1,legacy_manual_cleanup_flag:1,low_statement_source_overlap:1",2026-02-16T21:56:48.904558+00:00
doi:10.1007/978-981-99-8405-3_13,TBL-20260214192909-005,queued_table_remake,translation_status_untranslatable_noise,1,1,1.0000,"auto_denoised:1,auto_reconstructed:1,effect_unknown:1,legacy_manual_cleanup_flag:1,low_statement_source_overlap:1",2026-02-16T21:56:48.904558+00:00
doi:10.1007/978-981-99-8405-3_13,TBL-20260214192909-006,queued_table_remake,translation_status_untranslatable_noise,2,2,1.0000,"auto_denoised:2,auto_reconstructed:2,effect_unknown:2,legacy_manual_cleanup_flag:2,low_statement_source_overlap:2",2026-02-16T21:56:48.904558+00:00
