paper_id,claim_id,claim_type,node_id,statement,ae_confidence,node_type,article_type_family,template_version,environment_variable,outcome_variable,environment_candidates,outcome_candidates,environment_canonical_id,outcome_canonical_id,environment_resolution_confidence,outcome_resolution_confidence,environment_resolution_match_type,outcome_resolution_match_type,environment_node_id,outcome_node_id,effect_direction,edge_id,edge_type,source_node_id,target_node_id,weight,evidence_basis,needs_verification,justification,relation_type_hint,relation_strength_hint,relation_provenance_hint,argument_relation_type,causal_level,argument_scheme,theory_name,target_paper_id,citation_text,citation_doi,citation_context,citation_match_confidence,citation_match_type,source_section,source_page_start,source_page_end,source_quote,source_quote_hash,source_table_id,source_table_row,quality_flag,source,evidence_level,provenance_tier,requires_pdf_confirmation,source_zone,extraction_difficulty,processed_at,article_type_needs_review
doi:10.3389/fpsyg.2020.560833,disc:doi:10.3389/fpsyg.2020.560833:xref:9be1e55aed:west_et_al._2018,inter_article_relation,disc:doi:10.3389/fpsyg.2020.560833:xref:9be1e55aed:west_et_al._2018,"self-reported stress levels (Figure 2; p < 0.001; paired t-test). (West et al., 2018) as well as the common primary endpoints",0.45,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_discourse_scan,,,,,,,,,,,,,,edge:disc:doi:10.3389/fpsyg.2020.560833:xref:9be1e55aed:west_et_al._2018,INTERPRETS_AS,node:doi:10.3389/fpsyg.2020.560833:unknown,node:doi:10.1038/s41380-018-0118-1,0.45,reviewer_interpretation,true,"self-reported stress levels (Figure 2; p < 0.001; paired t-test). (West et al., 2018) as well as the common primary endpoints",explains,0.48,,tests,association,argument_from_expert_opinion,,doi:10.1038/s41380-018-0118-1,"West et al., 2018)",,,0.75,author_year_unique,results,4,4,"self-reported stress levels (Figure 2; p < 0.001; paired t-test). (West et al., 2018) as well as the common primary endpoints",9be1e55aed6b57ba,,,ok,pdf_discourse_scan,pdf_discourse_extracted,pdf_confirmed,no,results,moderate,2026-02-14T14:58:05.689521+00:00,
doi:10.3389/fpsyg.2020.560833,disc:doi:10.3389/fpsyg.2020.560833:xref:b76a904b94:panagioti_et_al._2,inter_article_relation,disc:doi:10.3389/fpsyg.2020.560833:xref:b76a904b94:panagioti_et_al._2,"The NPS for the experience was 99.3%, with 100% of of structured wellness intervention efforts (Panagioti et al., 2017).",0.45,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_discourse_scan,,,,,,,,,,,,,,edge:disc:doi:10.3389/fpsyg.2020.560833:xref:b76a904b94:panagioti_et_al._2,ATTRIBUTES_FINDING,node:doi:10.3389/fpsyg.2020.560833:unknown,citation:panagioti_et_al._2017,0.45,reviewer_interpretation,true,"The NPS for the experience was 99.3%, with 100% of of structured wellness intervention efforts (Panagioti et al., 2017).",explains,0.35,,mentions,intervention,argument_from_expert_opinion,,,"Panagioti et al., 2017)",,,0.0,unresolved,results,4,4,"The NPS for the experience was 99.3%, with 100% of of structured wellness intervention efforts (Panagioti et al., 2017).",b76a904b94ec47e6,,,needs_citation_resolution,pdf_discourse_scan,pdf_discourse_extracted,pdf_confirmed,no,results,moderate,2026-02-14T14:58:05.695350+00:00,
doi:10.3389/fpsyg.2020.560833,disc:doi:10.3389/fpsyg.2020.560833:xref:9e4e94163d:walls_2020,inter_article_relation,disc:doi:10.3389/fpsyg.2020.560833:xref:9e4e94163d:walls_2020,"suggested that users viewed the experience as a gesture of and Walls, 2020) that necessitate impossible choices between",0.45,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_discourse_scan,,,,,,,,,,,,,,edge:disc:doi:10.3389/fpsyg.2020.560833:xref:9e4e94163d:walls_2020,ATTRIBUTES_FINDING,node:doi:10.3389/fpsyg.2020.560833:unknown,citation:walls_2020,0.45,reviewer_interpretation,true,"suggested that users viewed the experience as a gesture of and Walls, 2020) that necessitate impossible choices between",explains,0.35,,mentions,association,argument_from_expert_opinion,,,"Walls, 2020)",,,0.0,unresolved,results,4,4,"suggested that users viewed the experience as a gesture of and Walls, 2020) that necessitate impossible choices between",9e4e94163da80f18,,,needs_citation_resolution,pdf_discourse_scan,pdf_discourse_extracted,pdf_confirmed,no,results,moderate,2026-02-14T14:58:05.696568+00:00,
doi:10.3389/fpsyg.2020.560833,disc:doi:10.3389/fpsyg.2020.560833:theory:ART:f747a93f80,theory_link,disc:doi:10.3389/fpsyg.2020.560833:theory:ART:f747a93f80,Frontiers in Psychology | www.frontiersin.org 4 November 2020 | Volume 11 | Article 560833,0.62,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_discourse_scan,,,,,,,,,,,,,,edge:disc:doi:10.3389/fpsyg.2020.560833:theory:ART:f747a93f80,COHERENCE_SUPPORT,node:doi:10.3389/fpsyg.2020.560833:unknown,theory:art,0.4,implicit_connection,false,Frontiers in Psychology | www.frontiersin.org 4 November 2020 | Volume 11 | Article 560833,explains,0.4,,cites,association,argument_from_expert_opinion,ART,,,,,,,results,4,4,Frontiers in Psychology | www.frontiersin.org 4 November 2020 | Volume 11 | Article 560833,f747a93f80095bf3,,,ok,pdf_discourse_scan,pdf_discourse_extracted,pdf_confirmed,no,results,moderate,2026-02-14T14:58:05.696825+00:00,
doi:10.3389/fpsyg.2020.560833,disc:doi:10.3389/fpsyg.2020.560833:xref:f747a93f80:november_2020,inter_article_relation,disc:doi:10.3389/fpsyg.2020.560833:xref:f747a93f80:november_2020,Frontiers in Psychology | www.frontiersin.org 4 November 2020 | Volume 11 | Article 560833,0.45,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_discourse_scan,,,,,,,,,,,,,,edge:disc:doi:10.3389/fpsyg.2020.560833:xref:f747a93f80:november_2020,ATTRIBUTES_FINDING,node:doi:10.3389/fpsyg.2020.560833:unknown,citation:november_2020,0.45,reviewer_interpretation,true,Frontiers in Psychology | www.frontiersin.org 4 November 2020 | Volume 11 | Article 560833,explains,0.35,,mentions,association,argument_from_expert_opinion,,,November 2020,,,0.0,unresolved,results,4,4,Frontiers in Psychology | www.frontiersin.org 4 November 2020 | Volume 11 | Article 560833,f747a93f80095bf3,,,needs_citation_resolution,pdf_discourse_scan,pdf_discourse_extracted,pdf_confirmed,no,results,moderate,2026-02-14T14:58:05.697723+00:00,
doi:10.3389/fpsyg.2020.560833,disc:doi:10.3389/fpsyg.2020.560833:theory:ART:fef2cf6baa,theory_link,disc:doi:10.3389/fpsyg.2020.560833:theory:ART:fef2cf6baa,self-report measures alongside physiological indices of stress participation was not required for this study in accordance,0.62,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_discourse_scan,,,,,,,,,,,,,,edge:disc:doi:10.3389/fpsyg.2020.560833:theory:ART:fef2cf6baa,COHERENCE_SUPPORT,node:doi:10.3389/fpsyg.2020.560833:unknown,theory:art,0.4,implicit_connection,false,self-report measures alongside physiological indices of stress participation was not required for this study in accordance,explains,0.4,,cites,association,argument_from_expert_opinion,ART,,,,,,,results,5,5,self-report measures alongside physiological indices of stress participation was not required for this study in accordance,fef2cf6baa22840c,,,ok,pdf_discourse_scan,pdf_discourse_extracted,pdf_confirmed,no,results,moderate,2026-02-14T14:58:05.697791+00:00,
doi:10.3389/fpsyg.2020.560833,disc:doi:10.3389/fpsyg.2020.560833:theory:ART:21ebc69a82,theory_link,disc:doi:10.3389/fpsyg.2020.560833:theory:ART:21ebc69a82,"experience, in further research, we will conduct a more detailed All authors contributed to the article and approved the",0.62,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_discourse_scan,,,,,,,,,,,,,,edge:disc:doi:10.3389/fpsyg.2020.560833:theory:ART:21ebc69a82,COHERENCE_SUPPORT,node:doi:10.3389/fpsyg.2020.560833:unknown,theory:art,0.4,implicit_connection,false,"experience, in further research, we will conduct a more detailed All authors contributed to the article and approved the",explains,0.4,,cites,association,argument_from_expert_opinion,ART,,,,,,,results,5,5,"experience, in further research, we will conduct a more detailed All authors contributed to the article and approved the",21ebc69a82e184c7,,,ok,pdf_discourse_scan,pdf_discourse_extracted,pdf_confirmed,no,results,moderate,2026-02-14T14:58:05.698019+00:00,
doi:10.3389/fpsyg.2020.560833,disc:doi:10.3389/fpsyg.2020.560833:theory:ART:5183368723,theory_link,disc:doi:10.3389/fpsyg.2020.560833:theory:ART:5183368723,interventions designed to address stress and burnout in healthcare This work was supported in part by a grant from the National,0.62,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_discourse_scan,,,,,,,,,,,,,,edge:disc:doi:10.3389/fpsyg.2020.560833:theory:ART:5183368723,CONFIRMS_PREDICTION,node:doi:10.3389/fpsyg.2020.560833:unknown,theory:art,0.6,explicit_statement,false,interventions designed to address stress and burnout in healthcare This work was supported in part by a grant from the National,supports,0.6,,supports,intervention,argument_from_expert_opinion,ART,,,,,,,results,5,5,interventions designed to address stress and burnout in healthcare This work was supported in part by a grant from the National,5183368723f54261,,,ok,pdf_discourse_scan,pdf_discourse_extracted,pdf_confirmed,no,results,moderate,2026-02-14T14:58:05.698147+00:00,
doi:10.3389/fpsyg.2020.560833,disc:doi:10.3389/fpsyg.2020.560833:theory:ART:c302129a21,theory_link,disc:doi:10.3389/fpsyg.2020.560833:theory:ART:c302129a21,The raw data supporting the conclusions of this article will creative studio specializing in interactive environmental design,0.62,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_discourse_scan,,,,,,,,,,,,,,edge:disc:doi:10.3389/fpsyg.2020.560833:theory:ART:c302129a21,CONFIRMS_PREDICTION,node:doi:10.3389/fpsyg.2020.560833:unknown,theory:art,0.6,explicit_statement,false,The raw data supporting the conclusions of this article will creative studio specializing in interactive environmental design,supports,0.6,,supports,association,argument_from_expert_opinion,ART,,,,,,,results,5,5,The raw data supporting the conclusions of this article will creative studio specializing in interactive environmental design,c302129a21bf1f3b,,,ok,pdf_discourse_scan,pdf_discourse_extracted,pdf_confirmed,no,results,moderate,2026-02-14T14:58:05.698292+00:00,
doi:10.3389/fpsyg.2020.560833,disc:doi:10.3389/fpsyg.2020.560833:theory:ART:f1e73a0e66,theory_link,disc:doi:10.3389/fpsyg.2020.560833:theory:ART:f1e73a0e66,artistic production for composing the musical experience in,0.62,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_discourse_scan,,,,,,,,,,,,,,edge:disc:doi:10.3389/fpsyg.2020.560833:theory:ART:f1e73a0e66,COHERENCE_SUPPORT,node:doi:10.3389/fpsyg.2020.560833:unknown,theory:art,0.4,implicit_connection,false,artistic production for composing the musical experience in,explains,0.4,,cites,association,argument_from_expert_opinion,ART,,,,,,,results,5,5,artistic production for composing the musical experience in,f1e73a0e6607e3a9,,,ok,pdf_discourse_scan,pdf_discourse_extracted,pdf_confirmed,no,results,moderate,2026-02-14T14:58:05.698371+00:00,
doi:10.3389/fpsyg.2020.560833,disc:doi:10.3389/fpsyg.2020.560833:theory:ART:d6f65eca8c,theory_link,disc:doi:10.3389/fpsyg.2020.560833:theory:ART:d6f65eca8c,on human participants in accordance with the local legislation to support this work.,0.62,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_discourse_scan,,,,,,,,,,,,,,edge:disc:doi:10.3389/fpsyg.2020.560833:theory:ART:d6f65eca8c,CONFIRMS_PREDICTION,node:doi:10.3389/fpsyg.2020.560833:unknown,theory:art,0.6,explicit_statement,false,on human participants in accordance with the local legislation to support this work.,supports,0.6,,supports,association,argument_from_expert_opinion,ART,,,,,,,results,5,5,on human participants in accordance with the local legislation to support this work.,d6f65eca8c8bfb0e,,,ok,pdf_discourse_scan,pdf_discourse_extracted,pdf_confirmed,no,results,moderate,2026-02-14T14:58:05.698449+00:00,
doi:10.3389/fpsyg.2020.560833,disc:doi:10.3389/fpsyg.2020.560833:xref:1a9cde2114:10.1037_h0086622,inter_article_relation,disc:doi:10.3389/fpsyg.2020.560833:xref:1a9cde2114:10.1037_h0086622,"Psychotherapy 8, 38–42. doi: 10.1037/h0086622",0.45,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_discourse_scan,,,,,,,,,,,,,,edge:disc:doi:10.3389/fpsyg.2020.560833:xref:1a9cde2114:10.1037_h0086622,ATTRIBUTES_FINDING,node:doi:10.3389/fpsyg.2020.560833:unknown,citation:10.1037_h0086622,0.45,reviewer_interpretation,true,"Psychotherapy 8, 38–42. doi: 10.1037/h0086622",explains,0.35,,mentions,association,argument_from_expert_opinion,,,10.1037/h0086622,10.1037/h0086622,,0.0,unresolved,results,5,5,"Psychotherapy 8, 38–42. doi: 10.1037/h0086622",1a9cde21144a572d,,,needs_citation_resolution,pdf_discourse_scan,pdf_discourse_extracted,pdf_confirmed,no,results,moderate,2026-02-14T14:58:05.742770+00:00,
doi:10.3389/fpsyg.2020.560833,disc:doi:10.3389/fpsyg.2020.560833:xref:bb50dc6372:10.1213_ane,inter_article_relation,disc:doi:10.3389/fpsyg.2020.560833:xref:bb50dc6372:10.1213_ane,"131, 43–54. doi: 10.1213/ANE.0000000000004912 stimulation by Hinoki cypress (Chamaecyparis obtusa) leaf oil.",0.45,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_discourse_scan,,,,,,,,,,,,,,edge:disc:doi:10.3389/fpsyg.2020.560833:xref:bb50dc6372:10.1213_ane,ATTRIBUTES_FINDING,node:doi:10.3389/fpsyg.2020.560833:unknown,citation:10.1213_ane,0.45,reviewer_interpretation,true,"131, 43–54. doi: 10.1213/ANE.0000000000004912 stimulation by Hinoki cypress (Chamaecyparis obtusa) leaf oil.",explains,0.35,,mentions,association,argument_from_expert_opinion,,,10.1213/ANE,10.1213/ANE,,0.0,unresolved,results,5,5,"131, 43–54. doi: 10.1213/ANE.0000000000004912 stimulation by Hinoki cypress (Chamaecyparis obtusa) leaf oil.",bb50dc6372d25cb8,,,needs_citation_resolution,pdf_discourse_scan,pdf_discourse_extracted,pdf_confirmed,no,results,moderate,2026-02-14T14:58:05.751000+00:00,
doi:10.3389/fpsyg.2020.560833,disc:doi:10.3389/fpsyg.2020.560833:xref:915ddb8d6c:10.1016_j,inter_article_relation,disc:doi:10.3389/fpsyg.2020.560833:xref:915ddb8d6c:10.1016_j,"5, 589–598. doi: 10.1016/j.apjtb.2015.05.007 stress levels in urban environments.",0.45,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_discourse_scan,,,,,,,,,,,,,,edge:disc:doi:10.3389/fpsyg.2020.560833:xref:915ddb8d6c:10.1016_j,ATTRIBUTES_FINDING,node:doi:10.3389/fpsyg.2020.560833:unknown,citation:10.1016_j,0.45,reviewer_interpretation,true,"5, 589–598. doi: 10.1016/j.apjtb.2015.05.007 stress levels in urban environments.",explains,0.35,,mentions,association,argument_from_expert_opinion,,,10.1016/j,10.1016/j,,0.0,unresolved,results,5,5,"5, 589–598. doi: 10.1016/j.apjtb.2015.05.007 stress levels in urban environments.",915ddb8d6cd7a6e5,,,needs_citation_resolution,pdf_discourse_scan,pdf_discourse_extracted,pdf_confirmed,no,results,moderate,2026-02-14T14:58:05.758561+00:00,
doi:10.3389/fpsyg.2020.560833,disc:doi:10.3389/fpsyg.2020.560833:xref:7b79aaeac3:10.1016_0272_4944_,inter_article_relation,disc:doi:10.3389/fpsyg.2020.560833:xref:7b79aaeac3:10.1016_0272_4944_,"15, 169–182. doi: 10.1016/0272-4944(95)90001-2",0.45,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_discourse_scan,,,,,,,,,,,,,,edge:disc:doi:10.3389/fpsyg.2020.560833:xref:7b79aaeac3:10.1016_0272_4944_,ATTRIBUTES_FINDING,node:doi:10.3389/fpsyg.2020.560833:unknown,citation:10.1016_0272_4944_95,0.45,reviewer_interpretation,true,"15, 169–182. doi: 10.1016/0272-4944(95)90001-2",explains,0.35,,mentions,association,argument_from_expert_opinion,,,10.1016/0272-4944(95,10.1016/0272-4944(95,,0.0,unresolved,results,5,5,"15, 169–182. doi: 10.1016/0272-4944(95)90001-2",7b79aaeac3f33ad0,,,needs_citation_resolution,pdf_discourse_scan,pdf_discourse_extracted,pdf_confirmed,no,results,moderate,2026-02-14T14:58:05.766161+00:00,
