paper_id,claim_id,claim_type,node_id,statement,ae_confidence,node_type,article_type_family,template_version,environment_variable,outcome_variable,environment_candidates,outcome_candidates,environment_candidate_scores,outcome_candidate_scores,environment_canonical_id,outcome_canonical_id,environment_resolution_confidence,outcome_resolution_confidence,environment_resolution_match_type,outcome_resolution_match_type,translation_status,translation_confidence,translation_warnings,environment_node_id,outcome_node_id,effect_direction,edge_id,edge_type,source_node_id,target_node_id,weight,evidence_basis,needs_verification,justification,relation_type_hint,relation_strength_hint,relation_provenance_hint,argument_relation_type,causal_level,argument_scheme,theory_name,target_paper_id,citation_text,citation_doi,citation_context,citation_match_confidence,citation_match_type,source_section,source_page_start,source_page_end,source_quote,source_quote_hash,source_table_id,source_table_row,quality_flag,source,evidence_level,provenance_tier,requires_pdf_confirmation,source_zone,extraction_difficulty,processed_at,article_type_needs_review
doi:10.18419/opus-9385,doi:10.18419/opus-9385-TBL-C012,finding,doi:10.18419/opus-9385-TBL-C012,: Review on Glazing in Architecture,0.6,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_table_extractor,review glazing architecture,review glazing architecture,['review glazing architecture'],['review glazing architecture'],"['flowing architecture:0.723', 'revelation rate:0.571', 'repeating pattern:0.545', 'visible glazing:0.524']",[],env.ae.curvilinear_forms,UNRESOLVED:outcome:review_glazing_architecture,0.7234,0.0,fuzzy,unresolved,inferred,0.7234,outcome_unresolved,env.ae.curvilinear_forms,out.unresolved.review_glazing_architecture,positive,edge:doi:10.18419/opus-9385-TBL-C012,COHERENCE_SUPPORT,env.ae.curvilinear_forms,out.unresolved.review_glazing_architecture,0.4,explicit_statement,true,: Review on Glazing in Architecture,explains,0.4,argument:default_contextual,table_claim,association,causal_argument,,,,,,,,table,59,59,: Review on Glazing in Architecture,de680bf4bbfaa54f,TBL-20260216235814-008,2,needs_article_type_verification|translation_inferred|outcome_unresolved,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no,table,moderate,2026-02-16T22:58:41.151275+00:00,true
doi:10.18419/opus-9385,doi:10.18419/opus-9385-TBL-C013,finding,doi:10.18419/opus-9385-TBL-C013,: pter IV,0.6,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_table_extractor,pter pter,pter pter,['pter pter'],['pter pter'],"['wallpaper patterned:0.571', 'planters present:0.560', 'potted plants:0.545', 'water feature:0.545', 'temple:0.533']",[],UNRESOLVED:environment:pter_pter,UNRESOLVED:outcome:pter_pter,0.0,0.0,unresolved,unresolved,inferred,0.5714,environment_unresolved|outcome_unresolved,env.unresolved.pter_pter,out.unresolved.pter_pter,positive,edge:doi:10.18419/opus-9385-TBL-C013,COHERENCE_SUPPORT,env.unresolved.pter_pter,out.unresolved.pter_pter,0.4,explicit_statement,true,: pter IV,explains,0.4,argument:default_contextual,table_claim,association,causal_argument,,,,,,,,table,75,75,: pter IV,af3b3bab07fe3533,TBL-20260216235815-010,0,needs_article_type_verification|translation_inferred|environment_unresolved|outcome_unresolved,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no,table,moderate,2026-02-16T22:58:41.201189+00:00,true
doi:10.18419/opus-9385,doi:10.18419/opus-9385-TBL-C014,finding,doi:10.18419/opus-9385-TBL-C014,": PSYCHOLOGICAL VALUES
OF TRANSPARENCY",0.6,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_table_extractor,values,psychological values,['psychological values transparency'],['psychological values transparency'],[],['psychological stress:0.642'],env.ae.cool_color_palette,affect.stress,0.7273,0.8,fuzzy,fuzzy,fuzzy,0.8,,env.ae.cool_color_palette,out.affect.stress,positive,edge:doi:10.18419/opus-9385-TBL-C014,COHERENCE_SUPPORT,env.ae.cool_color_palette,out.affect.stress,0.4,explicit_statement,true,: PSYCHOLOGICAL VALUES OF TRANSPARENCY,explains,0.4,argument:default_contextual,table_claim,association,causal_argument,,,,,,,,table,75,75,: PSYCHOLOGICAL VALUES OF TRANSPARENCY,45accae927285d2c,TBL-20260216235815-010,2,needs_article_type_verification,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no,table,moderate,2026-02-16T22:58:41.385120+00:00,true
doi:10.18419/opus-9385,doi:10.18419/opus-9385-TBL-C015,finding,doi:10.18419/opus-9385-TBL-C015,"Needs: External
View; Benefits: Access to Environmental Information
Access to Sensory Change
Connection to the World Outside
Restoration and Recovery",0.6,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_table_extractor,restoration,needs external view,['restoration'],['needs external view'],"['restoration:1.000', 'cognitive.restoration:0.940', 'saturation:0.762', 'color.saturation:0.667', 'proportion:0.667']",[],cognitive.restoration,out.generic.restoration,1.0,0.42,exact,generic_keyword,inferred,1.0,,env.cognitive.restoration,out.generic.restoration,positive,edge:doi:10.18419/opus-9385-TBL-C015,COHERENCE_SUPPORT,env.cognitive.restoration,out.generic.restoration,0.4,explicit_statement,true,Needs: External View; Benefits: Access to Environmental Information Access to Sensory Change Connection to the World Outside Restoration and Recovery,explains,0.4,argument:default_contextual,table_claim,association,causal_argument,,,,,,,,table,81,81,Needs: External View; Benefits: Access to Environmental Information Access to Sensory Change Connection to the World Outside Restoration and Recovery,306f91ff29f78f37,TBL-20260216235815-011,0,needs_article_type_verification|translation_inferred,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no,table,moderate,2026-02-16T22:58:41.411774+00:00,true
doi:10.18419/opus-9385,doi:10.18419/opus-9385-TBL-C016,finding,doi:10.18419/opus-9385-TBL-C016,"Needs: Natural
Daylighting; Benefits: Eliminates Seasonal Affective Disorders
Enhancing Productivity
Effect on Stress, Depression and Alertness",0.6,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_table_extractor,daylighting,productivity,['daylighting'],"['productivity', 'affective', 'alertness', 'stress']","['daylighting:1.000', 'env.ae.daylighting:0.940', 'dim lighting:0.783', 'daylight-lit:0.783', 'warm lighting:0.750']",['productivity:1.000'],env.ae.daylighting,behav.productivity,1.0,1.0,exact,exact,exact,1.0,,env.ae.daylighting,out.behav.productivity,positive,edge:doi:10.18419/opus-9385-TBL-C016,COHERENCE_SUPPORT,env.ae.daylighting,out.behav.productivity,0.4,explicit_statement,true,"Needs: Natural Daylighting; Benefits: Eliminates Seasonal Affective Disorders Enhancing Productivity Effect on Stress, Depression and Alertness",explains,0.4,argument:default_contextual,table_claim,association,causal_argument,,,,,,,,table,81,81,"Needs: Natural Daylighting; Benefits: Eliminates Seasonal Affective Disorders Enhancing Productivity Effect on Stress, Depression and Alertness",4dba42f00f58a8e6,TBL-20260216235815-011,2,needs_article_type_verification,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no,table,moderate,2026-02-16T22:58:41.433525+00:00,true
doi:10.18419/opus-9385,doi:10.18419/opus-9385-TBL-C017,finding,doi:10.18419/opus-9385-TBL-C017,"Needs: Perception of
Glazed
Building
Facades; Benefits: Impact of Modern Architecture
Aesthetics of Glazed Buildings
Architecture Expressing Power and Money",0.6,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_table_extractor,modern,needs perception glazed,['modern'],['needs perception glazed'],"['modern:1.000', 'mid century modern:0.940', 'style.modern:0.940', 'modernity:0.800', 'worn:0.600']",[],style.modern,UNRESOLVED:outcome:needs_perception_glazed,1.0,0.0,exact,unresolved,inferred,1.0,outcome_unresolved,env.style.modern,out.unresolved.needs_perception_glazed,positive,edge:doi:10.18419/opus-9385-TBL-C017,COHERENCE_SUPPORT,env.style.modern,out.unresolved.needs_perception_glazed,0.4,explicit_statement,true,Needs: Perception of Glazed Building Facades; Benefits: Impact of Modern Architecture Aesthetics of Glazed Buildings Architecture Expressing Power and Money,explains,0.4,argument:default_contextual,table_claim,association,causal_argument,,,,,,,,table,81,81,Needs: Perception of Glazed Building Facades; Benefits: Impact of Modern Architecture Aesthetics of Glazed Buildings Architecture Expressing Power and Money,b9b20da4192bdf51,TBL-20260216235815-011,4,needs_article_type_verification|translation_inferred|outcome_unresolved,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no,table,moderate,2026-02-16T22:58:41.455218+00:00,true
doi:10.18419/opus-9385,doi:10.18419/opus-9385-TBL-C018,finding,doi:10.18419/opus-9385-TBL-C018,Connection to the World Outside: Restoration and Recovery,0.6,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_table_extractor,restoration,connection world outside,['restoration'],['connection world outside'],"['restoration:1.000', 'cognitive.restoration:0.940', 'saturation:0.762', 'color.saturation:0.667', 'proportion:0.667']",[],cognitive.restoration,out.generic.restoration,1.0,0.42,exact,generic_keyword,inferred,1.0,,env.cognitive.restoration,out.generic.restoration,positive,edge:doi:10.18419/opus-9385-TBL-C018,COHERENCE_SUPPORT,env.cognitive.restoration,out.generic.restoration,0.4,explicit_statement,true,Connection to the World Outside: Restoration and Recovery,explains,0.4,argument:default_contextual,table_claim,association,causal_argument,,,,,,,,table,81,81,Connection to the World Outside: Restoration and Recovery,fcd336667e96fff6,TBL-20260216235815-012,0,needs_article_type_verification|translation_inferred,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no,table,moderate,2026-02-16T22:58:41.482022+00:00,true
doi:10.18419/opus-9385,doi:10.18419/opus-9385-TBL-C019,finding,doi:10.18419/opus-9385-TBL-C019,"Enhancing Productivity: Effect on Stress, Depression and Alertness",0.6,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_table_extractor,enhancing productivity stress,productivity,['enhancing productivity stress'],"['productivity', 'alertness', 'stress']",['seating provided:0.533'],['productivity:1.000'],UNRESOLVED:environment:enhancing_productivity_stress,behav.productivity,0.0,1.0,unresolved,exact,inferred,1.0,environment_unresolved,env.unresolved.enhancing_productivity_stress,out.behav.productivity,positive,edge:doi:10.18419/opus-9385-TBL-C019,COHERENCE_SUPPORT,env.unresolved.enhancing_productivity_stress,out.behav.productivity,0.4,explicit_statement,true,"Enhancing Productivity: Effect on Stress, Depression and Alertness",explains,0.4,argument:default_contextual,table_claim,association,causal_argument,,,,,,,,table,81,81,"Enhancing Productivity: Effect on Stress, Depression and Alertness",73bd349feeda7610,TBL-20260216235815-013,0,needs_article_type_verification|translation_inferred|environment_unresolved,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no,table,moderate,2026-02-16T22:58:41.676337+00:00,true
doi:10.18419/opus-9385,doi:10.18419/opus-9385-TBL-C020,finding,doi:10.18419/opus-9385-TBL-C020,Impact of Modern Architecture: Aesthetics of Glazed Buildings,0.6,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_table_extractor,modern,modern architecture aesthetics,['modern'],['modern architecture aesthetics'],"['modern:1.000', 'mid century modern:0.940', 'style.modern:0.940', 'modernity:0.800', 'worn:0.600']",[],style.modern,UNRESOLVED:outcome:modern_architecture_aesthetics,1.0,0.0,exact,unresolved,inferred,1.0,outcome_unresolved,env.style.modern,out.unresolved.modern_architecture_aesthetics,positive,edge:doi:10.18419/opus-9385-TBL-C020,COHERENCE_SUPPORT,env.style.modern,out.unresolved.modern_architecture_aesthetics,0.4,explicit_statement,true,Impact of Modern Architecture: Aesthetics of Glazed Buildings,explains,0.4,argument:default_contextual,table_claim,association,causal_argument,,,,,,,,table,81,81,Impact of Modern Architecture: Aesthetics of Glazed Buildings,b3e986f44aac9bf3,TBL-20260216235815-014,0,needs_article_type_verification|translation_inferred|outcome_unresolved,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no,table,moderate,2026-02-16T22:58:41.698613+00:00,true
doi:10.18419/opus-9385,doi:10.18419/opus-9385-TBL-C021,finding,doi:10.18419/opus-9385-TBL-C021,Factor: For psychological comfort; Daylight Better: 88; Electric Light better: 3; No Difference: 3; No opinion: 6,0.6,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_table_extractor,factor psychological comfort,psychological,['factor psychological comfort'],['factor psychological comfort'],[],['psychological stress:0.625'],env.generic.daylight,affect.stress,0.42,0.7879,generic_keyword,fuzzy,inferred,0.7879,,env.generic.daylight,out.affect.stress,positive,edge:doi:10.18419/opus-9385-TBL-C021,COHERENCE_SUPPORT,env.generic.daylight,out.affect.stress,0.4,explicit_statement,true,Factor: For psychological comfort; Daylight Better: 88; Electric Light better: 3; No Difference: 3; No opinion: 6,explains,0.4,argument:default_contextual,table_claim,association,causal_argument,,,,,,,,table,89,89,Factor: For psychological comfort; Daylight Better: 88; Electric Light better: 3; No Difference: 3; No opinion: 6,e816ee1a1a2bfc94,TBL-20260216235816-015,0,needs_article_type_verification|translation_inferred,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no,table,moderate,2026-02-16T22:58:41.885217+00:00,true
doi:10.18419/opus-9385,doi:10.18419/opus-9385-TBL-C022,finding,doi:10.18419/opus-9385-TBL-C022,Factor: For office appearance and,0.6,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_table_extractor,factor office appearance,factor office appearance,['factor office appearance'],['factor office appearance'],['flat material appearance:0.667'],[],UNRESOLVED:environment:factor_office_appearance,UNRESOLVED:outcome:factor_office_appearance,0.0,0.0,unresolved,unresolved,inferred,0.6667,environment_unresolved|outcome_unresolved,env.unresolved.factor_office_appearance,out.unresolved.factor_office_appearance,positive,edge:doi:10.18419/opus-9385-TBL-C022,COHERENCE_SUPPORT,env.unresolved.factor_office_appearance,out.unresolved.factor_office_appearance,0.4,explicit_statement,true,Factor: For office appearance and,explains,0.4,argument:default_contextual,table_claim,association,causal_argument,,,,,,,,table,89,89,Factor: For office appearance and,0a863f9fcacd0ad4,TBL-20260216235816-015,1,needs_article_type_verification|translation_inferred|environment_unresolved|outcome_unresolved,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no,table,moderate,2026-02-16T22:58:42.059641+00:00,true
doi:10.18419/opus-9385,doi:10.18419/opus-9385-TBL-C023,finding,doi:10.18419/opus-9385-TBL-C023,Factor: pleasantness,0.6,EMPIRICAL_FINDING,unknown,unknown_with_reason:runtime_table_extractor,pleasantness factor,factor pleasantness factor,['factor pleasantness factor'],['factor pleasantness factor'],"['pleasantness rating:0.667', 'smell.pleasantness_rating:0.549', 'naturalness of materials:0.520']",[],smell.pleasantness_rating,UNRESOLVED:outcome:factor_pleasantness_factor,0.7895,0.0,fuzzy,unresolved,inferred,0.7895,outcome_unresolved,env.smell.pleasantness_rating,out.unresolved.factor_pleasantness_factor,positive,edge:doi:10.18419/opus-9385-TBL-C023,COHERENCE_SUPPORT,env.smell.pleasantness_rating,out.unresolved.factor_pleasantness_factor,0.4,explicit_statement,true,Factor: pleasantness,explains,0.4,argument:default_contextual,table_claim,association,causal_argument,,,,,,,,table,89,89,Factor: pleasantness,26a71c3fccce8628,TBL-20260216235816-015,2,needs_article_type_verification|translation_inferred|outcome_unresolved,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no,table,moderate,2026-02-16T22:58:42.200990+00:00,true
