paper_id,doi,title,year,venue,status,article_type_family,article_type_predicted_family,article_type_confidence,article_type_runner_up,article_type_margin,article_type_signals,article_type_diagnostics,type_review_flags,processed_at
doi:10.1007/s00226-021-01320-7,10.1007/s00226-021-01320-7,Effect of the degree of wood use on the visual psychological response of wooden indoor spaces,2021,,completed_pdf_extracted,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-16T18:57:31.357411+00:00
doi:10.1007/s00265-018-2602-7,10.1007/s00265-018-2602-7,The role of habitat configuration in shaping social structure: a gap in studies of animal social complexity,2019,Behavioral Ecology and Sociobiology,completed_pdf_extracted,unknown,empirical_v2,0.2182,observational_field,0.2000,default_empirical_from_structural_core,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-16T18:57:31.357411+00:00
doi:10.1007/s00426-018-1015-6,10.1007/s00426-018-1015-6,Putting emotions in routes: the influence of emotionally laden landmarks on spatial memory,2019,,completed_pdf_extracted,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-16T18:57:31.357411+00:00
doi:10.1007/s10936-023-09967-y,10.1007/s10936-023-09967-y,The Role of Sound on Spirituality in Religious Environments and Islamic Architecture by Using EEG,2023,,completed_pdf_extracted,unknown,case_study,0.3636,narrative_review,0.0000,title_pattern:case\s+study,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-16T18:58:53.228652+00:00
doi:10.1007/s11229-019-02131-x,10.1007/s11229-019-02131-x,The material reasoning of folding paper,2021,,completed_pdf_extracted,unknown,empirical_v2,0.2182,observational_field,0.2000,default_empirical_from_structural_core,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-16T18:58:53.228652+00:00
doi:10.1007/s11406-017-9841-0,10.1007/s11406-017-9841-0,Moods in Layers,2017,,completed_pdf_extracted,unknown,unknown,0.0000,theoretical,0.0000,,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-16T18:58:53.228652+00:00
doi:10.1007/s11676-023-01683-6,10.1007/s11676-023-01683-6,Physiological and psychological responses to tended plant communities with varying color characteristics,2024,,completed_pdf_extracted,unknown,unknown,0.0000,theoretical,0.0000,,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-16T18:58:53.228652+00:00
doi:10.1007/s13762-023-04869-x,10.1007/s13762-023-04869-x,Ventilation and noise in a cognitive day care centre: environmental quality analysis and design optimization study,2023,International Journal of Environmental Science and Technology,completed_pdf_extracted,unknown,thought_piece,0.4545,empirical_v2,0.5000,title_pattern:perspective,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-16T18:59:25.203870+00:00
doi:10.1016/0010-0285(87)90008-9,10.1016/0010-0285(87)90008-9,Hand movements: A window into haptic object recognition,1987,,completed_pdf_extracted,unknown,unknown,0.0000,theoretical,0.0000,,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-16T18:59:25.203870+00:00
doi:10.1016/0272-4944(95)90013-6,10.1016/0272-4944(95)90013-6,Effects of indoor lighting on mood and cognition,1995,,completed_pdf_extracted,unknown,unknown,0.0000,theoretical,0.0000,,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-16T18:59:25.203870+00:00
doi:10.1016/b978-0-444-53817-8.00007-4,10.1016/b978-0-444-53817-8.00007-4,Chapter 7 - Can light make us bright? Effects of light on cognition and sleep,2011,,completed_pdf_extracted,unknown,empirical_v2,0.2182,observational_field,0.2000,default_empirical_from_structural_core,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-16T19:00:44.443783+00:00
doi:10.1016/j.buildenv.2018.04.029,10.1016/j.buildenv.2018.04.029,The effects of indoor plants and artificial windows in an underground environment,2018,,completed_pdf_extracted,unknown,unknown,0.0000,theoretical,0.0000,,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-16T19:00:44.443783+00:00
doi:10.1016/j.compfluid.2019.06.031,10.1016/j.compfluid.2019.06.031,Fifth order finite volume WENO in general orthogonally-curvilinear coordinates,2019,,completed_pdf_extracted,unknown,unknown,0.0000,theoretical,0.0000,,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-16T19:00:44.443783+00:00
doi:10.1016/j.erss.2016.02.008,10.1016/j.erss.2016.02.008,Saving energy with light? Experimental studies assessing the impact of colour temperature on thermal comfort,2016,,completed_pdf_extracted,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-16T19:02:17.635604+00:00
doi:10.1016/j.landurbplan.2012.12.013,10.1016/j.landurbplan.2012.12.013,Associations between park characteristics and perceived restorativeness of small public urban green spaces,2013,,completed_pdf_extracted,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-16T19:02:17.635604+00:00
doi:10.1016/j.neuropsychologia.2014.08.030,10.1016/j.neuropsychologia.2014.08.030,Full body action remapping of peripersonal space: The case of walking,2015,,completed_pdf_extracted,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-16T19:02:17.635604+00:00
doi:10.1016/j.smrv.2007.07.009,10.1016/j.smrv.2007.07.009,Alerting effects of light,2007,,completed_pdf_extracted,unknown,unknown,0.0000,theoretical,0.0000,,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-16T19:03:26.106982+00:00
doi:10.1016/j.tics.2010.06.008,10.1016/j.tics.2010.06.008,The multifaceted interplay between attention and multisensory integration,2010,,completed_pdf_extracted,unknown,narrative_review,0.4545,empirical_v2,0.5000,title_pattern:(?<!systematic\s)review(?!\s+of\s+the\s+literature),downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-16T19:03:26.106982+00:00
doi:10.1037/0033-295x.113.2.358,10.1037/0033-295x.113.2.358,The dynamics of perception and action.,2006,,completed_pdf_extracted,unknown,theoretical,0.4545,narrative_review,1.0000,theory_hits:theoretical framework,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-16T19:03:26.106982+00:00
doi:10.1037/aca0000359,10.1037/aca0000359,Visual preference for abstract curvature and for interior spaces: Beyond undergraduate student samples.,2022,,completed_pdf_extracted,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-16T19:03:26.106982+00:00
doi:10.1038/s41562-019-0718-z,10.1038/s41562-019-0718-z,Age-related preference for geometric spatial cues during real-world navigation,2020,,completed_pdf_extracted,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-16T19:03:47.440751+00:00
doi:10.1068/b2725,10.1068/b2725,Exploring Isovist Fields: Space and Shape in Architectural and Urban Morphology,2001,,completed_pdf_extracted,unknown,conceptual_framework,0.4545,empirical_v2,0.5000,title_pattern:classification\s+of,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-16T19:03:47.440751+00:00
doi:10.1068/b33050,10.1068/b33050,From Space Syntax to Space Semantics: A Behaviorally and Perceptually Oriented Methodology for the Efficient Description of the Geometry and Topology of Environments,2008,,completed_pdf_extracted,unknown,empirical_v2,0.2182,observational_field,0.2000,default_empirical_from_structural_core,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-16T19:03:47.440751+00:00
doi:10.1068/p5292,10.1068/p5292,Optic-Flow-Based Perception of Two-Dimensional Trajectories and the Effects of a Single Landmark,2005,,completed_pdf_extracted,unknown,unknown,0.0000,theoretical,0.0000,,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-16T19:04:44.871203+00:00
doi:10.1068/p5921,10.1068/p5921,Movement and the Rubber Hand Illusion,2009,,completed_pdf_extracted,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-16T19:04:44.871203+00:00
doi:10.1073/pnas.1418490112,10.1073/pnas.1418490112,"Evening use of light-emitting eReaders negatively affects sleep, circadian timing, and next-morning alertness",2015,,completed_pdf_extracted,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-16T19:04:44.871203+00:00
doi:10.1073/pnas.2112318119,10.1073/pnas.2112318119,Multiple representations of the body schema for the same body part,2022,,completed_pdf_extracted,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-16T19:04:44.871203+00:00
doi:10.1080/01944363.2018.1526644,10.1080/01944363.2018.1526644,New Directions in Cognitive-Environmental Research: Applications to Urban Planning and Design,2018,,completed_pdf_extracted,unknown,narrative_review,0.4545,empirical_v2,0.5000,title_pattern:(?<!systematic\s)review(?!\s+of\s+the\s+literature),downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-16T19:05:24.731235+00:00
doi:10.1080/13602365.2024.2331505,10.1080/13602365.2024.2331505,Impact of biophilic design parameters on university students’ place attachment and quality of campus life,2024,,completed_pdf_extracted,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-16T19:05:24.731235+00:00
doi:10.1080/17508975.2020.1732859,10.1080/17508975.2020.1732859,"Biophilic design and office planting: a case study of effects on perceived health, well-being and performance metrics in the workplace",2020,Intelligent Buildings International,completed_pdf_extracted,unknown,case_study,0.4545,empirical_v2,0.5000,title_pattern:case\s+study,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-16T19:05:24.731235+00:00
doi:10.1080/23744731.2022.2049639,10.1080/23744731.2022.2049639,Physiological and psychological responses and cognitive performance with a window view,2022,,completed_pdf_extracted,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-16T19:05:24.731235+00:00
doi:10.1093/cercor/bhr310,10.1093/cercor/bhr310,Attention Reverses the Effect of Prediction in Silencing Sensory Signals,2012,,completed_pdf_extracted,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-16T19:08:10.083869+00:00
doi:10.1111/cogs.12518,10.1111/cogs.12518,"Recombinant Enaction: Manipulatives Generate New Procedures in the Imagination, by Extending and Recombining Action Spaces",2018,,completed_pdf_extracted,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-16T19:08:10.083869+00:00
doi:10.1111/j.1559-1816.1971.tb00350.x,10.1111/j.1559-1816.1971.tb00350.x,The Effect of Crowding on Human Task Performance<sup>1</sup>,1971,Journal of Applied Social Psychology,completed_pdf_extracted,unknown,empirical_v2,0.2182,observational_field,0.2000,default_empirical_from_structural_core,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-16T19:08:31.789475+00:00
doi:10.1111/j.1939-1668.2004.tb00398.x,10.1111/j.1939-1668.2004.tb00398.x,A Cross–Cultural Comparison of Preference for Visual Attributes in Interior Environments: America and China,2004,,completed_pdf_extracted,unknown,empirical_v2,0.4727,theoretical,1.1000,section:results,theory_mentions_deweighted_due_to_empirical_core|downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-16T19:08:31.789475+00:00
doi:10.1121/1.1490363,10.1121/1.1490363,"Rating, ranking, and understanding acoustical quality in university classrooms",2002,,completed_pdf_extracted,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-16T19:08:31.789475+00:00
doi:10.1121/1.1918154,10.1121/1.1918154,Speech Privacy in Buildings,1962,,completed_pdf_extracted,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-16T19:09:09.880037+00:00
doi:10.1121/1.2839283,10.1121/1.2839283,Evaluation of acoustical conditions for speech communication in working elementary school classrooms,2008,,completed_pdf_extracted,unknown,empirical_v2,0.2182,observational_field,0.2000,default_empirical_from_structural_core,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-16T19:09:09.880037+00:00
doi:10.1145/3676488,10.1145/3676488,An Examination of Ultrasound Mid-air Haptics for Enhanced Material and Temperature Perception in Virtual Environments,2024,,completed_pdf_extracted,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-16T19:09:09.880037+00:00
doi:10.1146/annurev-neuro-072116-031215,10.1146/annurev-neuro-072116-031215,How Movement Modulates Hearing,2018,,completed_pdf_extracted,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-16T19:09:09.880037+00:00
doi:10.1146/annurev.psych.47.1.273,10.1146/annurev.psych.47.1.273,EXPERT AND EXCEPTIONAL PERFORMANCE: Evidence of Maximal Adaptation to Task Constraints,1996,,completed_pdf_extracted,unknown,unknown,0.0000,theoretical,0.0000,,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-16T19:09:49.074883+00:00
doi:10.1167/10.9.6,10.1167/10.9.6,Highlight–shading relationship as a cue for the perception of translucent and transparent materials,2010,,completed_pdf_extracted,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-16T19:09:49.074883+00:00
doi:10.1177/0013916502238868,10.1177/0013916502238868,Just Down The Road A Piece: The Development of Topological Knowledge of Building Layouts,2003,,completed_pdf_extracted,unknown,empirical_v2,0.2182,observational_field,0.2000,default_empirical_from_structural_core,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-16T19:09:49.074883+00:00
doi:10.1177/1477153509104765,10.1177/1477153509104765,A rules of thumb-based design sequence for diffuse daylight,2010,,completed_pdf_extracted,unknown,empirical_v2,0.2182,observational_field,0.2000,default_empirical_from_structural_core,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-16T19:10:30.974673+00:00
doi:10.1177/1477153517750714,10.1177/1477153517750714,Perceived well-being and light-reactive hormones: An exploratory study,2019,,completed_pdf_extracted,unknown,empirical_v2,0.2182,observational_field,0.2000,default_empirical_from_structural_core,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-16T19:10:30.974673+00:00
doi:10.1177/2158244012445585,10.1177/2158244012445585,Illuminating the Effects of Dynamic Lighting on Student Learning,2012,,completed_pdf_extracted,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-16T19:11:14.024480+00:00
doi:10.1371/journal.pone.0243259,10.1371/journal.pone.0243259,"Abrupt light transitions in illuminance and correlated colour temperature result in different temporal dynamics and interindividual variability for sensation, comfort and alertness",2021,,completed_pdf_extracted,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-16T19:11:14.024480+00:00
doi:10.1371/journal.pone.0265412,10.1371/journal.pone.0265412,Aesthetic judgment of architecture for Chinese observers,2022,,completed_pdf_extracted,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-16T19:11:14.024480+00:00
doi:10.1371/journal.pone.0307934,10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,2024,PLoS ONE,completed_pdf_extracted,unknown,empirical_v2,0.2182,observational_field,0.2000,default_empirical_from_structural_core,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-16T19:13:32.264775+00:00
doi:10.14288/1.0071305,10.14288/1.0071305,Wood in the human environment : restorative properties of wood in the built indoor environment,2010,,completed_pdf_extracted,unknown,unknown,0.0000,theoretical,0.0000,,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-16T19:13:32.264775+00:00
doi:10.1613/jair.301,10.1613/jair.301,Reinforcement Learning: A Survey,1996,Journal of Artificial Intelligence Research,completed_pdf_extracted,unknown,thought_piece,0.4000,empirical_v2,0.2000,title_pattern:perspective,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-16T19:13:32.264775+00:00
doi:10.17179/excli2021-3974,10.17179/excli2021-3974,Effect of warm/cool white lights on visual perception and mood in warm/cool color environments,2021,,completed_pdf_extracted,unknown,empirical_v2,0.2182,observational_field,0.2000,default_empirical_from_structural_core,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-16T19:16:27.542506+00:00
doi:10.17863/cam.41365,10.17863/cam.41365,Tranquillity by design - Architectural and landscape interventions to improve the soundscape quality in urban areas exposed to aircraft noise,2019,,completed_pdf_extracted,unknown,observational_field,0.3636,thought_piece,0.0000,title_pattern:in[-\s]?situ,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-16T19:16:27.542506+00:00
doi:10.18419/opus-9385,10.18419/opus-9385,"Simultaneous optimization of office building facades in terms of both energy consumption and transparency in hot arid climates, analysed on the example of Cairo",2017,,completed_pdf_extracted,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-16T19:16:27.542506+00:00
doi:10.24382/5191,10.24382/5191,"Integrating Natural Light for Wellbeing, Performance, and Quality Care Delivery in Healthcare Environments",2024,,completed_pdf_extracted,unknown,mixed_methods,0.4545,empirical_v2,0.5000,title_pattern:mixed[-\s]?method,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-16T19:18:58.395656+00:00
doi:10.25916/sut.26402764.v1,10.25916/sut.26402764.v1,The impact of nonvisual effects of daylight on building occupants: Implications on lighting standards and human centric lighting design,2024,,completed_pdf_extracted,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-16T19:18:58.395656+00:00
doi:10.26204/kluedo/7316,10.26204/kluedo/7316,Exploring effects of lighting in physical and virtual spaces,2023,,completed_pdf_extracted,unknown,narrative_review,0.3636,thought_piece,0.0000,title_pattern:(?<!systematic\s)review(?!\s+of\s+the\s+literature),downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-16T19:18:58.395656+00:00
doi:10.3389/fbuil.2024.1431780,10.3389/fbuil.2024.1431780,Exploring building materials: human skin as a sensory reference in the absence of visual cues,2024,,completed_pdf_extracted,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-16T19:18:58.395656+00:00
doi:10.3389/fnbeh.2021.735387,10.3389/fnbeh.2021.735387,"Measuring Behavior in the Home Cage: Study Design, Applications, Challenges, and Perspectives",2021,,completed_pdf_extracted,unknown,narrative_review,0.4909,thought_piece,0.2000,title_pattern:(?<!systematic\s)review(?!\s+of\s+the\s+literature),downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-16T19:19:45.987813+00:00
doi:10.3389/fnhum.2021.771711,10.3389/fnhum.2021.771711,The Effects of Working Memory Load on Auditory Distraction in Adults With Attention Deficit Hyperactivity Disorder,2021,,completed_pdf_extracted,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-16T19:19:45.987813+00:00
doi:10.3389/fpsyg.2015.00637,10.3389/fpsyg.2015.00637,Ecological validity of virtual environments to assess human navigation ability,2015,,completed_pdf_extracted,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-16T19:19:45.987813+00:00
doi:10.3390/app11093942,10.3390/app11093942,Indoor Acoustic Requirements for Autism-Friendly Spaces,2021,,completed_pdf_extracted,unknown,unknown,0.0000,theoretical,0.0000,,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-16T19:21:04.961584+00:00
doi:10.3390/app13052950,10.3390/app13052950,Improved Stress Classification Using Automatic Feature Selection from Heart Rate and Respiratory Rate Time Signals,2023,,completed_pdf_extracted,unknown,empirical_v2,0.2909,observational_field,0.4000,empirical_quant_combo:regression,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-16T19:21:04.961584+00:00
doi:10.3390/buildings14041115,10.3390/buildings14041115,"Impacts of Static Lighting in Confined Spaces on the Circadian Parameters, Alertness, Performance and Well-Being",2024,,completed_pdf_extracted,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-16T19:21:04.961584+00:00
doi:10.3390/buildings14103293,10.3390/buildings14103293,Enhancing Cognitive Performance and Physiological Benefit in Workspaces Through Patterns of Biophilic Design: A Restorative Approach,2024,Buildings,completed_pdf_extracted,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-16T19:22:13.097818+00:00
doi:10.3390/gels4020043,10.3390/gels4020043,Advanced Recycled Polyethylene Terephthalate Aerogels from Plastic Waste for Acoustic and Thermal Insulation Applications,2018,,completed_pdf_extracted,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-16T19:22:13.097818+00:00
doi:10.3390/ijerph10041439,10.3390/ijerph10041439,How Pleasant Sounds Promote and Annoying Sounds Impede Health: A Cognitive Approach,2013,International Journal of Environmental Research and Public Health,completed_pdf_extracted,unknown,unknown,0.0000,theoretical,0.0000,,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-16T19:22:40.380669+00:00
doi:10.3390/ijerph110202108,10.3390/ijerph110202108,"Effects of Age, Season, Gender and Urban-Rural Status on Time-Activity: Canadian Human Activity Pattern Survey 2 (CHAPS 2)",2014,,completed_pdf_extracted,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-16T19:22:40.380669+00:00
doi:10.3390/ijerph182312510,10.3390/ijerph182312510,The Living Space: Psychological Well-Being and Mental Health in Response to Interiors Presented in Virtual Reality,2021,,completed_pdf_extracted,unknown,empirical_v2,0.2182,observational_field,0.2000,default_empirical_from_structural_core,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-16T19:22:40.380669+00:00
doi:10.3390/su12051830,10.3390/su12051830,Examining the Quasi-Public Spaces in Commercial Complexes,2020,,completed_pdf_extracted,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-16T19:23:11.273333+00:00
doi:10.3390/su12104263,10.3390/su12104263,Towards a Sustainable Indoor Lighting Design: Effects of Artificial Light on the Emotional State of Adolescents in the Classroom,2020,,completed_pdf_extracted,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-16T19:23:11.273333+00:00
doi:10.3390/su14137885,10.3390/su14137885,Sensory Perception Mechanism for Preparing the Combinations of Stimuli Operation in the Architectural Experience,2022,,completed_pdf_extracted,unknown,empirical_v2,0.2182,observational_field,0.2000,default_empirical_from_structural_core,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-16T19:23:37.369864+00:00
doi:10.3390/su152216104,10.3390/su152216104,Examining the Impact of Crowding Perception on the Generation of Negative Emotions among Users of Small Urban Micro Public Spaces,2023,,completed_pdf_extracted,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-16T19:23:37.369864+00:00
