paper_id,source_table_id,table_status,rows_total,verified_strong,verified_weak,suspect_rule,suspect_table,low_info_source_rows,env_resolved_rows,out_resolved_rows,effect_known_rows,auto_reconstructed_rows,auto_denoised_rows,top_reasons
doi:10.1006/jevp.1999.0169,TBL-20260216225851-007,inadequate_table_remake,1,0,0,0,1,1,1,0,0,0,0,"source_row_low_information:1,low_statement_source_overlap:1,outcome_unresolved:1,effect_unknown:1,translation_status:untranslatable_noise:1"
doi:10.1007/11853565_19,TBL-20260216225911-002,inadequate_table_remake,1,0,0,0,1,1,1,1,0,0,0,"source_row_low_information:1,low_statement_source_overlap:1,effect_unknown:1,translation_status:untranslatable_noise:1"
doi:10.1007/3-540-48384-5_25,TBL-20260216225938-002,inadequate_table_remake,14,0,0,1,13,13,14,14,0,0,0,"low_statement_source_overlap:14,effect_unknown:14,translation_status:untranslatable_noise:14,source_row_low_information:13"
doi:10.1007/3-540-48384-5_25,TBL-20260216225938-003,inadequate_table_remake,22,0,0,1,21,21,22,22,0,0,0,"low_statement_source_overlap:22,effect_unknown:22,translation_status:untranslatable_noise:22,source_row_low_information:21"
doi:10.1007/978-3-031-41148-9_12,TBL-20260216195251-001,inadequate_table_remake,4,0,4,0,0,4,4,4,4,0,0,"source_row_low_information:4,low_statement_source_overlap:4,translation_status:noncausal:4"
doi:10.1007/978-3-031-64699-7_9,TBL-20260216230012-001,inadequate_table_remake,5,0,0,0,5,5,5,5,0,0,0,"source_row_low_information:5,low_statement_source_overlap:5,effect_unknown:5,translation_status:untranslatable_noise:5"
doi:10.1007/978-3-319-45430-6,TBL-20260216230021-001,inadequate_table_remake,17,1,16,0,0,16,17,17,17,0,0,"translation_status:inferred:17,source_row_low_information:16,statement_low_information:16"
doi:10.1007/978-3-319-45430-6,TBL-20260216230024-006,inadequate_table_remake,9,0,9,0,0,9,9,9,9,0,0,"source_row_low_information:9,statement_low_information:9,translation_status:inferred:8,translation_status:fuzzy:1"
doi:10.1007/978-3-319-45430-6,TBL-20260216230029-012,inadequate_table_remake,2,1,0,0,1,1,2,2,1,0,0,"translation_status:inferred:1,source_row_low_information:1,low_statement_source_overlap:1,effect_unknown:1,translation_status:untranslatable_noise:1"
doi:10.1007/978-981-99-4638-9_27-1,TBL-20260216195654-001,inadequate_table_remake,10,4,6,0,0,6,10,10,10,0,0,"translation_status:inferred:10,source_row_low_information:6,statement_low_information:6"
doi:10.1007/s00226-021-01320-7,TBL-20260216230153-003,inadequate_table_remake,5,0,0,2,3,3,5,5,0,0,0,"low_statement_source_overlap:5,effect_unknown:5,translation_status:untranslatable_noise:5,source_row_low_information:3"
doi:10.1007/s00226-021-01320-7,TBL-20260216230153-008,inadequate_table_remake,9,0,0,0,9,9,9,6,0,0,0,"source_row_low_information:9,low_statement_source_overlap:9,effect_unknown:9,translation_status:untranslatable_noise:9,outcome_unresolved:3"
doi:10.1007/s00226-021-01320-7,TBL-20260216230153-016,inadequate_table_remake,10,0,0,7,3,3,10,9,0,0,0,"low_statement_source_overlap:10,effect_unknown:10,translation_status:untranslatable_noise:10,source_row_low_information:3,outcome_unresolved:1"
doi:10.1007/s00226-021-01320-7,TBL-20260216230153-023,inadequate_table_remake,14,0,0,9,5,5,14,14,0,0,0,"low_statement_source_overlap:14,effect_unknown:14,translation_status:untranslatable_noise:14,source_row_low_information:5"
doi:10.1007/s00265-018-2602-7,TBL-20260216230205-006,inadequate_table_remake,5,1,4,0,0,4,5,5,5,0,0,"source_row_low_information:4,statement_low_information:4,translation_status:inferred:4,translation_status:fuzzy:1"
doi:10.1007/s00426-018-1015-6,TBL-20260216195715-003,inadequate_table_remake,4,1,3,0,0,3,4,4,4,0,0,"translation_status:inferred:4,source_row_low_information:3,statement_low_information:3"
doi:10.1007/s10936-023-09967-y,TBL-20260216230229-001,inadequate_table_remake,2,0,0,0,2,2,2,0,0,0,0,"source_row_low_information:2,low_statement_source_overlap:2,outcome_unresolved:2,effect_unknown:2,translation_status:untranslatable_noise:2"
doi:10.1007/s11406-017-9841-0,TBL-20260216230318-015,inadequate_table_remake,2,1,0,0,1,1,2,2,1,0,0,"translation_status:fuzzy:1,source_row_low_information:1,low_statement_source_overlap:1,effect_unknown:1,translation_status:untranslatable_noise:1"
doi:10.1007/s11676-023-01683-6,TBL-20260216230315-006,inadequate_table_remake,24,0,0,17,7,7,24,24,0,0,0,"low_statement_source_overlap:24,effect_unknown:24,translation_status:untranslatable_noise:24,source_row_low_information:7"
doi:10.1007/s11676-023-01683-6,TBL-20260216230315-007,inadequate_table_remake,5,0,0,2,3,3,5,5,0,0,0,"low_statement_source_overlap:5,effect_unknown:5,translation_status:untranslatable_noise:5,source_row_low_information:3"
doi:10.1007/s11676-023-01683-6,TBL-20260216230315-009,inadequate_table_remake,25,0,0,12,13,13,25,25,0,0,0,"low_statement_source_overlap:25,effect_unknown:25,translation_status:untranslatable_noise:25,source_row_low_information:13"
doi:10.1007/s13762-023-04869-x,TBL-20260216230346-001,inadequate_table_remake,2,0,0,1,1,1,2,1,0,0,0,"low_statement_source_overlap:2,effect_unknown:2,translation_status:untranslatable_noise:2,source_row_low_information:1,outcome_unresolved:1"
doi:10.1016/0010-0285(87)90008-9,TBL-20260216230455-004,inadequate_table_remake,25,0,0,7,18,18,25,25,0,0,0,"low_statement_source_overlap:25,effect_unknown:25,translation_status:untranslatable_noise:25,source_row_low_information:18"
doi:10.1016/0272-4944(95)90013-6,TBL-20260216230458-001,inadequate_table_remake,2,0,0,1,1,1,2,2,0,0,0,"low_statement_source_overlap:2,effect_unknown:2,translation_status:untranslatable_noise:2,source_row_low_information:1"
doi:10.1016/b978-0-444-53817-8.00007-4,TBL-20260216230511-001,inadequate_table_remake,1,0,0,0,1,1,1,0,0,0,0,"source_row_low_information:1,low_statement_source_overlap:1,outcome_unresolved:1,effect_unknown:1,translation_status:untranslatable_noise:1"
doi:10.1016/j.actpsy.2021.103285,TBL-20260216230531-005,inadequate_table_remake,2,0,0,0,2,2,2,1,0,0,0,"source_row_low_information:2,low_statement_source_overlap:2,effect_unknown:2,translation_status:untranslatable_noise:2,outcome_unresolved:1"
doi:10.1016/j.actpsy.2021.103285,TBL-20260216230531-006,inadequate_table_remake,1,0,0,0,1,1,1,0,0,0,0,"source_row_low_information:1,low_statement_source_overlap:1,outcome_unresolved:1,effect_unknown:1,translation_status:untranslatable_noise:1"
doi:10.1016/j.actpsy.2021.103285,TBL-20260216230531-007,inadequate_table_remake,1,0,0,0,1,1,1,0,0,0,0,"source_row_low_information:1,low_statement_source_overlap:1,outcome_unresolved:1,effect_unknown:1,translation_status:untranslatable_noise:1"
doi:10.1016/j.actpsy.2021.103285,TBL-20260216230531-008,inadequate_table_remake,1,0,0,0,1,1,1,0,0,0,0,"source_row_low_information:1,low_statement_source_overlap:1,outcome_unresolved:1,effect_unknown:1,translation_status:untranslatable_noise:1"
doi:10.1016/j.actpsy.2021.103285,TBL-20260216230531-009,inadequate_table_remake,1,0,0,0,1,1,1,0,0,0,0,"source_row_low_information:1,low_statement_source_overlap:1,outcome_unresolved:1,effect_unknown:1,translation_status:untranslatable_noise:1"
doi:10.1016/j.actpsy.2021.103285,TBL-20260216230531-010,inadequate_table_remake,1,0,0,0,1,1,1,0,0,0,0,"source_row_low_information:1,low_statement_source_overlap:1,outcome_unresolved:1,effect_unknown:1,translation_status:untranslatable_noise:1"
doi:10.1016/j.buildenv.2018.04.029,TBL-20260216230608-001,inadequate_table_remake,4,0,0,0,4,4,4,4,0,0,0,"source_row_low_information:4,low_statement_source_overlap:4,effect_unknown:4,translation_status:untranslatable_noise:4"
doi:10.1016/j.buildenv.2018.04.029,TBL-20260216230608-002,inadequate_table_remake,1,0,0,0,1,1,1,1,0,0,0,"source_row_low_information:1,low_statement_source_overlap:1,effect_unknown:1,translation_status:untranslatable_noise:1"
doi:10.1016/j.buildenv.2018.04.029,TBL-20260216230610-003,inadequate_table_remake,2,1,0,0,1,1,2,2,1,0,0,"translation_status:inferred:1,source_row_low_information:1,low_statement_source_overlap:1,effect_unknown:1,translation_status:untranslatable_noise:1"
doi:10.1016/j.buildenv.2018.04.029,TBL-20260216230611-004,inadequate_table_remake,36,3,33,0,0,33,36,36,36,0,0,"translation_status:inferred:36,source_row_low_information:33,statement_low_information:33"
doi:10.1016/j.buildenv.2018.04.029,TBL-20260216230611-005,inadequate_table_remake,2,0,0,0,2,2,2,0,0,0,0,"source_row_low_information:2,low_statement_source_overlap:2,outcome_unresolved:2,effect_unknown:2,translation_status:untranslatable_noise:2"
doi:10.1016/j.buildenv.2018.04.029,TBL-20260216230613-006,inadequate_table_remake,13,1,1,0,11,11,13,1,2,0,0,"outcome_unresolved:12,source_row_low_information:11,low_statement_source_overlap:11,effect_unknown:11,translation_status:untranslatable_noise:11,translation_status:inferred:2"
doi:10.1016/j.buildenv.2018.04.029,TBL-20260216230614-007,inadequate_table_remake,1,0,0,0,1,1,1,1,0,0,0,"source_row_low_information:1,low_statement_source_overlap:1,effect_unknown:1,translation_status:untranslatable_noise:1"
doi:10.1016/j.buildenv.2018.04.029,TBL-20260216230614-008,inadequate_table_remake,18,0,0,0,18,18,18,18,0,0,0,"source_row_low_information:18,low_statement_source_overlap:18,effect_unknown:18,translation_status:untranslatable_noise:18"
doi:10.1016/j.buildenv.2018.04.029,TBL-20260216230615-009,inadequate_table_remake,28,5,22,0,1,23,28,28,27,0,0,"translation_status:inferred:26,source_row_low_information:23,statement_low_information:22,low_statement_source_overlap:1,effect_unknown:1,translation_status:untranslatable_noise:1"
doi:10.1016/j.buildenv.2018.04.029,TBL-20260216230617-011,inadequate_table_remake,13,2,7,0,4,11,13,13,9,0,0,"source_row_low_information:11,translation_status:inferred:9,statement_low_information:7,low_statement_source_overlap:4,effect_unknown:4,translation_status:untranslatable_noise:4"
doi:10.1016/j.buildenv.2018.04.029,TBL-20260216230618-013,inadequate_table_remake,5,0,5,0,0,5,5,5,5,0,0,"source_row_low_information:5,statement_low_information:5,translation_status:inferred:5"
doi:10.1016/j.compfluid.2019.06.031,TBL-20260216230624-001,inadequate_table_remake,6,3,3,0,0,3,6,6,6,0,0,"translation_status:inferred:6,source_row_low_information:3,statement_low_information:3"
doi:10.1016/j.compfluid.2019.06.031,TBL-20260216230627-011,inadequate_table_remake,1,0,0,0,1,1,1,1,0,0,0,"source_row_low_information:1,low_statement_source_overlap:1,effect_unknown:1,translation_status:untranslatable_noise:1"
doi:10.1016/j.compfluid.2019.06.031,TBL-20260216230632-016,inadequate_table_remake,1,0,0,0,1,1,1,0,0,0,0,"source_row_low_information:1,low_statement_source_overlap:1,outcome_unresolved:1,effect_unknown:1,translation_status:untranslatable_noise:1"
doi:10.1016/j.envres.2020.110169,TBL-20260216230711-001,inadequate_table_remake,3,0,0,0,3,3,3,0,0,0,0,"source_row_low_information:3,low_statement_source_overlap:3,outcome_unresolved:3,effect_unknown:3,translation_status:untranslatable_noise:3"
doi:10.1016/j.erss.2016.02.008,TBL-20260216230728-007,inadequate_table_remake,9,0,0,3,6,6,9,9,0,0,0,"low_statement_source_overlap:9,effect_unknown:9,translation_status:untranslatable_noise:9,source_row_low_information:6"
doi:10.1016/j.erss.2016.02.008,TBL-20260216230728-009,inadequate_table_remake,25,0,0,20,5,5,25,25,0,0,0,"low_statement_source_overlap:25,effect_unknown:25,translation_status:untranslatable_noise:25,source_row_low_information:5"
doi:10.1016/j.landurbplan.2012.12.013,TBL-20260216230729-004,inadequate_table_remake,4,0,0,0,4,4,4,4,0,0,0,"source_row_low_information:4,low_statement_source_overlap:4,effect_unknown:4,translation_status:untranslatable_noise:4"
doi:10.1016/j.neuropsychologia.2014.08.030,TBL-20260216230757-007,inadequate_table_remake,2,0,0,0,2,2,2,0,0,0,0,"source_row_low_information:2,low_statement_source_overlap:2,outcome_unresolved:2,effect_unknown:2,translation_status:untranslatable_noise:2"
doi:10.1016/j.neuropsychologia.2014.08.030,TBL-20260216230757-008,inadequate_table_remake,2,0,0,1,1,1,2,1,0,0,0,"low_statement_source_overlap:2,effect_unknown:2,translation_status:untranslatable_noise:2,source_row_low_information:1,outcome_unresolved:1"
doi:10.1016/j.neuropsychologia.2014.08.030,TBL-20260216230802-016,inadequate_table_remake,7,3,0,0,4,4,7,3,4,0,0,"translation_status:inferred:4,source_row_low_information:4,outcome_unresolved:4,low_statement_source_overlap:3,effect_unknown:3,translation_status:untranslatable_noise:3"
doi:10.1016/j.neuropsychologia.2014.08.030,TBL-20260216230807-020,inadequate_table_remake,25,12,0,0,13,13,25,23,12,0,0,"source_row_low_information:13,low_statement_source_overlap:13,effect_unknown:13,translation_status:untranslatable_noise:13,translation_status:inferred:12,outcome_unresolved:2"
doi:10.1016/j.neuropsychologia.2014.08.030,TBL-20260216230807-021,inadequate_table_remake,5,2,0,0,3,3,5,2,2,0,0,"source_row_low_information:3,low_statement_source_overlap:3,outcome_unresolved:3,effect_unknown:3,translation_status:untranslatable_noise:3,translation_status:inferred:2"
doi:10.1016/j.neuropsychologia.2014.08.030,TBL-20260216230807-022,inadequate_table_remake,17,0,0,0,17,17,17,0,0,0,0,"source_row_low_information:17,low_statement_source_overlap:17,outcome_unresolved:17,effect_unknown:17,translation_status:untranslatable_noise:17"
doi:10.1016/j.neuropsychologia.2014.08.030,TBL-20260216230807-023,inadequate_table_remake,4,2,0,0,2,2,4,2,2,0,0,"source_row_low_information:2,low_statement_source_overlap:2,outcome_unresolved:2,effect_unknown:2,translation_status:untranslatable_noise:2,translation_status:inferred:2"
doi:10.1016/j.neuropsychologia.2014.08.030,TBL-20260216230807-024,inadequate_table_remake,11,0,0,0,11,11,11,0,0,0,0,"source_row_low_information:11,low_statement_source_overlap:11,outcome_unresolved:11,effect_unknown:11,translation_status:untranslatable_noise:11"
doi:10.1016/j.neuropsychologia.2014.08.030,TBL-20260216230807-025,inadequate_table_remake,14,0,0,0,14,14,14,0,0,0,0,"source_row_low_information:14,low_statement_source_overlap:14,outcome_unresolved:14,effect_unknown:14,translation_status:untranslatable_noise:14"
doi:10.1016/j.neuropsychologia.2014.08.030,TBL-20260216230811-029,inadequate_table_remake,3,0,2,0,1,3,3,3,2,0,0,"source_row_low_information:3,statement_low_information:2,translation_status:inferred:2,low_statement_source_overlap:1,effect_unknown:1,translation_status:untranslatable_noise:1"
doi:10.1016/j.neuropsychologia.2014.08.030,TBL-20260216230811-030,inadequate_table_remake,2,0,0,0,2,2,2,2,0,0,0,"source_row_low_information:2,low_statement_source_overlap:2,effect_unknown:2,translation_status:untranslatable_noise:2"
doi:10.1016/j.neuropsychologia.2014.08.030,TBL-20260216230811-033,inadequate_table_remake,3,0,0,0,3,3,3,0,0,0,0,"source_row_low_information:3,low_statement_source_overlap:3,outcome_unresolved:3,effect_unknown:3,translation_status:untranslatable_noise:3"
doi:10.1016/j.neuropsychologia.2014.08.030,TBL-20260216230811-052,inadequate_table_remake,5,0,4,0,1,5,5,5,4,0,0,"source_row_low_information:5,statement_low_information:4,translation_status:inferred:4,low_statement_source_overlap:1,effect_unknown:1,translation_status:untranslatable_noise:1"
doi:10.1016/j.neuropsychologia.2014.08.030,TBL-20260216230812-053,inadequate_table_remake,11,8,0,0,3,3,11,11,8,0,0,"translation_status:inferred:8,source_row_low_information:3,low_statement_source_overlap:3,effect_unknown:3,translation_status:untranslatable_noise:3"
doi:10.1016/j.neuropsychologia.2014.08.030,TBL-20260216230812-065,inadequate_table_remake,2,1,0,0,1,1,2,2,1,0,0,"translation_status:inferred:1,source_row_low_information:1,low_statement_source_overlap:1,effect_unknown:1,translation_status:untranslatable_noise:1"
doi:10.1016/j.neuropsychologia.2014.08.030,TBL-20260216230813-078,inadequate_table_remake,43,35,0,0,8,8,43,35,35,0,0,"translation_status:inferred:35,source_row_low_information:8,low_statement_source_overlap:8,outcome_unresolved:8,effect_unknown:8,translation_status:untranslatable_noise:8"
doi:10.1016/j.neuropsychologia.2014.08.030,TBL-20260216230813-079,inadequate_table_remake,13,9,2,0,2,4,13,11,11,0,0,"translation_status:inferred:11,source_row_low_information:4,statement_low_information:2,low_statement_source_overlap:2,outcome_unresolved:2,effect_unknown:2"
doi:10.1016/j.neuropsychologia.2014.08.030,TBL-20260216230813-080,inadequate_table_remake,16,8,0,0,8,8,16,8,8,0,0,"translation_status:inferred:8,source_row_low_information:8,low_statement_source_overlap:8,outcome_unresolved:8,effect_unknown:8,translation_status:untranslatable_noise:8"
doi:10.1016/j.neuropsychologia.2014.08.030,TBL-20260216230814-082,inadequate_table_remake,12,5,7,0,0,7,12,12,12,0,0,"translation_status:inferred:12,source_row_low_information:7,statement_low_information:7"
doi:10.1016/j.neuropsychologia.2014.08.030,TBL-20260216230814-083,inadequate_table_remake,3,0,0,0,3,3,3,0,0,0,0,"source_row_low_information:3,low_statement_source_overlap:3,outcome_unresolved:3,effect_unknown:3,translation_status:untranslatable_noise:3"
doi:10.1016/j.neuropsychologia.2014.08.030,TBL-20260216230814-084,inadequate_table_remake,7,3,1,0,3,4,7,7,4,0,0,"source_row_low_information:4,translation_status:inferred:4,low_statement_source_overlap:3,effect_unknown:3,translation_status:untranslatable_noise:3,statement_low_information:1"
doi:10.1016/j.neuropsychologia.2014.08.030,TBL-20260216230814-086,inadequate_table_remake,7,0,0,0,7,7,7,0,0,0,0,"source_row_low_information:7,low_statement_source_overlap:7,outcome_unresolved:7,effect_unknown:7,translation_status:untranslatable_noise:7"
doi:10.1016/j.neuropsychologia.2014.08.030,TBL-20260216230814-087,inadequate_table_remake,6,0,0,0,6,6,6,0,0,0,0,"source_row_low_information:6,low_statement_source_overlap:6,outcome_unresolved:6,effect_unknown:6,translation_status:untranslatable_noise:6"
doi:10.1016/j.neuropsychologia.2014.08.030,TBL-20260216230814-088,inadequate_table_remake,8,5,1,0,2,3,8,8,6,0,0,"translation_status:inferred:6,source_row_low_information:3,low_statement_source_overlap:2,effect_unknown:2,translation_status:untranslatable_noise:2,statement_low_information:1"
doi:10.1016/j.smrv.2007.07.009,TBL-20260216230746-002,inadequate_table_remake,1,0,0,0,1,1,1,1,0,0,0,"source_row_low_information:1,low_statement_source_overlap:1,effect_unknown:1,translation_status:untranslatable_noise:1"
doi:10.1016/j.tics.2010.06.008,TBL-20260216230758-002,inadequate_table_remake,9,0,0,1,8,8,9,9,0,0,0,"low_statement_source_overlap:9,effect_unknown:9,translation_status:untranslatable_noise:9,source_row_low_information:8"
doi:10.1037/0033-295x.113.2.358,TBL-20260216230810-001,inadequate_table_remake,17,1,16,0,0,16,17,17,17,0,0,"translation_status:inferred:17,source_row_low_information:16,statement_low_information:16"
doi:10.1037/0033-295x.113.2.358,TBL-20260216230816-006,inadequate_table_remake,9,0,9,0,0,9,9,9,9,0,0,"source_row_low_information:9,statement_low_information:9,translation_status:inferred:8,translation_status:fuzzy:1"
doi:10.1037/0033-295x.113.2.358,TBL-20260216230828-012,inadequate_table_remake,2,1,0,0,1,1,2,2,1,0,0,"translation_status:inferred:1,source_row_low_information:1,low_statement_source_overlap:1,effect_unknown:1,translation_status:untranslatable_noise:1"
doi:10.1037/aca0000359,TBL-20260216231023-006,inadequate_table_remake,5,1,4,0,0,4,5,5,5,0,0,"source_row_low_information:4,statement_low_information:4,translation_status:inferred:4,translation_status:fuzzy:1"
doi:10.1038/s41562-019-0718-z,TBL-20260216231044-002,inadequate_table_remake,1,0,0,0,1,1,1,0,0,0,0,"source_row_low_information:1,low_statement_source_overlap:1,outcome_unresolved:1,effect_unknown:1,translation_status:untranslatable_noise:1"
doi:10.1038/s41562-019-0718-z,TBL-20260216231045-003,inadequate_table_remake,2,0,0,0,2,2,2,0,0,0,0,"source_row_low_information:2,low_statement_source_overlap:2,outcome_unresolved:2,effect_unknown:2,translation_status:untranslatable_noise:2"
doi:10.1038/s41598-022-20649-y,TBL-20260216231048-010,inadequate_table_remake,6,0,6,0,0,6,6,6,6,0,0,"source_row_low_information:6,translation_status:noncausal:6,low_statement_source_overlap:5,statement_low_information:1"
doi:10.1068/b2725,TBL-20260216231103-002,inadequate_table_remake,1,0,0,0,1,1,1,1,0,0,0,"source_row_low_information:1,low_statement_source_overlap:1,effect_unknown:1,translation_status:untranslatable_noise:1"
doi:10.1068/p5292,TBL-20260216231113-003,inadequate_table_remake,1,0,0,0,1,1,1,1,0,0,0,"source_row_low_information:1,low_statement_source_overlap:1,effect_unknown:1,translation_status:untranslatable_noise:1"
doi:10.1068/p5921,TBL-20260216231126-002,inadequate_table_remake,12,9,0,0,3,3,12,12,9,0,0,"translation_status:inferred:9,source_row_low_information:3,low_statement_source_overlap:3,effect_unknown:3,translation_status:untranslatable_noise:3"
doi:10.1073/pnas.2112318119,TBL-20260216231152-003,inadequate_table_remake,14,8,1,0,5,6,14,13,9,0,0,"translation_status:inferred:9,source_row_low_information:6,low_statement_source_overlap:5,effect_unknown:5,translation_status:untranslatable_noise:5,outcome_unresolved:1"
doi:10.1073/pnas.2112318119,TBL-20260216231152-004,inadequate_table_remake,3,0,1,0,2,3,3,3,1,0,0,"source_row_low_information:3,low_statement_source_overlap:2,effect_unknown:2,translation_status:untranslatable_noise:2,statement_low_information:1,translation_status:inferred:1"
doi:10.1073/pnas.2112318119,TBL-20260216231152-005,inadequate_table_remake,1,0,0,0,1,1,1,1,0,0,0,"source_row_low_information:1,low_statement_source_overlap:1,effect_unknown:1,translation_status:untranslatable_noise:1"
doi:10.1073/pnas.2112318119,TBL-20260216231153-008,inadequate_table_remake,1,0,0,0,1,1,1,1,0,0,0,"source_row_low_information:1,low_statement_source_overlap:1,effect_unknown:1,translation_status:untranslatable_noise:1"
doi:10.1073/pnas.2112318119,TBL-20260216231153-009,inadequate_table_remake,1,0,0,0,1,1,1,1,0,0,0,"source_row_low_information:1,low_statement_source_overlap:1,effect_unknown:1,translation_status:untranslatable_noise:1"
