paper_id,doi,title,year,venue,status,article_type_family,article_type_predicted_family,article_type_confidence,article_type_runner_up,article_type_margin,article_type_signals,article_type_diagnostics,type_review_flags,processed_at
doi:10.1371/journal.pone.0307934,10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,2024,PLoS ONE,error_pdf_timeout,unknown,empirical_v2,0.2182,observational_field,0.2000,default_empirical_from_structural_core,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-14T23:42:19.086092+00:00
doi:10.3389/fpsyg.2021.699962,10.3389/fpsyg.2021.699962,Aesthetics and Psychological Effects of Fractal Based Design,2021,Frontiers in Psychology,error_pdf_timeout,unknown,empirical_v2,0.2182,observational_field,0.2000,default_empirical_from_structural_core,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-14T23:43:34.093713+00:00
doi:10.1371/journal.pone.0016429,10.1371/journal.pone.0016429,"Non-Visual Effects of Light on Melatonin, Alertness and Cognitive Performance: Can Blue-Enriched Light Keep Us Alert?",2011,PLoS ONE,completed_pdf_no_claims,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-14T23:43:35.598771+00:00
doi:10.1093/jurban/jtg063,10.1093/jurban/jtg063,The built environment and mental health.,2003,Journal of urban health : bulletin of the New York Academy of Medicine,completed_pdf_extracted,unknown,empirical_v2,0.2182,observational_field,0.2000,default_empirical_from_structural_core,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-14T11:05:40.470374+00:00
doi:10.1177/1477153514531518,10.1177/1477153514531518,"Effects of realistic office daylighting and electric lighting conditions on visual comfort, alertness and mood",2014,Lighting Research & Technology,completed_pdf_no_claims,unknown,unknown,0.0000,theoretical,0.0000,,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-14T11:05:40.470374+00:00
doi:10.1523/jneurosci.21-16-06405.2001,10.1523/jneurosci.21-16-06405.2001,Action Spectrum for Melatonin Regulation in Humans: Evidence for a Novel Circadian Photoreceptor,2001,Journal of Neuroscience,completed_pdf_extracted,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-14T23:43:38.323171+00:00
doi:10.1613/jair.301,10.1613/jair.301,Reinforcement Learning: A Survey,1996,Journal of Artificial Intelligence Research,completed_pdf_extracted,unknown,thought_piece,0.4000,empirical_v2,0.2000,title_pattern:perspective,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-14T23:43:49.209439+00:00
doi:10.1080/00140130903154579,10.1080/00140130903154579,Effects of acoustic environment on work in private office rooms and open-plan offices – longitudinal study during relocation,2009,Ergonomics,completed_pdf_extracted,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-14T23:43:58.906929+00:00
doi:10.3390/ijerph7031036,10.3390/ijerph7031036,Stress Recovery during Exposure to Nature Sound and Environmental Noise,2010,International Journal of Environmental Research and Public Health,completed_pdf_extracted,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-14T11:05:40.470374+00:00
doi:10.1111/1467-9280.00483,10.1111/1467-9280.00483,A Prospective Study of Some Effects of Aircraft Noise on Cognitive Performance in Schoolchildren,2002,Psychological Science,completed_pdf_no_claims,unknown,unknown,0.0000,theoretical,0.0000,,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-14T11:05:40.470374+00:00
sha256:4f30e0b5608b,,Room acoustics and cognitive load when listening to speech,2010,"Publications (Konstfack University of Arts, Crafts, and Design)",error_pdf_timeout,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-14T23:45:13.922546+00:00
doi:10.3390/ijerph10041439,10.3390/ijerph10041439,How Pleasant Sounds Promote and Annoying Sounds Impede Health: A Cognitive Approach,2013,International Journal of Environmental Research and Public Health,completed_pdf_extracted,unknown,unknown,0.0000,theoretical,0.0000,,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-14T11:05:40.470374+00:00
doi:10.1007/s10055-006-0040-8,10.1007/s10055-006-0040-8,Multi-modal virtual environments for education with haptic and olfactory feedback,2006,Virtual Reality,completed_pdf_extracted,unknown,unknown,0.0000,theoretical,0.0000,,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-14T11:05:40.470374+00:00
doi:10.1007/s12199-009-0091-z,10.1007/s12199-009-0091-z,Trends in research related to “Shinrin-yoku” (taking in the forest atmosphere or forest bathing) in Japan,2009,Environmental Health and Preventive Medicine,completed_pdf_no_claims,unknown,narrative_review,0.3636,thought_piece,0.0000,title_pattern:(?<!systematic\s)review(?!\s+of\s+the\s+literature),downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-14T23:45:16.929646+00:00
doi:10.1006/cogp.1998.0681,10.1006/cogp.1998.0681,Contextual Cueing: Implicit Learning and Memory of Visual Context Guides Spatial Attention,1998,Cognitive Psychology,completed_pdf_no_claims,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-14T23:45:21.299182+00:00
doi:10.1068/b4225,10.1068/b4225,The Space of Innovation: Interaction and Communication in the Work Environment,1999,Environment and Planning B Planning and Design,completed_pdf_no_claims,unknown,narrative_review,0.4545,empirical_v2,0.5000,title_pattern:(?<!systematic\s)review(?!\s+of\s+the\s+literature),downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-14T23:45:21.505571+00:00
doi:10.1016/j.jenvp.2014.11.006,10.1016/j.jenvp.2014.11.006,Architectural design and the brain: Effects of ceiling height and perceived enclosure on beauty judgments and approach-avoidance decisions,2014,Journal of Environmental Psychology,completed_pdf_no_claims,unknown,unknown,0.0000,theoretical,0.0000,,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-14T11:05:40.470374+00:00
doi:10.1111/j.1559-1816.1971.tb00350.x,10.1111/j.1559-1816.1971.tb00350.x,The Effect of Crowding on Human Task Performance<sup>1</sup>,1971,Journal of Applied Social Psychology,completed_pdf_extracted,unknown,empirical_v2,0.2182,observational_field,0.2000,default_empirical_from_structural_core,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-14T15:00:34.152021+00:00
doi:10.1016/j.neubiorev.2008.09.007,10.1016/j.neubiorev.2008.09.007,The space between us: a neurophilosophical framework for the investigation of human interpersonal space.,2009,Neuroscience and biobehavioral reviews,completed_pdf_extracted,unknown,narrative_review,0.3636,thought_piece,0.0000,title_pattern:(?<!systematic\s)review(?!\s+of\s+the\s+literature),downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-14T11:05:40.470374+00:00
sha256:e4dbc07e38d8,,Human physiological benefits of viewing nature: EEG responses to exact and statistical fractal patterns.,2015,PubMed,completed_pdf_extracted,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-14T11:05:40.470374+00:00
doi:10.20944/preprints201907.0323.v1,10.20944/preprints201907.0323.v1,Biophilic Architecture for Restoration and Therapy within the Built Environment: A Review,2019,,completed_pdf_extracted,unknown,narrative_review,0.4545,empirical_v2,0.5000,title_pattern:(?<!systematic\s)review(?!\s+of\s+the\s+literature),downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-14T11:05:40.470374+00:00
doi:10.3390/buildings13082000,10.3390/buildings13082000,Perception of Color in Architecture and Urban Space,2023,Buildings,error_pdf_timeout,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-14T23:46:36.518156+00:00
zotero:FIZG8FDN,10.3389/fpsyg.2022.933344,The contour effect: Differences in the aesthetic preference and stress response to photo-realistic living environments,2022,Frontiers in Psychology,error_pdf_timeout,unknown,empirical_v2,0.2182,observational_field,0.2000,default_empirical_from_structural_core,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-14T23:47:51.527501+00:00
zotero:L6ELI5MM,10.1016/j.heliyon.2024.e28340,"The impact of room shape on affective states, heartrate, and creative output",2024,Heliyon,completed_pdf_extracted,unknown,empirical_v2,0.2182,observational_field,0.2000,default_empirical_from_structural_core,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-14T15:00:44.969902+00:00
sha256:bae8d5930451,,Influence Of Ceiling Height The Effect Of Priming On The Type Of Processing That People Use,,,completed_pdf_extracted,unknown,unknown,0.0000,theoretical,0.0000,,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-14T11:05:40.470374+00:00
doi:10.1111/jsr.12050,10.1111/jsr.12050,Acute exposure to evening blue‐enriched light impacts on human sleep,2013,,completed_pdf_extracted,unknown,empirical_v2,0.2182,observational_field,0.2000,default_empirical_from_structural_core,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-14T11:05:40.470374+00:00
doi:10.1016/j.brainresrev.2005.07.002,10.1016/j.brainresrev.2005.07.002,A model of phototransduction by the human circadian system,2005,,completed_pdf_no_claims,unknown,unknown,0.0000,theoretical,0.0000,,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-14T11:05:40.470374+00:00
doi:10.1073/pnas.1418490112,10.1073/pnas.1418490112,"Evening use of light-emitting eReaders negatively affects sleep, circadian timing, and next-morning alertness",2015,,completed_pdf_extracted,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-14T15:00:47.194405+00:00
doi:10.1093/cercor/bhm007,10.1093/cercor/bhm007,Wavelength-Dependent Modulation of Brain Responses to a Working Memory Task by Daytime Light Exposure,2007,,completed_pdf_extracted,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-14T11:05:40.470374+00:00
doi:10.1177/2158244012445585,10.1177/2158244012445585,Illuminating the Effects of Dynamic Lighting on Student Learning,2012,,completed_pdf_extracted,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-14T11:05:40.470374+00:00
doi:10.1037/aca0000150,10.1037/aca0000150,Preference for curvilinear contour in interior architectural spaces: Evidence from experts and nonexperts.,2019,,completed_pdf_extracted,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-14T23:47:55.426739+00:00
doi:10.1016/0142-694x(96)00001-4,10.1016/0142-694x(96)00001-4,"Wayfinding design: logic, application and some thoughts on universality",1996,,completed_pdf_no_claims,unknown,unknown,0.0000,theoretical,0.0000,,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-14T11:05:40.470374+00:00
doi:10.1016/j.smrv.2007.07.009,10.1016/j.smrv.2007.07.009,Alerting effects of light,2007,,completed_pdf_extracted,unknown,unknown,0.0000,theoretical,0.0000,,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-14T11:05:40.470374+00:00
doi:10.1177/0013916591231003,10.1177/0013916591231003,Spatial Orientation and the Angularity of Urban Routes: A Field Study,1991,,completed_pdf_no_claims,unknown,observational_field,0.4545,empirical_v2,0.5000,title_pattern:field\s+study,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-14T11:05:40.470374+00:00
doi:10.1111/joid.12179,10.1111/joid.12179,"Effects of Interior Color Schemes on Emotion, Task Performance, and Heart Rate in Immersive Virtual Environments",2020,,completed_pdf_extracted,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-14T23:47:58.368152+00:00
doi:10.1177/1478077115625525,10.1177/1478077115625525,Sensory material architectures: Concepts and methodologies for spatial tectonics and tactile responsivity in knitted textile hybrid structures,2016,,completed_pdf_extracted,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-14T11:05:40.470374+00:00
doi:10.1177/1351010x18757353,10.1177/1351010x18757353,Evaluation of the influence of building façade design on the acoustic characteristics and auditory perception of urban spaces,2018,,completed_pdf_extracted,unknown,empirical_v2,0.4000,observational_field,0.7000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-14T11:05:40.470374+00:00
doi:10.1068/p5262,10.1068/p5262,Expertise in Pictorial Perception: Eye-Movement Patterns and Visual Memory in Artists and Laymen,2007,,completed_pdf_extracted,unknown,empirical_v2,0.2182,observational_field,0.2000,default_empirical_from_structural_core,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-14T11:05:40.470374+00:00
doi:10.1177/1477153520958448,10.1177/1477153520958448,"Human-centric lighting: Myth, magic or metaphor?",2021,,completed_pdf_no_claims,unknown,unknown,0.0000,theoretical,0.0000,,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-14T11:05:40.470374+00:00
doi:10.1177/001391659803000408,10.1177/001391659803000408,Effects of Office Lighting on Mood and Cognitive Performance And A Gender Effect in Work-xRelated Judgment,1998,,completed_pdf_no_claims,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-14T23:47:58.552954+00:00
doi:10.1177/1477153516682368,10.1177/1477153516682368,Light as a circadian stimulus for architectural lighting,2018,,completed_pdf_no_claims,unknown,unknown,0.0000,theoretical,0.0000,,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-14T11:05:40.470374+00:00
doi:10.1177/1477153509104765,10.1177/1477153509104765,A rules of thumb-based design sequence for diffuse daylight,2010,,completed_pdf_extracted,unknown,empirical_v2,0.2182,observational_field,0.2000,default_empirical_from_structural_core,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-14T15:00:58.670246+00:00
doi:10.1111/j.1939-1668.2004.tb00398.x,10.1111/j.1939-1668.2004.tb00398.x,A Cross–Cultural Comparison of Preference for Visual Attributes in Interior Environments: America and China,2004,,completed_pdf_extracted,unknown,empirical_v2,0.4727,theoretical,1.1000,section:results,theory_mentions_deweighted_due_to_empirical_core|downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-14T15:01:04.093084+00:00
doi:10.37547/tajiir/volume06issue08-06,10.37547/tajiir/volume06issue08-06,THE INFLUENCE OF CULTURE AND HERITAGE ON ARCHITECTURAL DESIGN,2024,,completed_pdf_extracted,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-14T23:48:07.799728+00:00
doi:10.1145/2556288.2557008,10.1145/2556288.2557008,Opportunities for odor: experiences with smell and implications for technology,2014,,completed_pdf_extracted,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-14T23:48:11.942533+00:00
doi:10.1145/2079216.2079270,10.1145/2079216.2079270,Multi sensory design,2011,,completed_pdf_extracted,unknown,unknown,0.0000,theoretical,0.0000,,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-14T11:05:40.470374+00:00
doi:10.7302/1414,10.7302/1414,Aural Architecture as Affect: Understanding the Impact of Acoustic Environments on Human Experience,2021,,error_pdf_timeout,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-14T23:49:26.955080+00:00
doi:10.1121/1.3493436,10.1121/1.3493436,A principal components model of soundscape perceptiona),2010,,completed_pdf_no_claims,unknown,unknown,0.0000,theoretical,0.0000,,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-14T11:05:40.470374+00:00
doi:10.3397/1.3484178,10.3397/1.3484178,Soundscapes and environmental noise management,2010,,completed_pdf_extracted,unknown,empirical_v2,0.2182,observational_field,0.2000,default_empirical_from_structural_core,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-14T11:05:40.470374+00:00
doi:10.1121/1.1918154,10.1121/1.1918154,Speech Privacy in Buildings,1962,,completed_pdf_extracted,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-14T23:49:39.039649+00:00
doi:10.1007/s10936-023-09967-y,10.1007/s10936-023-09967-y,The Role of Sound on Spirituality in Religious Environments and Islamic Architecture by Using EEG,2023,,completed_pdf_extracted,unknown,case_study,0.3636,narrative_review,0.0000,title_pattern:case\s+study,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-14T11:05:40.470374+00:00
doi:10.1121/1.3298437,10.1121/1.3298437,Perceptual assessment of quality of urban soundscapes with combined noise sources and water sounds,2010,,completed_pdf_no_claims,unknown,unknown,0.0000,theoretical,0.0000,,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-14T11:05:40.470374+00:00
doi:10.17863/cam.41365,10.17863/cam.41365,Tranquillity by design - Architectural and landscape interventions to improve the soundscape quality in urban areas exposed to aircraft noise,2019,,completed_pdf_extracted,unknown,observational_field,0.3636,thought_piece,0.0000,title_pattern:in[-\s]?situ,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-14T11:20:05.453993+00:00
doi:10.1260/135101003768965960,10.1260/135101003768965960,The Effects of Noise on Children at School: A Review,2003,,completed_pdf_extracted,unknown,narrative_review,0.4545,empirical_v2,0.5000,title_pattern:(?<!systematic\s)review(?!\s+of\s+the\s+literature),downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-14T23:49:52.357523+00:00
doi:10.1177/0013916502238868,10.1177/0013916502238868,Just Down The Road A Piece: The Development of Topological Knowledge of Building Layouts,2003,,completed_pdf_extracted,unknown,empirical_v2,0.2182,observational_field,0.2000,default_empirical_from_structural_core,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-14T15:01:29.279715+00:00
doi:10.1177/0013916581132004,10.1177/0013916581132004,Evaluating Architectural Legibility: Way-Finding in the Built Environment,1981,,completed_pdf_no_claims,unknown,observational_field,0.4545,empirical_v2,0.5000,title_pattern:post[-\s]?occupancy\s+evaluation,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-14T11:20:05.453993+00:00
doi:10.1177/1550147719875878,10.1177/1550147719875878,Intelligent human-centric lighting for mental wellbeing improvement,2019,,completed_pdf_extracted,unknown,case_study,0.4545,empirical_v2,0.5000,title_pattern:case\s+study,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-14T11:20:05.453993+00:00
zotero:D2C3MJ7H,,"Light, Dark, and all That’s in Between: Revisiting the Role of Light in Architecture",2008,,completed_pdf_extracted,unknown,unknown,0.0000,theoretical,0.0000,,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-14T11:20:05.453993+00:00
doi:10.1111/j.2044-8295.1979.tb01680.x,10.1111/j.2044-8295.1979.tb01680.x,Dimensions and determinants of judgements of colour samples and a simulated interior space by architects and non‐architects,1979,,completed_pdf_no_claims,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-14T23:49:54.393798+00:00
doi:10.1093/oxfordhb/9780198735410.013.10,10.1093/oxfordhb/9780198735410.013.10,Cognitive Integration: How Culture Transforms Us and Extends Our Cognitive Capabilities,2018,,error_pdf_timeout,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-14T23:51:09.402552+00:00
doi:10.1093/oxfordhb/9780198735410.013.20,10.1093/oxfordhb/9780198735410.013.20,The Extended Body Hypothesis: Referred Sensations from Tools to Peripersonal Space,2018,,completed_pdf_extracted,unknown,unknown,0.0000,theoretical,0.0000,,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-14T11:20:05.453993+00:00
doi:10.1073/pnas.1100290108,10.1073/pnas.1100290108,The cultural niche: Why social learning is essential for human adaptation,2011,,completed_pdf_no_claims,unknown,unknown,0.0000,theoretical,0.0000,,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-14T11:20:05.453993+00:00
doi:10.5281/zenodo.7191265,10.5281/zenodo.7191265,Generators of Architectural Atmosphere,2022,,completed_pdf_extracted,unknown,empirical_v2,0.2182,observational_field,0.2000,default_empirical_from_structural_core,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-14T15:01:34.857546+00:00
doi:10.3389/fpsyg.2019.01904,10.3389/fpsyg.2019.01904,Mental Control in Musical Imagery: A Dual Component Model,2019,,completed_pdf_no_claims,unknown,unknown,0.0000,theoretical,0.0000,,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-14T11:20:05.453993+00:00
doi:10.1068/b070343,10.1068/b070343,Introduction to shape and shape grammars,1980,,completed_pdf_extracted,unknown,unknown,0.0000,theoretical,0.0000,,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-14T11:20:05.453993+00:00
doi:10.1080/00048402.2022.2122523,10.1080/00048402.2022.2122523,Extending the Predictive Mind,2024,,completed_pdf_extracted,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-14T23:51:15.266272+00:00
doi:10.1068/b2725,10.1068/b2725,Exploring Isovist Fields: Space and Shape in Architectural and Urban Morphology,2001,,completed_pdf_extracted,unknown,conceptual_framework,0.4545,empirical_v2,0.5000,title_pattern:classification\s+of,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-14T23:51:21.274979+00:00
doi:10.14288/1.0071305,10.14288/1.0071305,Wood in the human environment : restorative properties of wood in the built indoor environment,2010,,completed_pdf_extracted,unknown,unknown,0.0000,theoretical,0.0000,,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-14T11:20:05.453993+00:00
doi:10.1186/1880-6805-32-7,10.1186/1880-6805-32-7,Psychological and physiological effect in humans of touching plant foliage - using the semantic differential method and cerebral activity as indicators,2013,,completed_pdf_extracted,unknown,empirical_v2,0.2182,observational_field,0.2000,default_empirical_from_structural_core,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-14T15:01:41.728663+00:00
doi:10.1007/s00226-022-01419-5,10.1007/s00226-022-01419-5,Effects of visual stimulation using wooden-wall images with different amounts of knots on psychological and physiological responses,2022,,completed_pdf_extracted,unknown,empirical_v2,0.2182,observational_field,0.2000,default_empirical_from_structural_core,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence|low_margin,2026-02-14T11:20:05.453993+00:00
doi:10.1016/j.cub.2006.06.031,10.1016/j.cub.2006.06.031,Daytime Light Exposure Dynamically Enhances Brain Responses,2006,,completed_pdf_no_claims,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-14T23:51:22.827039+00:00
doi:10.1016/j.erss.2016.02.008,10.1016/j.erss.2016.02.008,Saving energy with light? Experimental studies assessing the impact of colour temperature on thermal comfort,2016,,completed_pdf_extracted,unknown,empirical_v2,0.5455,observational_field,1.5000,section:results,downgraded_to_unknown_low_confidence,classifier_flagged|low_confidence,2026-02-14T23:51:36.332476+00:00
