paper_id,doi,title,year,venue,status,n_tables,n_claims,anchor_coverage,unresolved_environment_rate,unresolved_outcome_rate,theory_link_count,inter_article_relation_count,node_type_tag_rate,edge_type_tag_rate,quality_flags,processed_at
doi:10.1016/j.apacoust.2022.108885,10.1016/j.apacoust.2022.108885,Assessment of acoustic metawindow unit through psychoacoustic analysis and human perception,2022,,error_pdf_processing,0,0,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,below_anchor_coverage_threshold|insufficient_edge_type_tagging|insufficient_inter_article_relations|insufficient_node_type_tagging|insufficient_theory_links|worker_error,2026-02-20T23:09:56.013345+00:00
doi:10.1016/j.apacoust.2022.109187,10.1016/j.apacoust.2022.109187,Indicators and methods for assessing acoustical preferences and needs of students in educational buildings: A review,2023,,completed_pdf_extracted,2,176,1.0000,0.0000,0.0000,54,122,1.0000,1.0000,missing_resolution_match_type|no_table_claims,2026-02-20T23:09:56.013345+00:00
doi:10.1016/j.apergo.2006.04.009,10.1016/j.apergo.2006.04.009,Non-visual biological effect of lighting and the practical meaning for lighting for work,2006,,error_pdf_processing,0,0,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,below_anchor_coverage_threshold|insufficient_edge_type_tagging|insufficient_inter_article_relations|insufficient_node_type_tagging|insufficient_theory_links|worker_error,2026-02-20T23:09:56.013345+00:00
doi:10.1016/j.apergo.2012.07.008,10.1016/j.apergo.2012.07.008,Light level and duration of exposure determine the impact of self-luminous tablets on melatonin suppression,2013,,error_pdf_processing,0,0,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,below_anchor_coverage_threshold|insufficient_edge_type_tagging|insufficient_inter_article_relations|insufficient_node_type_tagging|insufficient_theory_links|worker_error,2026-02-20T23:09:56.013345+00:00
doi:10.1016/j.autcon.2023.104836,10.1016/j.autcon.2023.104836,An immersive multisensory virtual reality approach to the study of human-built environment interactions,2023,,error_pdf_processing,0,0,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,below_anchor_coverage_threshold|insufficient_edge_type_tagging|insufficient_inter_article_relations|insufficient_node_type_tagging|insufficient_theory_links|worker_error,2026-02-20T23:09:56.013345+00:00
doi:10.1016/j.buildenv.2007.07.002,10.1016/j.buildenv.2007.07.002,An analysis of daylighting performance for office buildings in Hong Kong,2008,,error_pdf_processing,0,0,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,below_anchor_coverage_threshold|insufficient_edge_type_tagging|insufficient_inter_article_relations|insufficient_node_type_tagging|insufficient_theory_links|worker_error,2026-02-20T23:09:56.013345+00:00
doi:10.1016/j.buildenv.2008.07.013,10.1016/j.buildenv.2008.07.013,Reducing the acoustical façade load from road traffic with green roofs,2009,,error_pdf_processing,0,0,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,below_anchor_coverage_threshold|insufficient_edge_type_tagging|insufficient_inter_article_relations|insufficient_node_type_tagging|insufficient_theory_links|worker_error,2026-02-20T23:09:56.013345+00:00
doi:10.1016/j.buildenv.2009.05.014,10.1016/j.buildenv.2009.05.014,Semantic differential analysis of the soundscape in urban open public spaces,2010,,error_pdf_processing,0,0,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,below_anchor_coverage_threshold|insufficient_edge_type_tagging|insufficient_inter_article_relations|insufficient_node_type_tagging|insufficient_theory_links|worker_error,2026-02-20T23:09:56.013345+00:00
doi:10.1016/j.buildenv.2011.08.009,10.1016/j.buildenv.2011.08.009,Relating material experience to technical parameters: A case study on visual and tactile warmth perception of indoor wall materials,2012,,error_pdf_processing,0,0,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,below_anchor_coverage_threshold|insufficient_edge_type_tagging|insufficient_inter_article_relations|insufficient_node_type_tagging|insufficient_theory_links|worker_error,2026-02-20T23:09:56.013345+00:00
doi:10.1016/j.buildenv.2013.06.008,10.1016/j.buildenv.2013.06.008,Occupant satisfaction in LEED and non-LEED certified buildings,2013,,error_pdf_processing,0,0,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,below_anchor_coverage_threshold|insufficient_edge_type_tagging|insufficient_inter_article_relations|insufficient_node_type_tagging|insufficient_theory_links|worker_error,2026-02-20T23:09:56.013345+00:00
doi:10.1016/j.buildenv.2015.02.013,10.1016/j.buildenv.2015.02.013,"The impact of classroom design on pupils' learning: Final results of a holistic, multi-level analysis",2015,Building and Environment,error_pdf_processing,0,0,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,below_anchor_coverage_threshold|insufficient_edge_type_tagging|insufficient_inter_article_relations|insufficient_node_type_tagging|insufficient_theory_links|worker_error,2026-02-20T23:09:56.013345+00:00
doi:10.1016/j.buildenv.2015.03.014,10.1016/j.buildenv.2015.03.014,Unweaving the human response in daylighting design,2015,Building and Environment,completed_pdf_extracted,0,75,1.0000,0.0000,0.0000,39,36,1.0000,1.0000,missing_resolution_match_type|no_table_claims|no_tables_extracted,2026-02-20T23:09:56.013345+00:00
doi:10.1016/j.buildenv.2017.06.048,10.1016/j.buildenv.2017.06.048,The effects of higher temperature setpoints during summer on office workers' cognitive load and thermal comfort,2017,Building and Environment,error_pdf_processing,0,0,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,below_anchor_coverage_threshold|insufficient_edge_type_tagging|insufficient_inter_article_relations|insufficient_node_type_tagging|insufficient_theory_links|worker_error,2026-02-20T23:09:56.013345+00:00
doi:10.1016/j.buildenv.2017.07.005,10.1016/j.buildenv.2017.07.005,The indoor sound environment and human task performance: A literature review on the role of room acoustics,2017,,error_pdf_processing,0,0,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,below_anchor_coverage_threshold|insufficient_edge_type_tagging|insufficient_inter_article_relations|insufficient_node_type_tagging|insufficient_theory_links|worker_error,2026-02-20T23:09:56.013345+00:00
doi:10.1016/j.buildenv.2018.01.006,10.1016/j.buildenv.2018.01.006,Physiological and cognitive performance of exposure to biophilic indoor environment,2018,Building and Environment,error_pdf_processing,0,0,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,below_anchor_coverage_threshold|insufficient_edge_type_tagging|insufficient_inter_article_relations|insufficient_node_type_tagging|insufficient_theory_links|worker_error,2026-02-20T23:09:56.013345+00:00
doi:10.1016/j.buildenv.2018.11.040,10.1016/j.buildenv.2018.11.040,"Combined effects of acoustic, thermal, and illumination conditions on the comfort of discrete senses and overall indoor environment",2018,Building and Environment,error_pdf_processing,0,0,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,below_anchor_coverage_threshold|insufficient_edge_type_tagging|insufficient_inter_article_relations|insufficient_node_type_tagging|insufficient_theory_links|worker_error,2026-02-20T23:09:56.013345+00:00
doi:10.1016/j.buildenv.2019.03.027,10.1016/j.buildenv.2019.03.027,A photobiological approach to biophilic design in extreme climates,2019,,error_pdf_processing,0,0,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,below_anchor_coverage_threshold|insufficient_edge_type_tagging|insufficient_inter_article_relations|insufficient_node_type_tagging|insufficient_theory_links|worker_error,2026-02-20T23:09:56.013345+00:00
doi:10.1016/j.buildenv.2019.106544,10.1016/j.buildenv.2019.106544,Effects of audio-visual interactions on soundscape and landscape perception and their influence on satisfaction with the urban environment,2019,Building and Environment,error_pdf_processing,0,0,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,below_anchor_coverage_threshold|insufficient_edge_type_tagging|insufficient_inter_article_relations|insufficient_node_type_tagging|insufficient_theory_links|worker_error,2026-02-20T23:09:56.013345+00:00
doi:10.1016/j.buildenv.2020.106779,10.1016/j.buildenv.2020.106779,"The impact of a view from a window on thermal comfort, emotion, and cognitive performance",2020,Building and Environment,error_pdf_processing,0,0,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,below_anchor_coverage_threshold|insufficient_edge_type_tagging|insufficient_inter_article_relations|insufficient_node_type_tagging|insufficient_theory_links|worker_error,2026-02-20T23:09:56.013345+00:00
doi:10.1016/j.buildenv.2020.106928,10.1016/j.buildenv.2020.106928,What drives our behaviors in buildings? A review on occupant interactions with building systems from the lens of behavioral theories,2020,,error_pdf_processing,0,0,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,below_anchor_coverage_threshold|insufficient_edge_type_tagging|insufficient_inter_article_relations|insufficient_node_type_tagging|insufficient_theory_links|worker_error,2026-02-20T23:09:56.013345+00:00
