paper_id,title,pdf_path,resolved_pdf_path,status,n_tables,n_claims,error
doi:10.17509/interlude.v3i2.71595,Distortions in sound: Bridging acoustics and psychoacoustics in auditory perception,"data/Nurdin,_T._F._Distortions_in_sound:_Bridging_acous.pdf","/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/Nurdin,_T._F._Distortions_in_sound:_Bridging_acous.pdf",processed,20,16,
doi:10.1257/app.20220532,"Noise, Cognitive Function, and Worker Productivity",/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1257_app.20220532.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1257_app.20220532.pdf,processed,7,4,
zotero:L6ELI5MM,"The impact of room shape on affective states, heartrate, and creative output","/Users/davidusa/Zotero/storage/HR7M9WQ9/K. Strachan-Regan and O. Baumann - 2024 - The impact of room shape on affective states, heartrate, and creative output.pdf","/Users/davidusa/Zotero/storage/HR7M9WQ9/K. Strachan-Regan and O. Baumann - 2024 - The impact of room shape on affective states, heartrate, and creative output.pdf",processed,0,0,
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1371_journal.pone.0307934.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1371_journal.pone.0307934.pdf,processed,3,55,
doi:10.38027/iccaua2024in0317,A Critical Enquiry of Material Ageing in Interior Architecture,"data/Khimesara,_S.,_&_Shah,_A._(2024,_June)._A_Critical.pdf","/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/Khimesara,_S.,_&_Shah,_A._(2024,_June)._A_Critical.pdf",processed,3,2,
doi:10.56294/sctconf2024842,Towards Enhancing Place Attachment in Urban Spaces of Vertical Residential Complexes (Bismayah as a Case Study),/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.56294_sctconf2024842.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.56294_sctconf2024842.pdf,processed,3,0,
doi:10.3390/buildings14103293,Enhancing Cognitive Performance and Physiological Benefit in Workspaces Through Patterns of Biophilic Design: A Restorative Approach,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_buildings14103293.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_buildings14103293.pdf,processed,1,0,
doi:10.47611/jsrhs.v13i1.6257,Biophilic architecture: Using cognitive science principles to understand impact on well-being,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.47611_jsrhs.v13i1.6257.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.47611_jsrhs.v13i1.6257.pdf,processed,3,0,
doi:10.1163/29498902-20240005,"Memory, Materials and the Built Environment",/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1163_29498902-20240005.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1163_29498902-20240005.pdf,processed,0,0,
doi:10.1016/j.buildenv.2024.111798,"High-rise window views: Evaluating the physiological and psychological impacts of green, blue, and built environments",/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.buildenv.2024.111798.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.buildenv.2024.111798.pdf,processed,5,0,
doi:10.3390/buildings14061790,A Perceptual Assessment of the Physical Environment in Teaching Buildings and Its Influence on Students’ Mental Well-Being,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_buildings14061790.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_buildings14061790.pdf,processed,1,0,
doi:10.1007/s13762-023-04869-x,Ventilation and noise in a cognitive day care centre: environmental quality analysis and design optimization study,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1007_s13762-023-04869-x.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1007_s13762-023-04869-x.pdf,processed,0,0,
doi:10.3390/ijerph20021082,Effects of Acoustic Environment Types on Stress Relief in Urban Parks,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_ijerph20021082.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_ijerph20021082.pdf,processed,3,1,
doi:10.1016/j.buildenv.2023.110194,"Indoor soundscape, speech perception, and cognition in classrooms: A systematic review on the effects of ventilation-related sounds on students",/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.buildenv.2023.110194.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.buildenv.2023.110194.pdf,processed,0,0,
doi:10.1016/j.jenvp.2023.102141,On how natural and urban soundscapes alter brain activity during cognitive performance,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.jenvp.2023.102141.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.jenvp.2023.102141.pdf,processed,0,0,
doi:10.1016/j.jobe.2023.107911,The effect of the acoustic environment of learning spaces on students' learning efficiency: A review,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.jobe.2023.107911.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.jobe.2023.107911.pdf,processed,0,0,
doi:10.3390/buildings13082000,Perception of Color in Architecture and Urban Space,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_buildings13082000.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_buildings13082000.pdf,processed,1,0,
doi:10.1080/15502724.2023.2279946,"Diurnal Intervention Effects of Electric Lighting on Alertness, Cognition, and Mood in Healthy Individuals: A Systematic Review and Meta-Analysis",/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1080_15502724.2023.2279946.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1080_15502724.2023.2279946.pdf,processed,0,0,
doi:10.1080/17508975.2024.2306273,Investigating restorative effects of biophilic design in workplaces: a systematic review,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1080_17508975.2024.2306273.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1080_17508975.2024.2306273.pdf,processed,1,0,
zotero:HUH6KAQL,Beautiful on the inside: Aesthetic preferences and the skeletal complexity of shapes,/Users/davidusa/Zotero/storage/9UFE7KU9/Zekun Sun and C. Firestone - 2022 - Beautiful on the inside Aesthetic preferences and the skeletal complexity of shapes.pdf,/Users/davidusa/Zotero/storage/9UFE7KU9/Zekun Sun and C. Firestone - 2022 - Beautiful on the inside Aesthetic preferences and the skeletal complexity of shapes.pdf,processed,3,0,
zotero:FIZG8FDN,The contour effect: Differences in the aesthetic preference and stress response to photo-realistic living environments,/Users/davidusa/Zotero/storage/VQWV4QSE/Nour Tawil et al. - 2022 - The contour effect Differences in the aesthetic preference and stress response to photo-realistic l.pdf,/Users/davidusa/Zotero/storage/VQWV4QSE/Nour Tawil et al. - 2022 - The contour effect Differences in the aesthetic preference and stress response to photo-realistic l.pdf,processed,3,0,
doi:10.1016/j.jenvp.2022.101802,The emotional influence of different geometries in virtual spaces: A neurocognitive examination,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.jenvp.2022.101802.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.jenvp.2022.101802.pdf,processed,0,0,
doi:10.7454/in.v5i1.189,"Colour, Light, and Materiality: Biophilic Interior Design Presence in Research and Practice",/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.7454_in.v5i1.189.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.7454_in.v5i1.189.pdf,processed,0,0,
doi:10.1038/s41598-022-20649-y,A mobile EEG study on the psychophysiological effects of walking and crowding in indoor and outdoor urban environments,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1038_s41598-022-20649-y.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1038_s41598-022-20649-y.pdf,processed,10,6,
doi:10.1177/14771535221138589,"Diurnal effects of dynamic lighting on alertness, cognition, and mood of mentally fatigued individuals in a daylight deprived environment",/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1177_14771535221138589.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1177_14771535221138589.pdf,processed,0,0,
doi:10.1016/j.jenvp.2022.101923,Design by nature: The influence of windows on cognitive performance and affect,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.jenvp.2022.101923.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.jenvp.2022.101923.pdf,processed,0,0,
doi:10.1016/j.asej.2022.101810,"Simulating the natural lighting for a physical and mental Well-being in residential building in Dubai, UAE",/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.asej.2022.101810.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.asej.2022.101810.pdf,processed,0,0,
doi:10.1177/1351010X211068850,The impact of the acoustic environment on human emotion and experience: A case study of worship spaces,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1177_1351010X211068850.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1177_1351010X211068850.pdf,processed,0,0,
doi:10.3389/fpsyg.2021.699962,Aesthetics and Psychological Effects of Fractal Based Design,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3389_fpsyg.2021.699962.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3389_fpsyg.2021.699962.pdf,processed,0,0,
doi:10.1080/00038628.2021.1940827,A neurocognitive study of the emotional impact of geometrical criteria of architectural space,data/pdfs/10.1080_00038628.2021.1940827.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1080_00038628.2021.1940827.pdf,processed,0,0,
doi:10.1038/s41598-021-85210-9,Exploring a sustainable building’s impact on occupant mental health and cognitive function in a virtual environment,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1038_s41598-021-85210-9.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1038_s41598-021-85210-9.pdf,processed,0,0,
doi:10.32920/ryerson.14655804.v1,"Light and Shadow Expression:  Contrast, Luminosity, Porosity","data/Huynh,_V._H._(2014)._Light_and_Shadow_Expression:_.pdf","/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/Huynh,_V._H._(2014)._Light_and_Shadow_Expression:_.pdf",processed,8,0,
doi:10.25039/x48.2021.op60,VIRTUAL REALITY: A PROMISING APPROACH FOR LIGHTING RESEARCH,"data/Bellia,_L.,_&_Fragliasso,_F._(2021)._Good_places_t.pdf","/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/Bellia,_L.,_&_Fragliasso,_F._(2021)._Good_places_t.pdf",processed,0,0,
doi:10.3390/SU13020823,The Potential of Biophilic Fractal Designs to Promote Health and Performance: A Review of Experiments and Applications,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_SU13020823.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_SU13020823.pdf,processed,0,0,
doi:10.3389/frsc.2021.690055,Access to Daylight and Views Improves Physical and Emotional Wellbeing of Office Workers: A Crossover Study,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3389_frsc.2021.690055.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3389_frsc.2021.690055.pdf,processed,0,0,
doi:10.1007/s12273-021-0875-7,Optimisation design and verification of the acoustic environment for multimedia classrooms in universities based on simulation,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1007_s12273-021-0875-7.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1007_s12273-021-0875-7.pdf,processed,25,0,
doi:10.3390/en14020333,"Effect of Thermal, Acoustic and Air Quality Perception Interactions on the Comfort and Satisfaction of People in Office Buildings",/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_en14020333.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_en14020333.pdf,processed,0,0,
doi:10.1016/j.buildenv.2021.108296,Effects of acoustic environment on design work performance based on multitask visual cognitive performance in office space,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.buildenv.2021.108296.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.buildenv.2021.108296.pdf,processed,0,0,
doi:10.3389/frvir.2021.620503,Using Virtual Reality to Evaluate the Impact of Room Acoustics on Cognitive Performance and Well-Being,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3389_frvir.2021.620503.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3389_frvir.2021.620503.pdf,processed,0,0,
doi:10.1016/j.landurbplan.2021.104241,"Urban soundscape categorization based on individual recognition, perception, and assessment of sound environments",/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.landurbplan.2021.104241.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.landurbplan.2021.104241.pdf,processed,0,0,
doi:10.1016/j.buildenv.2020.106949,Ten questions concerning well-being in the built environment,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.buildenv.2020.106949.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.buildenv.2020.106949.pdf,processed,0,0,
doi:10.1186/s41235-020-00243-4,Senses of place: architectural design for the multisensory mind,"data/Spence,_C._(2020)._Senses_of_place:_architectural_.pdf","/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/Spence,_C._(2020)._Senses_of_place:_architectural_.pdf",processed,0,0,
doi:10.1016/j.buildenv.2020.106779,"The impact of a view from a window on thermal comfort, emotion, and cognitive performance",/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.buildenv.2020.106779.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.buildenv.2020.106779.pdf,processed,0,0,
doi:10.1080/17508975.2020.1732859,"Biophilic design and office planting: a case study of effects on perceived health, well-being and performance metrics in the workplace",/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1080_17508975.2020.1732859.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1080_17508975.2020.1732859.pdf,processed,17,13,
doi:10.3390/su12156054,Acoustics for Supportive and Healthy Buildings: Emerging Themes on Indoor Soundscape Research,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_su12156054.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_su12156054.pdf,processed,0,0,
doi:10.1016/j.buildenv.2020.107152,Indoor soundscape assessment: A principal components model of acoustic perception in residential buildings,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.buildenv.2020.107152.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.buildenv.2020.107152.pdf,processed,0,0,
doi:10.1177/1351010x20909464,Exploring soundscaping options for the cognitive environment in an open-plan office,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1177_1351010x20909464.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1177_1351010x20909464.pdf,processed,0,0,
doi:10.1177/1420326X20927437,"Effects of visual exposure to wood on human affective states, physiological arousal and cognitive performance: A systematic review of randomized trials",/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1177_1420326X20927437.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1177_1420326X20927437.pdf,processed,3,0,
doi:10.3389/fpsyg.2020.560833,"Multisensory, Nature-Inspired Recharge Rooms Yield Short-Term Reductions in Perceived Stress Among Frontline Healthcare Workers",/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3389_fpsyg.2020.560833.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3389_fpsyg.2020.560833.pdf,processed,0,0,
doi:10.1016/j.envint.2019.105427,Effects of biophilic indoor environment on stress and anxiety recovery: A between-subjects experiment in virtual reality,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.envint.2019.105427.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.envint.2019.105427.pdf,processed,0,0,
doi:10.20944/preprints201907.0323.v1,Biophilic Architecture for Restoration and Therapy within the Built Environment: A Review,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.20944_preprints201907.0323.v1.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.20944_preprints201907.0323.v1.pdf,processed,2,1,
doi:10.1007/s11818-019-00215-x,"Effects of light on human circadian rhythms, sleep and mood",/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1007_s11818-019-00215-x.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1007_s11818-019-00215-x.pdf,processed,1,0,
doi:10.1016/j.buildenv.2019.106544,Effects of audio-visual interactions on soundscape and landscape perception and their influence on satisfaction with the urban environment,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.buildenv.2019.106544.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.buildenv.2019.106544.pdf,processed,0,0,
doi:10.3390/ijerph16071284,Going beyond Quietness: Determining the Emotionally Restorative Effect of Acoustic Environments in Urban Open Public Spaces.,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_ijerph16071284.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3390_ijerph16071284.pdf,processed,1,0,
doi:10.1038/s41598-019-46099-7,Reduction of physiological stress by urban green space in a multisensory virtual experiment,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1038_s41598-019-46099-7.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1038_s41598-019-46099-7.pdf,processed,12,3,
doi:10.1016/j.jenvp.2018.05.001,Differences in eye movements while viewing images with various levels of restorativeness,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.jenvp.2018.05.001.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.jenvp.2018.05.001.pdf,processed,0,0,
doi:10.1016/j.buildenv.2018.11.040,"Combined effects of acoustic, thermal, and illumination conditions on the comfort of discrete senses and overall indoor environment",/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.buildenv.2018.11.040.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.buildenv.2018.11.040.pdf,processed,0,0,
doi:10.1016/j.buildenv.2018.01.006,Physiological and cognitive performance of exposure to biophilic indoor environment,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.buildenv.2018.01.006.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.buildenv.2018.01.006.pdf,processed,1,0,
doi:10.1016/j.buildenv.2017.06.048,The effects of higher temperature setpoints during summer on office workers' cognitive load and thermal comfort,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.buildenv.2017.06.048.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.buildenv.2017.06.048.pdf,processed,0,0,
sha256:321a643f889e,The Implications of Fractal Fluency for Biophilic Architecture,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/The_Implications_of_Fractal_Fluency_for_Biophilic_.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/The_Implications_of_Fractal_Fluency_for_Biophilic_.pdf,processed,0,0,
doi:10.1177/0013916517738077,"Effects of Illuminance and Correlated Color Temperature on Daytime Cognitive Performance, Subjective Mood, and Alertness in Healthy Adults",/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1177_0013916517738077.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1177_0013916517738077.pdf,processed,0,0,
doi:10.1080/10937404.2016.1196155,Attention Restoration Theory: A systematic review of the attention restoration potential of exposure to natural environments,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1080_10937404.2016.1196155.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1080_10937404.2016.1196155.pdf,processed,0,0,
doi:10.3389/fnhum.2016.00213,A Complex Story: Universal Preference vs. Individual Differences Shaping Aesthetic Response to Fractals Patterns,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3389_fnhum.2016.00213.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3389_fnhum.2016.00213.pdf,processed,0,0,
doi:10.15242/ijacebs.ae0416104,Natural Light and Productivity: Analyzing the Impacts of Daylighting on Students’ and Workers’ Health and Alertness,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.15242_ijacebs.ae0416104.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.15242_ijacebs.ae0416104.pdf,processed,1,4,
doi:10.1093/scan/nsw154,The theory of constructed emotion: an active inference account of interoception and categorization,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1093_scan_nsw154.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1093_scan_nsw154.pdf,processed,0,0,
doi:10.3389/fpsyg.2015.01639,Differential effects of white noise in cognitive and perceptual tasks,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3389_fpsyg.2015.01639.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.3389_fpsyg.2015.01639.pdf,processed,0,0,
doi:10.1016/j.buildenv.2015.02.013,"The impact of classroom design on pupils' learning: Final results of a holistic, multi-level analysis",/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.buildenv.2015.02.013.pdf,/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/pdfs/10.1016_j.buildenv.2015.02.013.pdf,processed,0,0,
doi:10.26687/archnet-ijar.v9i2.464,Sustainable Spaces with Psychological Values: Historical Architecture as Reference Book for Biomimetic Models with Biophilic Qualities,"data/Ramzy,_N._(2015)._Sustainable_spaces_with_psycholo.pdf","/Users/davidusa/REPOS/Article_Finder_v3_2_3/data/Ramzy,_N._(2015)._Sustainable_spaces_with_psycholo.pdf",processed,0,0,
