paper_id,title,topic_bucket,table_id,row_index,claim_id,claim_type,content,confidence,citation,intervention,control,outcome,sample_size,effect_size,effect_size_type,ci_lower,ci_upper,p_value,source,evidence_level,provenance_tier,requires_pdf_confirmation
doi:10.4103/1463-1741.181995,Moderators of noise-induced cognitive change in healthy adults,cognition,TBL-20260213161633-007,0,doi:10.4103/1463-1741.181995-TBL-C014,finding,Psychomotor speed: Simple reaction time m22 f26,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.4103/1463-1741.181995,Moderators of noise-induced cognitive change in healthy adults,cognition,TBL-20260213161633-007,1,doi:10.4103/1463-1741.181995-TBL-C015,finding,Psychomotor speed: Attention,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.4103/1463-1741.181995,Moderators of noise-induced cognitive change in healthy adults,cognition,TBL-20260213161633-007,2,doi:10.4103/1463-1741.181995-TBL-C016,finding,"Psychomotor speed: Continuous performance test (CPT)
D-prime m20 f25",0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.4103/1463-1741.181995,Moderators of noise-induced cognitive change in healthy adults,cognition,TBL-20260213161633-007,3,doi:10.4103/1463-1741.181995-TBL-C017,finding,Psychomotor speed: Executive function,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.4103/1463-1741.181995,Moderators of noise-induced cognitive change in healthy adults,cognition,TBL-20260213161633-007,4,doi:10.4103/1463-1741.181995-TBL-C018,finding,Psychomotor speed: Trail making B-A↓ m22 f29,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.4103/1463-1741.181995,Moderators of noise-induced cognitive change in healthy adults,cognition,TBL-20260213161633-007,5,doi:10.4103/1463-1741.181995-TBL-C019,finding,Psychomotor speed: Beads (60:40) m24 f30,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.4103/1463-1741.181995,Moderators of noise-induced cognitive change in healthy adults,cognition,TBL-20260213161633-007,6,doi:10.4103/1463-1741.181995-TBL-C020,finding,Psychomotor speed: Verbal fluency m24 f30,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.4103/1463-1741.181995,Moderators of noise-induced cognitive change in healthy adults,cognition,TBL-20260213161633-008,0,doi:10.4103/1463-1741.181995-TBL-C021,finding,"Verbal learning and memory: Hopkins verbal learning test (HVLT):
Total immediate recall m24 f30",0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.4103/1463-1741.181995,Moderators of noise-induced cognitive change in healthy adults,cognition,TBL-20260213161633-008,1,doi:10.4103/1463-1741.181995-TBL-C022,finding,Verbal learning and memory: HVLT: Delayed recall m24 f30,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.4103/1463-1741.181995,Moderators of noise-induced cognitive change in healthy adults,cognition,TBL-20260213161633-008,2,doi:10.4103/1463-1741.181995-TBL-C023,finding,Verbal learning and memory: HVLT: Discrimination index m24 f30,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.4103/1463-1741.181995,Moderators of noise-induced cognitive change in healthy adults,cognition,TBL-20260213161633-008,3,doi:10.4103/1463-1741.181995-TBL-C024,finding,"Verbal learning and memory: Note, bold P levels indicates significance at P < 0.05",0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.4103/1463-1741.181995,Moderators of noise-induced cognitive change in healthy adults,cognition,TBL-20260213161633-009,0,doi:10.4103/1463-1741.181995-TBL-C025,finding,"—: 25
**73.0; 64
**54.0−: 64
02.0; 64
62.0−: 64
32.0−; 34
**95.0−: 34
62.0−; 34
**65.0−: 34
41.0−",0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.4103/1463-1741.181995,Moderators of noise-induced cognitive change in healthy adults,cognition,TBL-20260213161633-009,1,doi:10.4103/1463-1741.181995-TBL-C026,finding,"—: 25
01.0; 64
**54.0−: 64
90.0−; 64
62.0−: 64
22.0−; 34
**95.0−: 34
70.0; 34
**65.0−: 34
91.0−",0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.4103/1463-1741.181995,Moderators of noise-induced cognitive change in healthy adults,cognition,TBL-20260213161633-009,2,doi:10.4103/1463-1741.181995-TBL-C027,finding,"—: 25
11.0; 64
**54.0−: 64
12.0−; 64
62.0−: 64
*53.0−; 34
**95.0−: 34
70.0−; 34
**65.0−: 34
40.0",0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.4103/1463-1741.181995,Moderators of noise-induced cognitive change in healthy adults,cognition,TBL-20260213161633-009,3,doi:10.4103/1463-1741.181995-TBL-C028,finding,"—: 25
**73.0; 64
**54.0−: 64
01.0; 64
62.0−: 64
90.0; 34
**95.0−: 34
51.0−; 34
**65.0−: 34
71.0−",0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.4103/1463-1741.181995,Moderators of noise-induced cognitive change in healthy adults,cognition,TBL-20260213161633-009,4,doi:10.4103/1463-1741.181995-TBL-C029,finding,"—: 15
50.0; 64
**54.0−: 54
20.0−; 64
62.0−: 54
80.0−; 34
**95.0−: 24
91.0; 34
**65.0−: 24
91.0",0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.4103/1463-1741.181995,Moderators of noise-induced cognitive change in healthy adults,cognition,TBL-20260213161633-009,5,doi:10.4103/1463-1741.181995-TBL-C030,finding,"—: 15
41.0−; 64
**54.0−: 54
81.0; 64
62.0−: 54
*23.0; 34
**95.0−: 24
30.0−; 34
**65.0−: 24
90.0−",0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.4103/1463-1741.181995,Moderators of noise-induced cognitive change in healthy adults,cognition,TBL-20260213161633-009,7,doi:10.4103/1463-1741.181995-TBL-C031,finding,"—: ycneufl
labreV",0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.17509/interlude.v3i2.71595,Distortions in sound: Bridging acoustics and psychoacoustics in auditory perception,acoustic,TBL-20260213161638-012,0,doi:10.17509/interlude.v3i2.71595-TBL-C001,finding,: cognitive system supports speech-in-noise perception in older adults. Hearing,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.17509/interlude.v3i2.71595,Distortions in sound: Bridging acoustics and psychoacoustics in auditory perception,acoustic,TBL-20260213161638-012,1,doi:10.17509/interlude.v3i2.71595-TBL-C002,finding,": research, 300, 18-32.",0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.17509/interlude.v3i2.71595,Distortions in sound: Bridging acoustics and psychoacoustics in auditory perception,acoustic,TBL-20260213161638-016,0,doi:10.17509/interlude.v3i2.71595-TBL-C003,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.17509/interlude.v3i2.71595,Distortions in sound: Bridging acoustics and psychoacoustics in auditory perception,acoustic,TBL-20260213161638-017,0,doi:10.17509/interlude.v3i2.71595-TBL-C004,finding,"Davis, M. F. (2007). Audio and electroacoustics. Springer handbook of acoustics, 779-817.: Dzulkifli, N., Santosa, D., & Kusmiati, M. (2021). Scoping Review: Pengaruh Mendengarkan",0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.17509/interlude.v3i2.71595,Distortions in sound: Bridging acoustics and psychoacoustics in auditory perception,acoustic,TBL-20260213161638-017,1,doi:10.17509/interlude.v3i2.71595-TBL-C005,finding,: Musik Klasik terhadap Kemampuan Konsentrasi Mahasiswa. Prosiding Pendidikan,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.17509/interlude.v3i2.71595,Distortions in sound: Bridging acoustics and psychoacoustics in auditory perception,acoustic,TBL-20260213161638-017,2,doi:10.17509/interlude.v3i2.71595-TBL-C006,finding,": Dokter, 7(1), 50-53.",0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.17509/interlude.v3i2.71595,Distortions in sound: Bridging acoustics and psychoacoustics in auditory perception,acoustic,TBL-20260213161638-018,0,doi:10.17509/interlude.v3i2.71595-TBL-C007,finding,"Durant, A. (1990). A new day for music? Digital technology in contemporary music-making.: Ellermeier, W., & Zimmer, K. (2014). The psychoacoustics of the irrelevant sound effect.",0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.17509/interlude.v3i2.71595,Distortions in sound: Bridging acoustics and psychoacoustics in auditory perception,acoustic,TBL-20260213161638-019,0,doi:10.17509/interlude.v3i2.71595-TBL-C008,finding,"Fay, R. R. (1988). Comparative psychoacoustics. Hearing research, 34(3), 295-305.: Fossey, E., Harvey, C., McDermott, F., & Davidson, L. (2002). Understanding and evaluating",0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.17509/interlude.v3i2.71595,Distortions in sound: Bridging acoustics and psychoacoustics in auditory perception,acoustic,TBL-20260213161638-021,0,doi:10.17509/interlude.v3i2.71595-TBL-C009,finding,": hearing loss: a literature review of the underlying mechanism, pathophysiology,",0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.17509/interlude.v3i2.71595,Distortions in sound: Bridging acoustics and psychoacoustics in auditory perception,acoustic,TBL-20260213161638-022,0,doi:10.17509/interlude.v3i2.71595-TBL-C010,sample,"age: Surgery, 46(1), 41.",0.85,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.17509/interlude.v3i2.71595,Distortions in sound: Bridging acoustics and psychoacoustics in auditory perception,acoustic,TBL-20260213161638-023,0,doi:10.17509/interlude.v3i2.71595-TBL-C011,finding,: political violence and flight—An exploratory study on risks and opportunities of music,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.17509/interlude.v3i2.71595,Distortions in sound: Bridging acoustics and psychoacoustics in auditory perception,acoustic,TBL-20260213161638-023,1,doi:10.17509/interlude.v3i2.71595-TBL-C012,finding,": therapy. The Arts in Psychotherapy, 58, 33-41.",0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.17509/interlude.v3i2.71595,Distortions in sound: Bridging acoustics and psychoacoustics in auditory perception,acoustic,TBL-20260213161638-027,0,doi:10.17509/interlude.v3i2.71595-TBL-C013,finding,: Dan Suara Alam (Nature Sound) Terhadap Tingkat Nyeri Dan Kecemasan Pasien,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.17509/interlude.v3i2.71595,Distortions in sound: Bridging acoustics and psychoacoustics in auditory perception,acoustic,TBL-20260213161638-027,1,doi:10.17509/interlude.v3i2.71595-TBL-C014,finding,": (Literature Review). Jurnal Ilmu Keperawatan dan Kebidanan, 1(8).",0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.17509/interlude.v3i2.71595,Distortions in sound: Bridging acoustics and psychoacoustics in auditory perception,acoustic,TBL-20260213161638-030,0,doi:10.17509/interlude.v3i2.71595-TBL-C015,finding,: dimensional sonification. In 25th international conference on auditory displays,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.17509/interlude.v3i2.71595,Distortions in sound: Bridging acoustics and psychoacoustics in auditory perception,acoustic,TBL-20260213161638-030,1,doi:10.17509/interlude.v3i2.71595-TBL-C016,finding,": (ICAD2019), Newcastle (pp. 277-284).",0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1257/app.20220532,"Noise, Cognitive Function, and Worker Productivity",acoustic,TBL-20260213161639-033,0,doi:10.1257/app.20220532-TBL-C001,finding,: k session; Misc. data: collection,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1257/app.20220532,"Noise, Cognitive Function, and Worker Productivity",acoustic,TBL-20260213161640-034,0,doi:10.1257/app.20220532-TBL-C002,finding,: rk session; WTP: collection,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1257/app.20220532,"Noise, Cognitive Function, and Worker Productivity",acoustic,TBL-20260213161640-035,0,doi:10.1257/app.20220532-TBL-C003,finding,: rk session,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1257/app.20220532,"Noise, Cognitive Function, and Worker Productivity",acoustic,TBL-20260213161640-036,0,doi:10.1257/app.20220532-TBL-C004,finding,Experiment 1: Experiment 2,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213161642-038,0,doi:10.1371/journal.pone.0307934-TBL-C001,finding,Japanesedesign: Ilexpedunculosa,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213161642-038,1,doi:10.1371/journal.pone.0307934-TBL-C002,finding,Japanesedesign: Symplocosmyrtacea,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213161642-038,2,doi:10.1371/journal.pone.0307934-TBL-C003,finding,Japanesedesign: Euryajaponicavar.japonica,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213161642-038,3,doi:10.1371/journal.pone.0307934-TBL-C004,finding,Japanesedesign: Pierisjaponicasubsp.Japonica,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213161642-038,4,doi:10.1371/journal.pone.0307934-TBL-C005,finding,Japanesedesign: Fatsiajaponica,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213161642-038,5,doi:10.1371/journal.pone.0307934-TBL-C006,finding,Japanesedesign: Aucubajaponica,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213161642-038,6,doi:10.1371/journal.pone.0307934-TBL-C007,finding,Japanesedesign: Camellia,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213161642-038,7,doi:10.1371/journal.pone.0307934-TBL-C008,finding,Japanesedesign: Rhaphiolepisumbellata,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213161642-038,8,doi:10.1371/journal.pone.0307934-TBL-C009,finding,Japanesedesign: Polystichumpolyblepharum,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213161642-039,0,doi:10.1371/journal.pone.0307934-TBL-C010,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213161642-039,1,doi:10.1371/journal.pone.0307934-TBL-C011,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213161642-039,2,doi:10.1371/journal.pone.0307934-TBL-C012,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213161642-039,3,doi:10.1371/journal.pone.0307934-TBL-C013,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213161642-039,4,doi:10.1371/journal.pone.0307934-TBL-C014,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213161642-039,5,doi:10.1371/journal.pone.0307934-TBL-C015,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213161642-039,6,doi:10.1371/journal.pone.0307934-TBL-C016,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213161642-039,7,doi:10.1371/journal.pone.0307934-TBL-C017,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213161642-039,8,doi:10.1371/journal.pone.0307934-TBL-C018,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213161642-039,9,doi:10.1371/journal.pone.0307934-TBL-C019,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213161642-039,10,doi:10.1371/journal.pone.0307934-TBL-C020,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213161642-039,11,doi:10.1371/journal.pone.0307934-TBL-C021,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213161642-039,12,doi:10.1371/journal.pone.0307934-TBL-C022,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213161642-039,13,doi:10.1371/journal.pone.0307934-TBL-C023,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213161642-039,14,doi:10.1371/journal.pone.0307934-TBL-C024,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213161642-039,15,doi:10.1371/journal.pone.0307934-TBL-C025,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213161642-039,16,doi:10.1371/journal.pone.0307934-TBL-C026,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213161643-040,0,doi:10.1371/journal.pone.0307934-TBL-C027,finding,Stroop_congruent: Mean; : Mean; Stroop_incongruent: Mean; 1-backtask: Mean,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213161643-040,1,doi:10.1371/journal.pone.0307934-TBL-C028,finding,Stroop_congruent: 98.46; : 87.53; Stroop_incongruent: 96.60; 1-backtask: 96.34,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213161643-040,2,doi:10.1371/journal.pone.0307934-TBL-C029,finding,Stroop_congruent: 99.54; : 87.44; Stroop_incongruent: 97.53; 1-backtask: 96.93,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213161643-040,3,doi:10.1371/journal.pone.0307934-TBL-C030,finding,Stroop_congruent: 98.91; : 85.27; Stroop_incongruent: 98.30; 1-backtask: 96.57,0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213161643-040,4,doi:10.1371/journal.pone.0307934-TBL-C031,finding,"Stroop_congruent: Designfactor:(2,34)=1.59; 1-backtask: (2,34)=0.20",0.6,,,,,,,,,,,codex_pdfplumber,pdf_table_extracted,pdf_confirmed,no
