paper_id,title,topic_bucket,table_id,row_index,claim_id,claim_type,content,confidence,citation,intervention,control,outcome,sample_size,effect_size,effect_size_type,ci_lower,ci_upper,p_value,source,adjudication_reasons
doi:10.4103/1463-1741.181995,Moderators of noise-induced cognitive change in healthy adults,cognition,TBL-20260213150628-007,2,doi:10.4103/1463-1741.181995-TBL-C016,finding,"Psychomotor speed: Continuous performance test (CPT)
D-prime m20 f25",0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.4103/1463-1741.181995,Moderators of noise-induced cognitive change in healthy adults,cognition,TBL-20260213150628-007,3,doi:10.4103/1463-1741.181995-TBL-C017,finding,Psychomotor speed: Executive function,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.4103/1463-1741.181995,Moderators of noise-induced cognitive change in healthy adults,cognition,TBL-20260213150628-007,4,doi:10.4103/1463-1741.181995-TBL-C018,finding,Psychomotor speed: Trail making B-A↓ m22 f29,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.4103/1463-1741.181995,Moderators of noise-induced cognitive change in healthy adults,cognition,TBL-20260213150628-007,5,doi:10.4103/1463-1741.181995-TBL-C019,finding,Psychomotor speed: Beads (60:40) m24 f30,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.4103/1463-1741.181995,Moderators of noise-induced cognitive change in healthy adults,cognition,TBL-20260213150628-007,6,doi:10.4103/1463-1741.181995-TBL-C020,finding,Psychomotor speed: Verbal fluency m24 f30,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.4103/1463-1741.181995,Moderators of noise-induced cognitive change in healthy adults,cognition,TBL-20260213150628-008,0,doi:10.4103/1463-1741.181995-TBL-C021,finding,"Verbal learning and memory: Hopkins verbal learning test (HVLT):
Total immediate recall m24 f30",0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.4103/1463-1741.181995,Moderators of noise-induced cognitive change in healthy adults,cognition,TBL-20260213150628-008,1,doi:10.4103/1463-1741.181995-TBL-C022,finding,Verbal learning and memory: HVLT: Delayed recall m24 f30,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.4103/1463-1741.181995,Moderators of noise-induced cognitive change in healthy adults,cognition,TBL-20260213150628-008,2,doi:10.4103/1463-1741.181995-TBL-C023,finding,Verbal learning and memory: HVLT: Discrimination index m24 f30,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.4103/1463-1741.181995,Moderators of noise-induced cognitive change in healthy adults,cognition,TBL-20260213150628-008,3,doi:10.4103/1463-1741.181995-TBL-C024,finding,"Verbal learning and memory: Note, bold P levels indicates significance at P < 0.05",0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.4103/1463-1741.181995,Moderators of noise-induced cognitive change in healthy adults,cognition,TBL-20260213150629-009,0,doi:10.4103/1463-1741.181995-TBL-C025,finding,"—: 25
**73.0; 64
**54.0−: 64
02.0; 64
62.0−: 64
32.0−; 34
**95.0−: 34
62.0−; 34
**65.0−: 34
41.0−",0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.4103/1463-1741.181995,Moderators of noise-induced cognitive change in healthy adults,cognition,TBL-20260213150629-009,1,doi:10.4103/1463-1741.181995-TBL-C026,finding,"—: 25
01.0; 64
**54.0−: 64
90.0−; 64
62.0−: 64
22.0−; 34
**95.0−: 34
70.0; 34
**65.0−: 34
91.0−",0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.4103/1463-1741.181995,Moderators of noise-induced cognitive change in healthy adults,cognition,TBL-20260213150629-009,2,doi:10.4103/1463-1741.181995-TBL-C027,finding,"—: 25
11.0; 64
**54.0−: 64
12.0−; 64
62.0−: 64
*53.0−; 34
**95.0−: 34
70.0−; 34
**65.0−: 34
40.0",0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.4103/1463-1741.181995,Moderators of noise-induced cognitive change in healthy adults,cognition,TBL-20260213150629-009,3,doi:10.4103/1463-1741.181995-TBL-C028,finding,"—: 25
**73.0; 64
**54.0−: 64
01.0; 64
62.0−: 64
90.0; 34
**95.0−: 34
51.0−; 34
**65.0−: 34
71.0−",0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.4103/1463-1741.181995,Moderators of noise-induced cognitive change in healthy adults,cognition,TBL-20260213150629-009,4,doi:10.4103/1463-1741.181995-TBL-C029,finding,"—: 15
50.0; 64
**54.0−: 54
20.0−; 64
62.0−: 54
80.0−; 34
**95.0−: 24
91.0; 34
**65.0−: 24
91.0",0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.4103/1463-1741.181995,Moderators of noise-induced cognitive change in healthy adults,cognition,TBL-20260213150629-009,5,doi:10.4103/1463-1741.181995-TBL-C030,finding,"—: 15
41.0−; 64
**54.0−: 54
81.0; 64
62.0−: 54
*23.0; 34
**95.0−: 24
30.0−; 34
**65.0−: 24
90.0−",0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.4103/1463-1741.181995,Moderators of noise-induced cognitive change in healthy adults,cognition,TBL-20260213150629-009,7,doi:10.4103/1463-1741.181995-TBL-C031,finding,"—: ycneufl
labreV",0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields;short_content
doi:10.1257/app.20220532,"Noise, Cognitive Function, and Worker Productivity",acoustic,TBL-20260213150634-013,0,doi:10.1257/app.20220532-TBL-C001,finding,: k session; Misc. data: collection,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.1257/app.20220532,"Noise, Cognitive Function, and Worker Productivity",acoustic,TBL-20260213150634-014,0,doi:10.1257/app.20220532-TBL-C002,finding,: rk session; WTP: collection,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.1257/app.20220532,"Noise, Cognitive Function, and Worker Productivity",acoustic,TBL-20260213150634-015,0,doi:10.1257/app.20220532-TBL-C003,finding,: rk session,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields;short_content
doi:10.1257/app.20220532,"Noise, Cognitive Function, and Worker Productivity",acoustic,TBL-20260213150634-016,0,doi:10.1257/app.20220532-TBL-C004,finding,Experiment 1: Experiment 2,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213150636-018,0,doi:10.1371/journal.pone.0307934-TBL-C001,finding,Japanesedesign: Ilexpedunculosa,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213150636-018,1,doi:10.1371/journal.pone.0307934-TBL-C002,finding,Japanesedesign: Symplocosmyrtacea,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213150636-018,2,doi:10.1371/journal.pone.0307934-TBL-C003,finding,Japanesedesign: Euryajaponicavar.japonica,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213150636-018,3,doi:10.1371/journal.pone.0307934-TBL-C004,finding,Japanesedesign: Pierisjaponicasubsp.Japonica,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213150636-018,4,doi:10.1371/journal.pone.0307934-TBL-C005,finding,Japanesedesign: Fatsiajaponica,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213150636-018,5,doi:10.1371/journal.pone.0307934-TBL-C006,finding,Japanesedesign: Aucubajaponica,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213150636-018,6,doi:10.1371/journal.pone.0307934-TBL-C007,finding,Japanesedesign: Camellia,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213150636-018,7,doi:10.1371/journal.pone.0307934-TBL-C008,finding,Japanesedesign: Rhaphiolepisumbellata,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213150636-018,8,doi:10.1371/journal.pone.0307934-TBL-C009,finding,Japanesedesign: Polystichumpolyblepharum,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213150637-019,0,doi:10.1371/journal.pone.0307934-TBL-C010,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,weak_quant_fields;short_content
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213150637-019,1,doi:10.1371/journal.pone.0307934-TBL-C011,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,weak_quant_fields;short_content
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213150637-019,2,doi:10.1371/journal.pone.0307934-TBL-C012,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,weak_quant_fields;short_content
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213150637-019,3,doi:10.1371/journal.pone.0307934-TBL-C013,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,weak_quant_fields;short_content
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213150637-019,4,doi:10.1371/journal.pone.0307934-TBL-C014,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,weak_quant_fields;short_content
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213150637-019,5,doi:10.1371/journal.pone.0307934-TBL-C015,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,weak_quant_fields;short_content
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213150637-019,6,doi:10.1371/journal.pone.0307934-TBL-C016,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,weak_quant_fields;short_content
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213150637-019,7,doi:10.1371/journal.pone.0307934-TBL-C017,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,weak_quant_fields;short_content
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213150637-019,8,doi:10.1371/journal.pone.0307934-TBL-C018,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,weak_quant_fields;short_content
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213150637-019,9,doi:10.1371/journal.pone.0307934-TBL-C019,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,weak_quant_fields;short_content
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213150637-019,10,doi:10.1371/journal.pone.0307934-TBL-C020,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,weak_quant_fields;short_content
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213150637-019,11,doi:10.1371/journal.pone.0307934-TBL-C021,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,weak_quant_fields;short_content
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213150637-019,12,doi:10.1371/journal.pone.0307934-TBL-C022,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,weak_quant_fields;short_content
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213150637-019,13,doi:10.1371/journal.pone.0307934-TBL-C023,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,weak_quant_fields;short_content
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213150637-019,14,doi:10.1371/journal.pone.0307934-TBL-C024,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,weak_quant_fields;short_content
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213150637-019,15,doi:10.1371/journal.pone.0307934-TBL-C025,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,weak_quant_fields;short_content
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213150637-019,16,doi:10.1371/journal.pone.0307934-TBL-C026,methodology,: Unknown study,0.9,,,,,,,,,,,codex_pdfplumber,weak_quant_fields;short_content
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213150637-020,0,doi:10.1371/journal.pone.0307934-TBL-C027,finding,Stroop_congruent: Mean; : Mean; Stroop_incongruent: Mean; 1-backtask: Mean,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213150637-020,1,doi:10.1371/journal.pone.0307934-TBL-C028,finding,Stroop_congruent: 98.46; : 87.53; Stroop_incongruent: 96.60; 1-backtask: 96.34,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213150637-020,2,doi:10.1371/journal.pone.0307934-TBL-C029,finding,Stroop_congruent: 99.54; : 87.44; Stroop_incongruent: 97.53; 1-backtask: 96.93,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213150637-020,3,doi:10.1371/journal.pone.0307934-TBL-C030,finding,Stroop_congruent: 98.91; : 85.27; Stroop_incongruent: 98.30; 1-backtask: 96.57,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213150637-020,4,doi:10.1371/journal.pone.0307934-TBL-C031,finding,"Stroop_congruent: Designfactor:(2,34)=1.59; 1-backtask: (2,34)=0.20",0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213150637-020,5,doi:10.1371/journal.pone.0307934-TBL-C032,finding,"Stroop_congruent: Taskfactor:(1,17)=13.62",0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213150637-020,6,doi:10.1371/journal.pone.0307934-TBL-C033,finding,"Stroop_congruent: Design×taskcondition:(2,34)=1.68",0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213150637-020,7,doi:10.1371/journal.pone.0307934-TBL-C034,finding,Stroop_congruent: Designfactor:0.09; 1-backtask: 0.12,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213150637-020,8,doi:10.1371/journal.pone.0307934-TBL-C035,finding,Stroop_congruent: Taskconditionfactor:0.45,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213150637-020,9,doi:10.1371/journal.pone.0307934-TBL-C036,finding,Stroop_congruent: Design×taskcondition:0.09,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213150637-020,10,doi:10.1371/journal.pone.0307934-TBL-C037,finding,Stroop_congruent: Designfactor:0.22; 1-backtask: 0.80,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213150637-020,11,doi:10.1371/journal.pone.0307934-TBL-C038,finding,Stroop_congruent: Taskconditionfactor:<0.01,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213150637-020,12,doi:10.1371/journal.pone.0307934-TBL-C039,finding,Stroop_congruent: Design×taskcondition:0.20,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213150637-020,13,doi:10.1371/journal.pone.0307934-TBL-C040,finding,Stroop_congruent: Taskfactor:congruent>incongruent(p<0.01),0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213150637-020,14,doi:10.1371/journal.pone.0307934-TBL-C041,finding,Stroop_congruent: Stroop_congruent; ×: ×; Stroop_incongruent: Stroop_incongruent; 1-backtask: 1-backtask,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213150637-020,15,doi:10.1371/journal.pone.0307934-TBL-C042,finding,Stroop_congruent: Mean; : Mean; Stroop_incongruent: Mean; 1-backtask: Mean,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213150637-020,16,doi:10.1371/journal.pone.0307934-TBL-C043,finding,"Stroop_congruent: 555.89; : 1,103.09; Stroop_incongruent: 625.96; 1-backtask: 648.02",0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213150637-020,17,doi:10.1371/journal.pone.0307934-TBL-C044,finding,"Stroop_congruent: 576.68; : 1,105.55; Stroop_incongruent: 633.11; 1-backtask: 645.31",0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213150637-020,18,doi:10.1371/journal.pone.0307934-TBL-C045,finding,"Stroop_congruent: 557.11; : 1,117.95; Stroop_incongruent: 610.97; 1-backtask: 646.68",0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213150637-020,19,doi:10.1371/journal.pone.0307934-TBL-C046,finding,"Stroop_congruent: Designfactor:(2,34)=1.05; 1-backtask: (2,34)=0.01",0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213150637-020,20,doi:10.1371/journal.pone.0307934-TBL-C047,finding,"Stroop_congruent: Taskconditionfactor:(1,17)=73.06",0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213150637-020,21,doi:10.1371/journal.pone.0307934-TBL-C048,finding,"Stroop_congruent: Design×taskcondition:(2,34)=0.76",0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213150637-020,22,doi:10.1371/journal.pone.0307934-TBL-C049,finding,Stroop_congruent: Designfactor:0.06; 1-backtask: <0.001,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
doi:10.1371/journal.pone.0307934,The effects of different designs of indoor biophilic greening on psychological and physiological responses and cognitive performance of office workers,affect,TBL-20260213150637-020,23,doi:10.1371/journal.pone.0307934-TBL-C050,finding,Stroop_congruent: Taskconditionfactor:0.81,0.6,,,,,,,,,,,codex_pdfplumber,low_confidence;weak_quant_fields
